family,system,kind,kernel,method,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,admissible,constraint_violations,score_v1,rank_v1,score_unified,rank_unified,score_unified_pooled,rank_unified_pooled
rbf,duffing,omega=1.0,rbf(gamma=1.4666915352427097),Reduced Rank,244.97150478552717,,42.82182573603189,5.720716026813378,0.1044511381693506,,,4.0,0.0,6.288698364880219e-05,0.0,True,,1.3972595043144929,554,2.880525232361113,38,2.6204179201504196,52
rbf,duffing,omega=1.0,rbf(gamma=0.1453101416731566),Reduced Rank,3.3053491468549865,,52.39641229028911,0.063083501376822,0.1187451692254199,,,4.0,0.0,0.0002453898704910973,0.0,True,,0.3888185303464974,478,2.9573056901792394,39,-1.0677018243609653,21
rbf,duffing,omega=1.0,rbf(gamma=1.1624811333852527),Reduced Rank,180.61952227066516,,55.77629781455381,3.238284528514113,0.1016803063387166,,,4.0,0.0,9.166280305112906e-05,0.0,True,,1.3546017228692953,552,3.504461044342957,40,1.4276082320745282,48
rbf,duffing,omega=1.0,rbf(gamma=2.4205910689274073),Reduced Rank,255.14404318495653,,47.873795324539465,5.329513598312375,0.1202753874920109,,,4.0,0.0,0.0,0.0,True,,1.9175474664005263,575,3.633797336899703,41,2.7371158328847596,53
rbf,duffing,omega=1.0,rbf(gamma=0.09367506747882408),Reduced Rank,4.495854896140804,,59.29213199870093,0.07582548889015,0.1240061358551189,,,4.0,0.0,0.00020047694852904917,0.0,True,,0.8159777973599749,522,3.6557961945037416,42,-0.9784500986003156,28
rbf,duffing,omega=1.0,rbf(gamma=0.7494005398305926),Reduced Rank,151.91464765735773,,50.71818256077773,2.9952699404264345,0.1189844286322787,,,4.0,0.0,0.00012444739006460813,0.0,True,,1.3003138053941132,546,3.658274533062606,43,1.1363267837648223,45
rbf,duffing,omega=1.0,rbf(gamma=0.7333457676213548),Reduced Rank,166.35505842592528,,52.57463281887512,3.16416966712892,0.1121734657334274,,,4.0,0.0,0.0001299883268349511,0.0,True,,1.3377993103096395,550,3.8196869837310676,44,1.2998136243570642,47
rbf,duffing,omega=1.0,rbf(gamma=0.09166822095266935),Reduced Rank,2.264862684172829,,53.07039314597977,0.0426765763340571,0.1231662418852601,,,4.0,0.0,0.0003178914128229682,0.0,True,,0.4969088219774029,487,3.988885132801718,45,-1.0555673240634253,23
rbf,duffing,omega=1.0,rbf(gamma=1.9278178828877304),Reduced Rank,174.5729728728811,,39.551144268616746,4.413853912474593,0.1236828528851956,,,4.0,0.0,0.00023825572805868944,0.0,True,,1.1530213026805405,540,4.168749288179216,46,1.6690899853692018,49
rbf,duffing,omega=1.0,rbf(gamma=0.3747002699152963),Reduced Rank,110.442431385262,,57.064733874346814,1.93538852960306,0.1207388573060701,,,4.0,0.0,0.00017168129861881986,0.0,True,,1.3209357282041785,548,4.3964452404499585,47,0.5095654650365762,42
rbf,duffing,omega=1.0,rbf(gamma=1.1195013744523856),Reduced Rank,234.4811028414429,,56.40541475463399,4.157067257841218,0.1145275016866293,,,4.0,0.0,4.924468111617841e-05,0.0,True,,1.9639567045579291,579,4.498550019776537,48,2.263830561029458,51
rbf,duffing,omega=1.0,rbf(gamma=2.3249622667705054),Reduced Rank,351.7935439354616,,56.52313267905437,6.22388617299382,0.1166764923729446,,,5.0,0.0,2.7501695042531084e-05,0.0,True,,4.114650360691701,636,7.640699779609229,49,5.2601555103133215,56
rbf,duffing,omega=1.0,rbf(gamma=2.2390027489047712),Reduced Rank,451.8989199229245,,65.19130853988501,6.931889082214785,0.1252694896015741,,,4.0,0.0,0.000168344789150332,0.0,True,,3.808705275986324,630,10.170975343954606,50,5.234502689468155,55
hermite,duffing,omega=1.2,hermite(ugly),PCR,0.0,0.0,10.670777831742308,0.0,0.1789362305316562,0.0193498180734355,,1.0,,0.0,0.0033894877929934197,True,,-3.714951752023736,5,-4.476898429136389,1,-6.638488010608715,1
hermite,duffing,omega=1.2,hermite(good),PCR,9.661429812923224e-07,4.587658053659934e-07,46.84077252088705,2.0737050524136962e-08,0.0631186975620101,0.0325401805547637,,3.3,6.776034562102628e-05,2.8942730386782856e-06,0.007642676904948659,True,,-1.5839064259297204,12,1.7531569389170607,2,1.0351919049386273,35
hermite,duffing,omega=1.2,hermite(bad),PCR,0.0135697298987856,0.0027795207399298,8.650520785963359,0.0015690766526568,0.0683343152983004,0.0240199329693849,,3.1,4.6294496454946096e-05,6.879612117760558e-07,0.009434130705998932,True,,-1.7051909200359976,10,2.723741490219329,3,-6.41265308669432,2
linear,duffing,omega=1.2,linear,PCR,0.0,0.0,7.384846061162003,0.0,0.3034712220000863,0.0073458630938136,,4.7,0.0,5.189282568576203e-05,0.023994208647215694,True,,-0.1027815603489762,6,0.0,1,4.100322502981339,55
poly,duffing,omega=1.2,poly(p=1),PCR,0.0,0.0,9.774038577448078,0.0,0.0918050563769141,0.0472122883908014,,3.7,3.030585603802649e-05,4.589969382731152e-05,0.16870042926178913,True,,-0.6904576859716645,16,-3.620625557503847,1,-1.1947498280464814,17
poly,duffing,omega=1.2,poly(p=3),PCR,0.1909139453192577,0.0513153423421359,8.167928844700445,0.0233257593351092,0.1024871938281685,0.0398366846574419,,4.0,3.038856243844368e-05,1.6226608496761052e-05,0.2973690954991479,True,,0.6249842222240316,24,0.878921034854564,2,2.7008898052412826,48
poly,duffing,omega=1.2,poly(p=2),PCR,0.0652240239383567,0.021897533451182,9.511799068361125,0.0068643449576746,0.0995374196740395,0.0426352165576621,,4.0,2.9932045787384176e-05,3.1877354001674796e-05,0.2751239768418581,True,,0.4380431135034038,22,1.2209139724594447,3,1.447226538658707,40
poly,duffing,omega=1.2,poly(p=4),PCR,0.4968711724529391,0.0846176615195754,7.335435311631824,0.067779102409478,0.1019526785247486,0.0295084863707241,,4.0,6.0728846540780704e-05,7.4630395475727695e-06,0.37327157503734004,True,,1.0028170232947025,30,1.5207905501898418,4,6.137379947124764,58
rbf,duffing,omega=1.2,rbf(gamma=0.20864634422262315),PCR,0.0303422269146169,,12.539261537472218,0.0024197778173732,0.0851378951081953,,,2.0,0.0,0.00015789080343058258,0.0,True,,-4.846909955399483,23,-6.520846979057685,1,-4.549154053403948,6
rbf,duffing,omega=1.2,rbf(gamma=0.2304323379973673),PCR,0.0230412059331955,,10.504374698122223,0.0021934866753481,0.0718775939516271,,,4.0,0.0001968325712521,7.203290043999999e-06,0.0,True,,-2.778877270303695,59,-6.491375791395281,2,-5.278653995367263,3
rbf,duffing,omega=1.2,rbf(gamma=0.11521616899868364),PCR,0.0073778613078979,,11.416059417293248,0.0006462704019148,0.0689217022626188,,,4.0,0.0001824182569724,2.8539465554144883e-06,0.0,True,,-2.7699434278882906,61,-6.321259651150608,3,-5.2522964103633605,4
rbf,duffing,omega=1.2,rbf(gamma=0.4608646759947346),PCR,0.0796302399016084,,10.055634465824102,0.0079189672389391,0.0754927049740405,,,4.0,0.0002287211875632,1.9298624234553863e-05,0.0,True,,-2.780441486666477,58,-6.126139243804131,4,-4.910692039751302,5
rbf,duffing,omega=1.2,rbf(gamma=0.4172926884452463),PCR,0.0840810375904662,,11.41845345050612,0.0073636099630234,0.0865662065239358,,,2.0,0.0,0.00021471136816888503,0.0,True,,-4.871244417364256,22,-5.797998577387032,5,-3.593966216658042,7
rbf,duffing,omega=1.2,rbf(gamma=0.9217293519894691),PCR,0.2540778018918558,,10.031040070283844,0.0253291583037875,0.0793939530931994,,,4.0,0.0002599551311778,4.939525324354488e-05,0.0,True,,-2.753735113231484,63,-4.366055255008629,6,-3.270791375188239,10
rbf,duffing,omega=1.2,rbf(gamma=0.34778607122682453),PCR,0.0472441141703268,,12.243984107719244,0.0038585572926823,0.090122583813386,,,4.0,8.99778698401077e-05,3.2633911017931894e-07,0.0,True,,-2.1850914687004463,150,-3.8140946544457126,7,-3.410908998851924,9
rbf,duffing,omega=1.2,rbf(gamma=0.17389303561341227),PCR,0.0127493152949345,,14.587838208059498,0.0008739687891445,0.0848321926437434,,,4.0,0.0001018058476661,5.587440238263852e-07,0.0,True,,-2.1949694191068643,149,-3.43528224711867,8,-3.4799504388044507,8
rbf,duffing,omega=1.2,rbf(gamma=0.6955721424536491),PCR,0.1579001075132495,,10.93999407306794,0.0144332900418993,0.0974532715097231,,,4.0,8.161961869845857e-05,0.0,0.0,True,,-2.092290912782827,160,-3.0320571478366216,9,-2.4924506848978774,11
rbf,duffing,omega=1.2,rbf(gamma=0.18952309367452286),PCR,0.0115879924326831,,12.18514738021992,0.0009509932109228,0.1091122419973365,,,4.0,0.0,1.306213679921342e-05,0.0,True,,-1.68835502875184,203,-2.2219153550941155,10,-2.211382399438152,12
rbf,duffing,omega=1.2,rbf(gamma=0.3790461873490457),PCR,0.0530914086545294,,11.08173320213642,0.004790893959105,0.1100546680182104,,,4.0,0.0,2.4561368246267536e-05,0.0,True,,-1.7212632796721232,199,-2.178425415762837,11,-1.9258055647377996,14
rbf,duffing,omega=1.2,rbf(gamma=0.09476154683726143),PCR,0.0035859659418551,,13.894882621299448,0.0002580781745042,0.1085596263938165,,,4.0,0.0,4.411489924827094e-06,0.0,True,,-1.61926193833721,216,-1.6747264431854139,12,-2.066655945615703,13
rbf,duffing,omega=1.2,rbf(gamma=1.3911442849072981),PCR,0.3468533441053514,,10.4384789120037,0.0332283416989508,0.1080357281380571,,,4.0,0.0001334182301864,0.0,0.0,True,,-1.993514976507402,171,-1.538690450481742,13,-1.17132010763843,18
rbf,duffing,omega=1.2,rbf(gamma=0.20421007958786463),PCR,0.0176574840869862,,11.63629679297624,0.0015174487554876,0.1156376564843924,,,4.0,0.0,8.209835550125887e-05,0.0,True,,-1.5904841209341734,226,-1.2021461923847776,14,-1.2151705053150947,16
rbf,duffing,omega=1.2,rbf(gamma=0.10432317211131158),PCR,0.0105177822746188,,14.560428378917091,0.0007223539033953,0.0845020216200617,,,4.0,0.0,0.00012346909880189827,0.0,True,,-2.0428944388544683,165,-1.151414017595036,15,-1.1391119340348856,19
rbf,duffing,omega=1.2,rbf(gamma=0.7580923746980914),PCR,0.186683982240733,,10.510777217336075,0.0177611967583922,0.1128699258567839,,,4.0,0.0,3.647123296204313e-05,0.0,True,,-1.692342060036888,202,-1.0420217747731935,16,-0.7312609110710122,22
rbf,duffing,omega=1.2,rbf(gamma=0.10210503979393232),PCR,0.0056927802207544,,12.998963595362902,0.0004379410849942,0.1141717454718858,,,4.0,0.0,6.449947687450219e-05,0.0,True,,-1.5548945993857817,235,-0.9995060196945013,17,-1.3081179629015636,15
rbf,duffing,omega=1.2,rbf(gamma=0.21671546986834453),PCR,0.0272830110278823,,12.023122043524774,0.0022692118510579,0.1168227491381426,,,4.0,0.0,9.382685357763875e-05,0.0,True,,-1.5499180844798972,236,-0.7503139167859739,18,-0.8867631122052129,21
rbf,duffing,omega=1.2,rbf(gamma=0.40842015917572927),PCR,0.0672612249984482,,10.771169382743452,0.0062445610693122,0.1178292702722283,,,4.0,0.0,0.00010762925672782586,0.0,True,,-1.5885232682535864,227,-0.7437780732441146,19,-0.6037594699723745,25
rbf,duffing,omega=1.2,rbf(gamma=0.10835773493417226),PCR,0.0092033989459315,,13.598592610836604,0.0006767905480599,0.1145371370165933,,,4.0,0.0,7.17090500959472e-05,0.0,True,,-1.5200015035150338,246,-0.6024797247071321,20,-1.0662726318044216,20
rbf,duffing,omega=1.2,rbf(gamma=0.21921495440705874),PCR,0.0238204847757133,,12.140231777837226,0.001962111202786,0.1118349692110119,,,4.0,0.0,0.00012741291302393877,0.0,True,,-1.6387958334471948,211,-0.5779285969056425,21,-0.6253287958224775,24
rbf,duffing,omega=1.2,rbf(gamma=0.4384299088141175),PCR,0.0729770546537432,,11.152896365475488,0.0065433276040875,0.1134202362891572,,,4.0,0.0,0.00014704501523752356,0.0,True,,-1.6540122751045954,209,-0.2856914361635001,22,-0.13554960510797914,28
rbf,duffing,omega=1.2,rbf(gamma=0.10960747720352937),PCR,0.0080735537816531,,13.882203983380842,0.0005815757923827,0.1111814710559731,,,4.0,0.0,0.00010811829251107241,0.0,True,,-1.5702326487644012,233,-0.2155688204729579,23,-0.6698677557652604,23
rbf,duffing,omega=1.2,rbf(gamma=0.43343093973668906),PCR,0.0800383198791031,,11.108845499034429,0.0072049179085315,0.1203696085732848,,,4.0,0.0,0.0001284548912247274,0.0,True,,-1.524589513563102,245,-0.10432922639605391,24,-0.10834585072893382,29
rbf,duffing,omega=1.2,rbf(gamma=0.23888288013900327),PCR,0.0203966596603844,,12.305598876838374,0.0016575105254548,0.1143610058149858,,,4.0,0.0,0.00015318118316915986,0.0,True,,-1.5833989839379194,230,-0.07579387557646233,25,-0.22378306652193952,27
rbf,duffing,omega=1.2,rbf(gamma=0.5053174405626577),PCR,0.1479504099104841,,12.445862424689295,0.0118875177036337,0.1123913895605286,,,4.0,0.0,9.482431939638046e-05,0.0,True,,-1.612183270084817,221,0.1273566385752798,26,-0.01680500202189117,31
rbf,duffing,omega=1.2,rbf(gamma=0.11944144006950164),PCR,0.0069014541503064,,14.01980900132742,0.0004922644915956,0.112549090343987,,,4.0,0.0,0.00013137231116324699,0.0,True,,-1.5379871898950106,239,0.19882871674677724,27,-0.3219939431799734,26
rbf,duffing,omega=1.2,rbf(gamma=0.47776576027800655),PCR,0.0807146858949081,,11.318240199817268,0.0071313812456649,0.11686211105765,,,4.0,0.0,0.0001758022211376442,0.0,True,,-1.5811386582643352,231,0.38821090846588957,28,0.41507006048617606,32
rbf,duffing,omega=1.2,rbf(gamma=0.25265872028132885),PCR,0.0519267338204988,,14.93975314390859,0.0034757424249456,0.1103472820841195,,,4.0,0.0,0.00011457776483805304,0.0,True,,-1.536153113457997,241,0.5986825518417824,29,-0.09640601424137499,30
rbf,duffing,omega=1.2,rbf(gamma=2.7822885698145963),PCR,0.4603344570256592,,10.30190351162214,0.0446844077413781,0.1178024416898241,,,4.0,1.1535454660038802e-05,0.0,0.0,True,,-1.6221438294912371,215,0.8230555248394729,30,1.0347313151089708,34
rbf,duffing,omega=1.2,rbf(gamma=0.8168403183514585),PCR,0.2267580993119312,,10.405237942963875,0.0217926875439948,0.12131086236247,,,4.0,0.0,0.00013718972395171392,0.0,True,,-1.53699706685281,240,0.9501192240661893,31,1.0792503472570107,36
rbf,duffing,omega=1.2,rbf(gamma=0.876859817628235),PCR,0.2302550037202059,,10.81471765098518,0.021290893683131,0.1178358083124024,,,4.0,0.0,0.00014275276772366397,0.0,True,,-1.5836580258268853,229,1.0146154279848112,32,1.1269604066821344,37
rbf,duffing,omega=1.2,rbf(gamma=1.5161847493961829),PCR,0.4274271047914448,,10.438284839084815,0.0409480208080736,0.1199584647403107,,,4.0,0.0,4.455495707080814e-05,0.0,True,,-1.5575935796534357,234,1.3607933697745926,33,1.4961922183430931,41
rbf,duffing,omega=1.2,rbf(gamma=0.8345853768904926),PCR,0.2381364729814472,,11.0216676751827,0.021606210602562,0.0899377262302957,,,4.0,0.0,0.0002825509023095307,0.0,True,,-2.1012681059958065,158,1.3888629053774082,34,2.1078220056349877,45
rbf,duffing,omega=1.2,rbf(gamma=0.9555315205560131),PCR,0.2460983221096107,,10.959966919173205,0.0224542942441815,0.1204051365042956,,,4.0,0.0,0.0001774321770755094,0.0,True,,-1.52810248149069,243,1.766018504132101,35,1.779928564869398,42
rbf,duffing,omega=1.2,rbf(gamma=0.9771097878937789),PCR,0.3608493682356027,,12.305268942206547,0.0293247851737644,0.1321993960147229,,,4.0,0.0,2.855174623057621e-05,0.0,True,,-1.2410875939367925,279,1.947211254958316,36,1.3518946154405838,38
rbf,duffing,omega=1.2,rbf(gamma=1.0106348811253154),PCR,0.3449045289939875,,11.597065605323042,0.0297406724021356,0.1201489468600955,,,4.0,0.0,0.00011457009224731251,0.0,True,,-1.5018679922355278,248,1.984668339514903,37,1.8440723168662723,43
rbf,duffing,omega=1.2,rbf(gamma=0.8668618794733781),PCR,0.2474949610689647,,10.781843797874044,0.0229547900812443,0.1259789750301937,,,4.0,0.0,0.00017703289689987575,0.0,True,,-1.4309714249580034,259,2.0060721768610392,38,1.9306352857195013,44
rbf,duffing,omega=1.2,rbf(gamma=0.12632936014066443),PCR,0.0180713653506012,,19.08133312052696,0.0009470703769204,0.1093398349320649,,,4.0,0.0,0.00012413237591299975,0.0,True,,-1.3626992039232348,268,2.2200605778320153,39,0.5420969330389753,33
rbf,duffing,omega=1.2,rbf(gamma=0.48855489394688945),PCR,0.134529085592098,,14.0398367882777,0.0095819550911318,0.1287415042103846,,,4.0,0.0,0.0001527731215095418,0.0,True,,-1.229233704485141,280,2.2891519135620513,40,1.3701663352054056,39
rbf,duffing,omega=1.2,rbf(gamma=1.75371963525647),PCR,0.4596242100630262,,11.093144671704984,0.0414331755030094,0.1269268352257014,,,4.0,0.0,6.916572205195592e-05,0.0,True,,-1.3951719619111072,264,2.5141276910337753,41,2.324287170379821,46
rbf,duffing,omega=1.2,rbf(gamma=1.8434587039789383),PCR,0.5376202110295503,,10.81044239761001,0.0497315642834754,0.0958805898939018,,,4.0,0.0,0.00021961524162819048,0.0,True,,-1.9937285777380311,170,3.2410108687174954,42,3.8425327201469783,54
rbf,duffing,omega=1.2,rbf(gamma=1.9110630411120262),PCR,0.4685152549478443,,11.198783928635818,0.0418362616810409,0.127466500646097,,,4.0,0.0,0.00012928392868154502,0.0,True,,-1.3799586227242568,267,3.396080917115491,43,3.165667671374532,49
rbf,duffing,omega=1.2,rbf(gamma=1.6691707537809852),PCR,0.5054304382167029,,11.155739502827434,0.0453067623252229,0.1053304487228652,,,4.0,0.0,0.00021404562487710167,0.0,True,,-1.7997551190029708,190,3.5333264995348372,44,3.831973353232621,53
rbf,duffing,omega=1.2,rbf(gamma=1.633680636702917),PCR,0.4969613866181053,,10.55554380820269,0.047080604812792,0.1264436631505066,,,4.0,0.0,0.0001625120920794032,0.0,True,,-1.428429502134375,260,3.776503626522877,45,3.7198083747665187,52
rbf,duffing,omega=1.2,rbf(gamma=1.9542195757875578),PCR,0.6056278549653257,,11.6174706399118,0.0521307842074239,0.1494670593995961,,,4.0,0.0,0.0,0.0,True,,-0.9426412044174453,318,4.185245995089476,46,3.324859303233684,50
rbf,duffing,omega=1.2,rbf(gamma=0.24427744697344472),PCR,0.0399374702642478,,17.192181306436137,0.002323001924677,0.1294503534157414,,,4.0,0.0,0.0002530020948954714,0.0,True,,-1.070321979726605,300,4.238994631800956,47,2.5395844004001606,47
rbf,duffing,omega=1.2,rbf(gamma=2.021269762250631),PCR,0.5300118418573151,,12.051483517490944,0.0439789708120233,0.1565352155654659,,,4.0,0.0,4.4975512267697576e-05,0.0,True,,-0.7902365892529314,342,4.677740484905874,48,3.5517191838891775,51
rbf,duffing,omega=1.2,rbf(gamma=1.7337237589467562),PCR,0.5363127971578796,,10.935515977063083,0.0490432091437458,0.1400946414034567,,,4.0,0.0,0.0002122706684159148,0.0,True,,-1.152270457138015,292,5.564184085436503,49,5.08829983332191,57
rbf,duffing,omega=1.2,rbf(gamma=0.12213872348672236),PCR,0.013903808552418,,22.242426677207952,0.0006251030408775,0.1306781732473123,,,4.0,0.0,0.0003136165192045848,0.0,True,,-0.8121326328249617,339,7.078916051737938,50,4.1198926024177,56
hermite,duffing,omega=1.2,hermite(bad),Reduced Rank,0.2026090951873256,0.1765583449877964,4.963562146522898,0.0412035838445055,0.0951871728300213,0.0306765348695767,,2.5,7.781556378509969e-05,6.768878906382447e-06,0.00865461265010332,True,,0.4983892539194452,30,-1.4288245899720873,1,-3.689203846538121,5
hermite,duffing,omega=1.2,hermite(ugly),Reduced Rank,0.0,0.0,0.0,9.261397783407016e-16,1.449681525371033,0.1052692630587213,,1.5,4.936577172096362,1.9802461264803681,6.896163943597981e+33,True,,-1.1327340107705042,21,-0.19889366879222203,2,13.676615593123755,58
hermite,duffing,omega=1.2,hermite(good),Reduced Rank,0.1482121717942114,0.0678733775274788,1088.7595302430195,0.0001379011922772,0.5362118649582938,0.0907753488279599,,3.9,0.9406168897166624,0.4715175572742553,36804307050577.266,True,,2.347702768356191,32,1.6277182587643102,3,9.922989254666893,57
linear,duffing,omega=1.2,linear,Reduced Rank,3.4016192763959998e-15,5.978015244638252e-15,2.076828152089513,1.321384261647234e-15,0.3052110543040047,0.010130384069309,,2.0,0.0,0.00018923650993869502,0.025349676142028574,True,,1.109205771145986,11,0.0,1,-3.905004190792755,4
poly,duffing,omega=1.2,poly(p=1),Reduced Rank,1.305181886071625e-15,2.9463232875380043e-16,0.6309949024971859,2.224453613017043e-15,0.0692668334129411,0.0092210122633349,,1.6,0.0001064418907775,0.0001240284700077421,0.14615468464911896,True,,-9.062911398428692,3,-8.66967978891025,1,-5.793952814032547,1
poly,duffing,omega=1.2,poly(p=2),Reduced Rank,0.7782173902395938,0.1937908490286737,9.503013259872084,0.0819287042194454,0.0995278032770857,0.0426450929730008,,4.0,3.007076556071908e-05,3.2460561871783256e-05,0.2751378542486094,True,,2.3605957685630883,40,1.9013869880171852,2,-1.2729350325069202,9
poly,duffing,omega=1.2,poly(p=3),Reduced Rank,1.2433249618390034,0.2327524525049721,8.183735776167664,0.1517647131304471,0.1025011629436347,0.0398636346639403,,4.0,3.043957008385112e-05,1.552938878768284e-05,0.2973602007413698,True,,3.482412704711146,49,2.7089130900491707,3,-1.173199610044401,14
poly,duffing,omega=1.2,poly(p=4),Reduced Rank,1.922938035469944,0.2488001020247477,7.398711023145109,0.2600924736725772,0.1020132036196528,0.0294629682081631,,4.0,6.220240526660925e-05,6.816230828987635e-06,0.373292482073441,True,,4.88601965752031,50,4.059379710843893,4,-1.1919145546452383,13
rbf,duffing,omega=1.2,rbf(gamma=0.11521616899868364),Reduced Rank,3.978063463441176,,44.05901971092496,0.0902894229045855,0.068787578725279,,,4.0,0.0001764792101656,2.6992024187988406e-06,0.0,True,,-1.2142804479579017,284,-6.126916090203432,1,-1.337876801779304,8
rbf,duffing,omega=1.2,rbf(gamma=0.17389303561341227),Reduced Rank,3.246992745213594,,32.421954175711065,0.1001479654069119,0.0848939550512292,,,4.0,0.0001030158330633,5.386154379172226e-07,0.0,True,,-1.3383827992084212,271,-5.934260999976155,2,-1.3387834536692558,7
rbf,duffing,omega=1.2,rbf(gamma=0.2304323379973673),Reduced Rank,11.282139680626525,,44.95695116967275,0.2509542882044296,0.0714805987141074,,,4.0,0.0001814873086939,6.5786235281528604e-06,0.0,True,,-1.0786865558948666,297,-5.796898926081141,3,-1.2241522926568464,11
rbf,duffing,omega=1.2,rbf(gamma=0.20864634422262315),Reduced Rank,15.291484796801486,,48.56948750819382,0.3148372688557145,0.0848033850983093,,,2.0,0.0,0.0001524597023378149,0.0,True,,-3.0716682912382294,47,-5.570452494022772,4,-4.0301424832963395,3
rbf,duffing,omega=1.2,rbf(gamma=0.4608646759947346),Reduced Rank,48.73213246917132,,44.30551451178809,1.0999112188665694,0.0751187324696267,,,4.0,0.0002053347937718,1.8067689520506747e-05,0.0,True,,-0.8142179493725559,338,-5.271031517134233,5,-0.7290527352717443,31
rbf,duffing,omega=1.2,rbf(gamma=0.10432317211131158),Reduced Rank,4.2178023904254776,,61.61740668181732,0.0684514752820668,0.0841959793516453,,,2.0,0.0,0.00011695027309190919,0.0,True,,-2.552437302387175,90,-4.8013251437062,6,-4.0793124037966795,2
rbf,duffing,omega=1.2,rbf(gamma=0.34778607122682453),Reduced Rank,14.597008658676655,,40.48964711302733,0.3605121234553843,0.0902070742156102,,,4.0,9.15558856424692e-05,2.2147830125440748e-07,0.0,True,,-0.7638045551545782,346,-4.574903350866142,7,-1.1048965360873226,16
rbf,duffing,omega=1.2,rbf(gamma=0.4172926884452463),Reduced Rank,72.03036858307586,,48.75129610643237,1.4775067400427944,0.0862082024630538,,,2.0,0.0,0.00020731134713791732,0.0,True,,-2.654551702565327,80,-4.125451936777544,8,-3.3210504123356848,6
rbf,duffing,omega=1.2,rbf(gamma=0.6955721424536491),Reduced Rank,35.297931940537005,,42.86104283868846,0.8235434698447275,0.0976517715320901,,,4.0,8.328134642321405e-05,0.0,0.0,True,,-0.354854273735171,392,-3.617458832888967,9,-0.7831892169149784,29
rbf,duffing,omega=1.2,rbf(gamma=0.5053174405626577),Reduced Rank,8.620114282597862,,26.037891628338887,0.3310603794516135,0.1128048345830618,,,4.0,0.0,9.302512669400186e-05,0.0,True,,-0.8939112108201747,329,-3.062616778890615,10,-1.1403049314409466,15
rbf,duffing,omega=1.2,rbf(gamma=0.25265872028132885),Reduced Rank,3.854984110662904,,28.11813620706888,0.1370995603077619,0.1105030309765862,,,4.0,0.0,0.00011225900116453857,0.0,True,,-0.8858664451068713,331,-2.8019548528233544,11,-1.2177035733855885,12
rbf,duffing,omega=1.2,rbf(gamma=0.9217293519894691),Reduced Rank,222.86989460922337,,47.77813425973564,4.664683920004886,0.0791251430541796,,,4.0,0.000243271160405,4.760019855576392e-05,0.0,True,,0.536022655210799,493,-2.58056758962198,12,1.4654829013105002,48
rbf,duffing,omega=1.2,rbf(gamma=0.12632936014066443),Reduced Rank,1.814507242436836,,32.557684456730826,0.0557320728643438,0.1094769789689129,,,4.0,0.0,0.0001210978631377202,0.0,True,,-0.7175967856085205,349,-2.310366071138737,13,-1.2248001695189017,10
rbf,duffing,omega=1.2,rbf(gamma=1.0106348811253154),Reduced Rank,19.90485725640255,,28.70482915896029,0.6934323540535405,0.1206674545835635,,,4.0,0.0,0.00010931551666448769,0.0,True,,-0.5269430152197743,372,-2.008882679380411,14,-0.9097994466911811,26
rbf,duffing,omega=1.2,rbf(gamma=1.3911442849072981),Reduced Rank,135.19426511985142,,46.039036054579086,2.936513808837769,0.1083245685213325,,,4.0,0.00013421917869,0.0,0.0,True,,0.5969138044177766,497,-1.952210973040439,15,0.544850526987448,45
rbf,duffing,omega=1.2,rbf(gamma=0.09476154683726143),Reduced Rank,3.56768083260571,,57.86482165312125,0.061655436423751,0.1092984174149068,,,4.0,0.0,0.0,0.0,True,,0.4658864155330399,482,-1.1357896682588282,16,-1.0266381137090679,17
rbf,duffing,omega=1.2,rbf(gamma=0.18952309367452286),Reduced Rank,9.040296866884754,,56.90730601346571,0.1588600392495401,0.1101312252983906,,,4.0,0.0,8.19120727584277e-06,0.0,True,,0.4718055027986068,485,-1.0302817897768601,17,-0.9648744316791831,20
rbf,duffing,omega=1.2,rbf(gamma=0.3790461873490457),Reduced Rank,32.76904578036104,,56.87332562971135,0.576176009008379,0.1112795204883193,,,4.0,0.0,2.023999347571248e-05,0.0,True,,0.6422134845261807,501,-0.5580290405437964,18,-0.6814148394677865,32
rbf,duffing,omega=1.2,rbf(gamma=0.7580923746980914),Reduced Rank,77.11128629192238,,50.1774244849897,1.5367725044355316,0.1138327597986785,,,4.0,0.0,3.184780726535052e-05,0.0,True,,0.684254707064694,506,-0.45012010552486875,19,-0.1578244749415259,38
rbf,duffing,omega=1.2,rbf(gamma=0.21921495440705874),Reduced Rank,14.048838917270654,,47.48514124175981,0.295857578810689,0.1124262934391645,,,4.0,0.0,0.00012732229634497826,0.0,True,,0.1146282815829098,450,-0.36277571924615076,20,-0.9512892803542573,21
rbf,duffing,omega=1.2,rbf(gamma=0.4384299088141175),Reduced Rank,49.663315870473966,,42.50331676787879,1.168457420433744,0.1142139507465303,,,4.0,0.0,0.00014753881067655072,0.0,True,,0.1758243028844632,457,-0.09147217844591815,21,-0.5068296527522205,35
rbf,duffing,omega=1.2,rbf(gamma=0.20421007958786463),Reduced Rank,13.520985608150598,,54.8216456359736,0.2466358944773853,0.1156609911510165,,,4.0,0.0,7.463705590993186e-05,0.0,True,,0.5087634354641202,489,-0.08775503033926757,22,-0.8954374129356578,27
