family,system,kind,kind_n,kernel,method,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,agg_horizon_instab,agg_horizon_sens,sc,vamp2,admissible_v2_fam,violations_v2_fam,rank_v2_fam,admissible_v2_pooled,violations_v2_pooled,rank_v2_pooled,admissible_v3_fam,violations_v3_fam,rank_v3_fam,admissible_v3_pooled,violations_v3_pooled,rank_v3_pooled,true_eig_err,agg_koopman_gap,score_noSSL_fam,score_noSSL_pooled,score_fam,score_pooled
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=1.5019988800318427),PCR,0.418039309379895,10.36475346612005,0.1110538892413657,0.0403327788496241,,,,4.0,6.957087258097072e-05,0.0,-1.4644210754375857,3.0000000000003744,True,,25,True,,41,True,,25,True,,42,,0.0023742616737107,-1.3696407398228478,-0.8225163838663705,-1.3150255964388338,-1.041513830921049
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=5.7870582985309715),PCR,0.3830005134477476,10.435793122033669,0.1032971296024234,0.0367006617483722,,,,4.0,0.0001036474519785,0.0,-1.675712583559733,3.0000000000004707,True,,26,True,,40,True,,15,True,,34,,0.0273403085074403,0.2611034418272374,-0.8353970905565535,-0.9456233994265434,-1.1498171080227018
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.321800977869651),PCR,0.1453709833418067,10.825069436461623,0.1162048827210729,0.0134291040066828,,,,4.0,0.0001973733249494,0.0,-1.2788832777863304,3.000000000000169,True,,30,True,,37,True,,35,True,,41,,0.0221191536703276,0.49786742396515027,-0.9203955923970336,1.8276902492933127,-1.0556012500052896
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.1609004889348255),PCR,0.0372935862285601,11.941030367689663,0.1180114294280721,0.0031231464187102,,,,4.0,0.0002371493835499,0.0,-1.2034203110000468,3.000000000000227,True,,27,True,,29,True,,37,True,,32,,0.0226459450259771,0.3141343688619843,-1.1312001565506744,1.9663243413834948,-1.2323255507086697
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=8.569194291932899),PCR,0.308969951956236,9.801737572931158,0.1158800013284107,0.0315219571690532,,,,5.0,0.0001173563393047,0.0,-1.727908365884247,3.0000000000006537,True,,29,True,,64,True,,19,True,,62,,0.0177911512088726,0.5329602688706907,0.1960321675713954,-1.2066496093384163,-0.14196028665918953
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=1.2070035515837005),PCR,0.3888569060897526,11.16555839680784,0.1236829254869455,0.0348264629739363,,,,4.0,2.6766373739839364e-05,0.0,-1.4333777756891373,3.000000000000911,True,,28,True,,44,True,,29,True,,44,,0.0031783036270536,-0.8062656732107346,-0.727569022128726,-1.3318996146202915,-0.9325468264524831
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=2.9695641943724493),PCR,0.2112450575058026,10.588555575406907,0.1449232361530865,0.019950318624803,,,,5.0,9.412408987952148e-05,0.0,-1.5713549069742252,3.0000000000005005,True,,33,True,,70,True,,31,True,,68,,0.0255896612589044,1.9215074704430561,0.3713565687855338,1.2302162133669017,0.10406612046509454
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.643601955739302),PCR,0.4133076222176431,10.526350044295132,0.1139116304363044,0.0392640963371382,,,,4.0,0.0001489599622092,0.0,-1.3548791668477271,3.000000000000307,True,,32,True,,42,True,,34,True,,43,,0.0215569628480887,0.8225324730229511,-0.7560933541607872,1.5554658678894848,-0.9256199513061402
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=4.3325752824261645),PCR,0.3100985549839687,10.332127288308914,0.1450365151507751,0.0300130405221443,,,,5.0,0.0001223633308955,0.0,-1.6320315897997633,3.000000000000904,True,,35,True,,73,True,,30,True,,71,,0.0218046539510407,2.176653302424804,0.4278274533809502,0.6003551854654131,0.13313446015569677
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.08045024446741275),PCR,0.0134933795082998,13.947382867715922,0.1195564394277184,0.0009674488494564,,,,4.0,0.000261539731467,0.0,-1.1327572678714677,3.00000000000011,True,,31,True,,25,True,,44,True,,28,,0.0230415653999643,0.8168270216510312,-1.2710234170965862,3.008432555008198,-1.340236268870043
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=17.138388583865797),PCR,0.3549516511140704,10.195201680740936,0.1269741361756008,0.0348155595376387,,,,5.0,0.0001527238323711,0.0,-1.7969198628763758,3.0000000000005262,True,,36,True,,67,True,,28,True,,65,,0.0182097792604276,1.7278435903230696,0.3104293117566975,-0.20277138641474166,-0.058729820630665876
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=2.1662876412130823),PCR,0.356960016186046,12.402356777823783,0.1290781724333009,0.0287816277648384,,,,5.0,0.0,0.0,-1.520489342227246,3.000000000000428,True,,37,True,,71,True,,36,True,,70,,0.0203120121104888,2.074085082304322,0.3696628723271167,1.7548338961308825,0.12534411357780234
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=1.792398071615345),PCR,0.0829137544307907,12.214188966943764,0.1333420563284999,0.006788314365791,,,,4.0,0.0003235731055712,0.0,-1.4909208742000637,3.000000000000473,True,,40,True,,39,True,,40,True,,39,,0.0194147555102874,2.4895684122712938,-0.8787082160307789,2.265718410880682,-1.109673389265235
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=1.690141874410565),PCR,0.3417771064970173,12.949797653141696,0.1342620200145106,0.026392466944385,,,,5.0,0.0,0.0,-1.4819854602796168,3.000000000000501,True,,41,True,,72,True,,41,True,,74,,0.0050125777624987,1.5832737323728105,0.37274494228414057,1.368199543390226,0.14581514260327133
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=5.939128388744899),PCR,0.3860242594839133,10.344759765593992,0.1449745113950461,0.037315923059693,,,,5.0,0.0001375620826652,0.0,-1.6794366376511662,3.00000000000078,True,,38,True,,74,True,,32,True,,72,,0.0152294711537228,2.1583367906588244,0.45196904315193576,0.501993548682513,0.13586718424800165
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=3.38028374882113),PCR,0.3192149193699347,10.07955393336271,0.176112916394396,0.0316695482240888,,,,5.0,0.0001825391152681,0.0,-1.5923934642608213,3.0000000000004303,True,,42,True,,79,True,,38,True,,79,,0.0211283363416257,3.504095233785978,0.652194215638365,2.79810925750471,0.37540242373879423
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=11.574116597061943),PCR,0.5537525257579983,10.751254455051912,0.1082648200641619,0.0515058524633649,,,,4.0,0.0002998675611464,0.0,-1.761385577557098,3.000000000000505,True,,39,True,,43,True,,33,True,,40,,0.0196373986562903,2.5029839674990604,-0.7437350509890501,0.7916013889120804,-1.0968463408812916
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=3.58479614323069),PCR,0.1983090650691658,10.997020793463854,0.1435954443407248,0.0180329808221361,,,,5.0,0.0003593776165267,0.0,-1.6018843949014263,3.0000000000004725,True,,47,True,,69,True,,46,True,,67,,0.0189539875273541,4.310339367379006,0.3441086166071745,3.495056188861886,0.06303057106031151
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.040225122233706376),PCR,0.0046560410139508,16.933948322223152,0.1206138833525118,0.0002749530661931,,,,4.0,0.0002747294794119,0.0,-1.078118283137667,3.0000000000002944,True,,34,True,,22,True,,45,True,,23,,0.0232878170686812,1.4576147583469776,-1.415619594357242,3.6845063856594447,-1.4601566207069911
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=8.665150564852329),PCR,0.3950036958545967,10.424014010747346,0.1655139175614409,0.037893626720699,,,,5.0,0.0002326866594081,0.0,-1.7292508352518776,3.000000000000643,True,,44,True,,78,True,,39,True,,76,,0.0184553520433892,4.014698222797135,0.6145094267221214,2.2827443881956793,0.2759106921971014
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=7.16959228646138),PCR,0.376481909645421,10.601041912943694,0.159542095467999,0.0355136705181537,,,,5.0,0.0002409267194099,0.0,-1.7053441785980894,3.000000000000685,True,,45,True,,77,True,,42,True,,75,,0.0184563449696481,4.000428434534511,0.5659724809432498,2.3379891106156427,0.2381703688102691
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=2.414007103167401),PCR,0.658632239101801,11.234398263172638,0.1392872619691603,0.0586263922350747,,,,5.0,0.0001607911899084,0.0,-1.5377948999492628,3.000000000000421,True,,43,True,,75,True,,43,True,,77,,0.0022068946447457,2.6632717161576,0.4934263247951657,2.261565214761065,0.241292103820642
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=6.76056749764226),PCR,0.4460565391101009,10.46508110432118,0.2175006908379921,0.0426233236669248,,,,5.0,0.0002016767997667,0.0,-1.6974821683123835,3.0000000000004454,True,,48,True,,85,True,,48,True,,84,,0.0226781223189857,5.741135210776143,1.0236089357918554,4.453450575947316,0.699357431237826
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=3.0039977600636854),PCR,0.5901920407602439,10.41251461077156,0.1717234217003994,0.0566810288217699,,,,5.0,0.0002407126929446,0.0,-1.573229811409293,3.000000000000376,True,,46,True,,81,True,,47,True,,81,,0.0189892391434619,4.746600499730153,0.7328568133389036,4.218192152731383,0.46471962866811506
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=11.878256777489797),PCR,0.5948563211079163,11.558899500647623,0.1684029692062991,0.0514630584922541,,,,5.0,0.000301691150782,0.0,-1.7640096915397605,3.0000000000004845,True,,49,True,,80,True,,49,True,,80,,0.0264466050855986,6.594846808817435,0.7485241579895391,4.897865946644895,0.39422777692397115
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=14.33918457292276),PCR,0.6212374479519287,13.10741458201354,0.2070040162477704,0.0473958799475537,,,,5.0,0.0002720629752039,0.0,-1.781858833543683,3.0000000000005387,True,,50,True,,86,True,,50,True,,83,,0.0301531041601775,8.824565858126734,1.0695660721169875,6.957020995739345,0.7072087376094223
hermite,duffing,omega=0.8,omega=0.8,hermite(ugly),Reduced Rank,0.0,0.0,1.42331238113065,8.957971426820295e-16,0.0,0.0782387907437808,,1.5,1.7079195895371957,1.294688496536825e+31,-0.3131337507591857,1.0000140971424922,True,,1,True,,83,True,,2,True,,111,,2.2135605880496114,-1.2872453987614176,10.919493546009882,0.38342742731804924,12.9504281525421
hermite,duffing,omega=0.8,omega=0.8,hermite(bad),Reduced Rank,0.2882912597718599,602.2263640813024,0.1841568131657782,0.0291697066730593,0.2772917795558758,0.1908350099544966,,3.1,0.0653671410120283,450.6219409682581,-1.5317477428745334,3.0000000000000617,True,,2,True,,115,True,,1,True,,113,,0.0660118300545803,-1.3473602811875274,3.5730021789538684,-2.628675760436675,3.3235989492858398
hermite,duffing,omega=0.8,omega=0.8,hermite(good),Reduced Rank,0.1521185820550469,1785.3874688207693,0.6320772787031007,8.624614975765625e-05,0.1831002790781015,0.3102015382062975,,3.1,0.8249693331486843,6.594293026511319e+20,-1.082901337440411,2.999999720962897,True,,3,True,,116,True,,3,True,,116,,0.8248361530206265,2.6346056799489466,15.390816306802773,2.245248333118627,15.344119419221357
linear,duffing,omega=0.8,omega=0.8,linear,Reduced Rank,3.217867842298287e-15,2.0298760004941787,0.3038695094155684,1.4127065165802285e-15,5.490900596855703e-15,0.0103652370482214,,1.7,0.0002036385375491,0.0874775022251853,-1.3289279439111008,2.000000000000131,True,,1,True,,3,True,,1,True,,4,,0.1962783276400487,0.0,-6.053039432908665,0.0,-5.345843663021447
poly,duffing,omega=0.8,omega=0.8,poly(p=1),Reduced Rank,9.060659113628878e-15,3.31734018390429,0.069900170072632,2.336960024050117e-15,1.5445136690174537e-14,0.01039748531344,,1.4,0.0001008521061143,0.2117084848731289,-1.318636718636191,2.9999999999999787,True,,1,True,,2,True,,1,True,,1,,0.0132194227830366,-8.923789577607122,-8.124432689146875,-9.407233399111565,-8.277591626289503
poly,duffing,omega=0.8,omega=0.8,poly(p=2),Reduced Rank,0.5052894015096362,12.606299358083682,0.0860121430489666,0.050812460032559,0.2621588124114081,0.0357231891579162,,3.8,1.480111246376925e-05,0.3075566804796813,-1.0097763253576988,3.0000000000002487,True,,2,True,,90,True,,2,True,,91,,0.019096362838972,2.1724182904903433,1.2663574914202518,1.6792973912161324,1.2526847687818918
poly,duffing,omega=0.8,omega=0.8,poly(p=3),Reduced Rank,0.9907811628887936,10.405565309865615,0.0955256941955041,0.1184632627618331,0.483458613382078,0.0346793174940005,,3.8,2.219934131475476e-05,0.3228667067509652,1.8391519212801373,3.0000000000030425,True,,4,True,,95,True,,3,True,,110,,0.0202720167839561,3.270541533850399,1.424032291679011,2.6261092753823676,2.6969804021605452
poly,duffing,omega=0.8,omega=0.8,poly(p=4),Reduced Rank,1.6419217438452862,9.827166288940134,0.1072913210505607,0.2197313145002749,0.7093499738232759,0.0296911198902854,,4.1,4.158640424978266e-05,0.2487722986689609,15.227390431658662,3.000000000001626,True,,3,True,,100,True,,4,True,,115,,0.0212741662120248,3.480829753266376,1.8457095054860286,5.101826732513062,9.164996833740318
rbf,duffing,omega=0.8,omega=0.8,rbf(gamma=0.7233822873163714),Reduced Rank,5.870547273124459,50.31120195796149,0.0775139683707211,0.116684695349352,,,,2.0,4.848770227972032e-05,0.0,-1.3684226144474767,3.000000000000251,True,,1,True,,12,True,,2,True,,12,,0.0253695074070939,-4.823495643294196,-2.249442761686325,-4.085024950165341,-2.425085792916869
