family,system,kind,kind_n,kernel,method,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,agg_horizon_instab,agg_horizon_sens,sc,vamp2,admissible_v2_fam,violations_v2_fam,rank_v2_fam,admissible_v2_pooled,violations_v2_pooled,rank_v2_pooled,admissible_v3_fam,violations_v3_fam,rank_v3_fam,admissible_v3_pooled,violations_v3_pooled,rank_v3_pooled,true_eig_err,agg_koopman_gap,score_noSSL_fam,score_noSSL_pooled,score_fam,score_pooled
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5615673708957537),PCR,0.1578578376870755,10.113425291652849,0.0480739412939012,0.0156087411667898,,,,2.0,3.859415300089264e-05,0.0,-1.0717774062106011,3.0000000000003,True,,3,True,,8,True,,3,True,,7,,0.0072404261236423,-5.867933157588205,-3.1258761082692357,-5.0352012434963385,-3.407806684720811
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.21680657643565548),PCR,0.0370088761756335,10.196925683491386,0.061006000660759,0.0036294151123951,,,,4.0,5.465198551490857e-07,0.0,-1.0288529461892646,3.00000000000026,True,,6,True,,21,True,,6,True,,20,,0.0113241274428341,-5.157760440136335,-1.35952352650839,-3.979751332004302,-1.618395475786965
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.10840328821782774),PCR,0.0123687806654385,10.855616128275862,0.0608960828494145,0.0011393900188881,,,,4.0,0.0,0.0,-1.0146140824284915,3.0000000000002545,True,,4,True,,17,True,,4,True,,17,,0.0121660961501635,-5.720993428568927,-1.5491659390591086,-4.4447816422865545,-1.800388901008238
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.11903475762915991),PCR,0.0144171953002442,10.654921069445756,0.0709534792428249,0.0013531020273427,,,,4.0,0.0,0.0,-1.0160269336521155,3.000000000000296,True,,5,True,,18,True,,5,True,,19,,0.0111242868235914,-5.601366497375676,-1.4533036107472133,-4.418246438691088,-1.7052855434463956
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2624337080999149),PCR,0.0427853464381119,11.154238763412692,0.0754594123079314,0.0038357925937943,,,,4.0,4.126287083794367e-06,0.0,-1.0347367972687191,3.000000000000312,True,,8,True,,22,True,,8,True,,22,,0.0106005397612027,-3.3269605888933595,-1.2099590145369339,-2.2910482144289914,-1.4719917147793407
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.47613903051663964),PCR,0.1247866306395616,10.023762550687708,0.0780366948771258,0.0124490808724315,,,,4.0,2.7376883853347245e-05,0.0,-1.0614638645473706,3.000000000000368,True,,13,True,,29,True,,14,True,,29,,0.0087220568525914,-3.2156163739373858,-1.0183386492751687,-2.456961664262233,-1.2947288855122268
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2545512770535249),PCR,0.0398123259520816,11.10717405540428,0.078291572741179,0.0035843794068132,,,,4.0,1.842101016724662e-06,0.0,-1.0337248785031945,3.000000000000158,True,,7,True,,23,True,,12,True,,23,,0.0097938109790166,-3.513301880713228,-1.2053159079174585,-2.159552360362213,-1.4668050146577478
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2640402007709872),PCR,0.0429530952899228,11.175848383648573,0.0824179649161812,0.0038433856487143,,,,4.0,1.110944643945011e-05,0.0,-1.0349428005521395,3.0000000000002824,True,,9,True,,25,True,,11,True,,25,,0.0105331781666012,-3.037135301718959,-1.1580405984231206,-1.9423183027213076,-1.420183961744464
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.26499594084657774),PCR,0.0413820871383137,11.17661882971879,0.0800713371435297,0.003702558686915,,,,4.0,1.6648120676476807e-06,0.0,-1.0350653193990371,3.000000000000327,True,,10,True,,24,True,,9,True,,24,,0.010005924357482,-3.3044266916327967,-1.1833519300141726,-2.30016714223784,-1.4455611093390854
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2586228563616837),PCR,0.0407040038756789,11.19195525441804,0.0862408286180502,0.0036368983748046,,,,4.0,1.4005268772487869e-06,0.0,-1.0342478104052373,3.000000000000273,True,,11,True,,27,True,,15,True,,27,,0.0105155967826407,-3.094085844262085,-1.1398637226253365,-1.976142543844139,-1.401633743598781
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.26613940207275383),PCR,0.0396234451126036,11.18203388485002,0.0848702662159478,0.00354349177624,,,,4.0,2.3533117102791934e-06,0.0,-1.035211866142663,3.000000000000322,True,,12,True,,26,True,,13,True,,26,,0.0094400223455127,-3.2756576866009164,-1.157480690143709,-2.262419357601315,-1.419768593038419
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.8672263057426219),PCR,0.2984845352046525,10.713339207899852,0.0791916373251608,0.0278610178780257,,,,2.0,4.399945969646435e-05,0.0,-1.1070446191399466,3.0000000000005485,True,,14,True,,10,True,,7,True,,10,,0.0180796243068852,-2.2107978196335645,-2.743647588869014,-2.0966161913311714,-3.044523389418287
