family,system,kind,kind_n,kernel,method,score_v1,rank_v1,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,sc,vamp2,v2_fam,admissible_v2_fam,violations_v2_fam,rank_v2_fam,v2_pooled,admissible_v2_pooled,violations_v2_pooled,rank_v2_pooled,v3_fam,admissible_v3_fam,violations_v3_fam,rank_v3_fam,v3_pooled,admissible_v3_pooled,violations_v3_pooled,rank_v3_pooled,true_eig_err,agg_koopman_gap,old_gap,admissible_old_gap,rank_old_gap,corrected_gap_lb,admissible_corrected_gap_lb,rank_corrected_gap_lb,corrected_gap_sb,admissible_corrected_gap_sb,rank_corrected_gap_sb,both_gaps,admissible_both_gaps,rank_both_gaps,corrected_gap_sb_pooled,admissible_corrected_gap_sb_pooled,rank_corrected_gap_sb_pooled
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.47613903051663964),PCR,-2.3816203663770965,118.0,0.1247866306395616,10.023762550687708,0.0780366948771258,0.0124490808724315,,,,4.0,4.589694369672159e-06,2.7376883853347245e-05,0.0,-1.0614638645473706,3.000000000000368,-2.2977672253821924,True,,13,-0.8956784335789973,True,,29,-1.5391158908058329,True,,14,-1.1737443444897642,True,,29,,0.008722056852591427,-1.5391125157070396,True,14,-1.5809791769147097,True,11,-2.456961664262236,True,7,-1.5600458463108744,True,11,-1.2964045601859358,True,28
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2545512770535249),PCR,-2.6139872438734346,86.0,0.0398123259520816,11.10717405540428,0.078291572741179,0.0035843794068132,,,,4.0,0.0001870689058535,1.842101016724662e-06,0.0,-1.0337248785031945,3.000000000000158,-2.9560533009154524,True,,7,-1.0852659314984134,True,,23,-1.6023290244540414,True,,12,-1.3484307129124184,True,,23,,0.009793810979016689,-1.6023037805644376,True,12,-1.4923935351363111,True,13,-2.15955236036221,True,11,-1.5473486578503746,True,13,-1.4684806893314635,True,23
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2640402007709872),PCR,-2.739095887433011,65.0,0.0429530952899228,11.175848383648573,0.0824179649161812,0.0038433856487143,,,,4.0,0.0003186791091023,1.110944643945011e-05,0.0,-1.0349428005521395,3.0000000000002824,-2.7366889548317346,True,,9,-1.0397977475820268,True,,25,-1.6418842541392749,True,,11,-1.3036167855770815,True,,25,,0.010533178166601287,-1.6418719558340833,True,11,-1.4192199107208534,True,16,-1.9423183027213047,True,14,-1.5305459332774682,True,14,-1.4218596364181755,True,25
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.26499594084657774),PCR,-2.542061110927127,93.0,0.0413820871383137,11.17661882971879,0.0800713371435297,0.003702558686915,,,,4.0,0.0001647290450846,1.6648120676476807e-06,0.0,-1.0350653193990371,3.000000000000327,-2.7364788165342704,True,,10,-1.063753099746435,True,,24,-1.7322269420215006,True,,9,-1.327637953745058,True,,24,,0.01000592435748202,-1.7322192671393133,True,9,-1.674337098850985,True,10,-2.300167142237843,True,8,-1.7032781829951487,True,10,-1.4472367840127958,True,24
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.2586228563616837),PCR,-2.4762318596084003,101.0,0.0407040038756789,11.19195525441804,0.0862408286180502,0.0036368983748046,,,,4.0,0.0001975681667575,1.4005268772487869e-06,0.0,-1.0342478104052373,3.000000000000273,-2.621894944862202,True,,11,-1.0214457951305995,True,,27,-1.5039649136682784,True,,15,-1.284891490777756,True,,27,,0.010515596782640793,-1.503951644444256,True,15,-1.4496185443342053,True,15,-1.9761425438441353,True,13,-1.4767850943892311,True,15,-1.4033094182724928,True,27
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.26613940207275383),PCR,-2.395717973653205,114.0,0.0396234451126036,11.18203388485002,0.0848702662159478,0.00354349177624,,,,4.0,0.0001293886293322,2.3533117102791934e-06,0.0,-1.035211866142663,3.000000000000322,-2.6029632170782304,True,,12,-1.03657193001722,True,,26,-1.5897330715373468,True,,13,-1.3005355075856404,True,,26,,0.009440022345512758,-1.5897248880786292,True,13,-1.5263273356246698,True,12,-2.262419357601315,True,10,-1.5580261118516496,True,12,-1.4214442677121293,True,26
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.8672263057426219),PCR,-5.042373869909894,20.0,0.2984845352046525,10.713339207899852,0.0791916373251608,0.0278610178780257,,,,2.0,1.6240669493683413e-06,4.399945969646435e-05,0.0,-1.1070446191399466,3.0000000000005485,-2.200412829167746,True,,14,-2.641990283110284,True,,10,-2.0862158048667485,True,,7,-2.94454175833326,True,,10,,0.018079624306885256,-2.086231200865353,True,7,-3.043889109468719,True,7,-2.096616191331171,True,12,-2.565060155167036,True,7,-3.04619906409199,True,9
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5091025541070499),PCR,-2.6799239696533625,73.0,0.1150472311411497,11.039036674489305,0.0790018026420507,0.0104218542372468,,,,4.0,0.0002364490638867,1.5010875366594512e-05,0.0,-1.0654679400243328,3.000000000000332,-1.477647398962192,True,,16,-0.884165520249966,True,,31,-0.6708424701593035,True,,19,-1.1643823838704104,True,,32,,0.008077145871748256,-0.6708353500878769,True,19,-0.32435864249164303,True,20,-1.325997443579066,True,16,-0.49759699628975984,True,19,-1.2882307052283017,True,30
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5248674161998298),PCR,-2.7773162777004328,60.0,0.1201055761313409,11.119239863526644,0.0792516733371135,0.0108015995342731,,,,4.0,0.000304006779375,2.0269693430052804e-05,0.0,-1.067371985520227,3.0000000000002487,-1.3469410758006473,True,,18,-0.8728980784057594,True,,32,-0.3830018475370458,True,,21,-1.1541377778448785,True,,33,,0.009160207864910704,-0.3829860354303709,True,21,-0.04717622552578221,True,23,-0.8377881071542641,True,22,-0.21508113047807656,True,22,-1.2754791544756412,True,31
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=1.1231347417915074),PCR,-5.906350643170235,4.0,0.3659975694373334,10.90862058977917,0.0725902242051621,0.0335512236790281,,,,2.0,0.0004795495956071,8.696394122675866e-05,0.0,-1.1347257128650032,3.000000000000361,-2.049107612611956,True,,15,-2.648971994229725,True,,9,-1.7259130138097931,True,,10,-2.966393499724992,True,,9,,0.01653585348805873,-1.7259088989633196,True,10,-1.8621946139115058,True,8,-1.2157144503016353,True,18,-1.794051756437413,True,9,-3.0709811835555985,True,8
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5280804015419744),PCR,-2.814343656670569,56.0,0.1201101711534649,11.132803742850747,0.0854460647011685,0.0107888519305477,,,,4.0,0.0004027007685775,3.039340778709932e-05,0.0,-1.067759181217911,3.0000000000002203,-1.1915427655225574,True,,19,-0.8273791284637153,True,,34,-0.1725085415752479,True,,25,-1.10882682588884,True,,35,,0.009136662864313536,-0.17248977047785025,True,25,0.3041736572527731,True,28,-0.49102580013411135,True,25,0.06584194338746144,True,27,-1.230110548483985,True,35
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.43361315287131097),PCR,-2.399420746803848,113.0,0.1154917575958731,11.127173634157264,0.0775477847335369,0.0103792536535375,,,,4.0,4.263444832441898e-05,9.63647626139874e-06,0.0,-1.056252247134708,3.000000000000337,-1.1848337749024278,True,,20,-0.8922602086124232,True,,30,-0.331322921562605,True,,23,-1.167526486334371,True,,31,,0.02053815288324698,-0.33131631006770884,True,23,-1.4709117528916007,True,14,-0.04461204298519672,True,27,-0.9011140314796549,True,17,-1.263618871946643,True,33
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5299918816931555),PCR,-2.524026761296569,95.0,0.1192093398345993,11.145430043839688,0.0843109992612028,0.010695804411826,,,,4.0,0.0002042203891849,1.46188744909459e-05,0.0,-1.0679893948644623,3.0000000000004423,-1.1077354629540928,True,,21,-0.8367134599412562,True,,33,-0.5391175683485949,True,,20,-1.11828482603109,True,,34,,0.008231983291538032,-0.539121914366219,True,20,-0.2529766178864539,True,22,-1.2244464499568777,True,17,-0.3960492661263364,True,20,-1.2418216491484393,True,34
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5172457127233674),PCR,-2.4669983531426585,102.0,0.116265101827924,11.14188033814628,0.0913254493387637,0.0104349623492068,,,,4.0,0.000252274900962,1.424996330756656e-05,0.0,-1.0664523308279172,3.000000000000327,-1.0284583722661826,True,,22,-0.7901674134702338,True,,37,-0.2169214958879653,True,,24,-1.070913082823374,True,,37,,0.00887527891698725,-0.2169138210057781,True,24,0.07402604346972946,True,25,-0.7721022153602048,True,23,-0.07144388876802421,True,24,-1.1929520037788977,True,37
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.5322788041455077),PCR,-2.3678973258145763,119.0,0.1149376798777667,11.138171490075711,0.0892085274440373,0.0103192593129112,,,,4.0,0.0001634249902069,1.5244170724959538e-05,0.0,-1.0682646904946418,3.000000000000279,-0.9710120905646862,True,,23,-0.807750617569007,True,,36,-0.0736184196696795,True,,27,-1.08946986995233,True,,36,,0.0077167130190931455,-0.07360575149064755,True,27,0.20546387667044408,True,27,-0.8664026999716491,True,21,0.06592906258989814,True,28,-1.2142090708404591,True,36
rbf,duffing,omega=0.5,omega=0.5,rbf(gamma=0.23806951525831982),PCR,-1.9885812476475235,173.0,0.0498983042728927,11.510131063639502,0.0948602359610957,0.0043351638653812,,,,4.0,0.0,7.826835858937287e-06,0.0,-1.031602865015181,3.0000000000002367,-1.3623766722447412,True,,17,-0.9145198400616328,True,,28,-0.1545703182790734,True,,26,-1.1765446952459575,True,,28,,0.010126439554390016,-0.1545532578481873,True,26,-0.33968053232432077,True,19,-0.9420290474957689,True,19,-0.24711689508625392,True,21,-1.2960574372820357,True,29
