system,kind,family,kernel,trial,sc,vamp2
rot,omega=0.5,rbf,rbf(gamma=0.2037024467080985),1,-1.4636486178718322,3.0000000000022586
rot,omega=0.5,rbf,rbf(gamma=0.12985804376180982),1,-1.3628341682829723,3.0000000000007145
rot,omega=0.5,rbf,rbf(gamma=0.15602771523446943),1,-1.403515447057507,3.0000000000012306
rot,omega=0.5,rbf,rbf(gamma=0.14155895752833905),1,-1.381817666871774,3.0000000000008202
rot,omega=0.5,rbf,rbf(gamma=0.13593891065634464),1,-1.3728696115883072,3.0000000000008376
rot,omega=0.5,rbf,rbf(gamma=0.06504677091411758),1,-1.2264891700523473,3.0000000000003317
rot,omega=0.5,rbf,rbf(gamma=0.7076669930161563),1,-1.6959106228592797,3.0000000000021516
rot,omega=0.5,rbf,rbf(gamma=0.8491514504181445),1,-1.7155635138209946,3.0000000000030838
rot,omega=0.5,rbf,rbf(gamma=0.3066764676802642),1,-1.553373260377164,3.0000000000065143
rot,omega=0.5,rbf,rbf(gamma=0.3272462412601844),1,-1.5668422350420703,3.0000000000205835
rot,omega=0.5,rbf,rbf(gamma=0.7209963730126813),1,-1.698140983419938,3.0000000000018123
rot,omega=0.5,rbf,rbf(gamma=0.7306005611306028),1,-1.699693021464712,3.0000000000014944
rot,omega=0.5,rbf,rbf(gamma=0.14735639301977127),1,-1.390735652413741,3.0000000000014175
rot,omega=0.5,rbf,rbf(gamma=0.798612779178062),1,-1.709484394039934,3.000000000003121
rot,omega=0.5,rbf,rbf(gamma=0.15123572688867806),1,-1.3965335623903936,3.000000000000986
rot,omega=0.5,rbf,rbf(gamma=0.40629080418674324),1,-1.6093695725075237,3.000000000002404
rot,omega=0.5,rbf,rbf(gamma=0.5899499742108747),1,-1.671685561866338,3.0000000000028093
rot,omega=0.5,rbf,rbf(gamma=0.28580800163757103),1,-1.538446873802081,3.000000000002779
rot,omega=0.5,rbf,rbf(gamma=0.2831179150566781),1,-1.5364219334221125,3.0000000000021845
rot,omega=0.5,rbf,rbf(gamma=0.6658476748312556),1,-1.6882947534785768,3.000000000003021
rot,omega=0.5,rbf,rbf(gamma=0.7894403521217619),1,-1.7082781215107086,3.0000000000027938
rot,omega=0.5,rbf,rbf(gamma=0.29587316210293),1,-1.5458146785647962,3.0000000000030207
rot,omega=0.5,rbf,rbf(gamma=0.6049429075547123),1,-1.675287252538216,3.000000000002362
rot,omega=0.5,rbf,rbf(gamma=0.25971608752361963),1,-1.5177367184508816,3.000000000004413
rot,omega=0.5,rbf,rbf(gamma=0.6932544234939454),1,-1.6933950559336952,3.000000000002313
rot,omega=0.5,rbf,rbf(gamma=0.8287251375696773),1,-1.7132177506452433,3.000000000002572
rot,omega=0.5,rbf,rbf(gamma=0.6390225651972499),1,-1.6828682254187965,3.000000000004524
rot,omega=0.5,rbf,rbf(gamma=0.20432595051230867),1,-1.4643374594713614,3.0000000000006666
rot,omega=0.5,rbf,rbf(gamma=0.5662358301133562),1,-1.6656251792703434,3.0000000000029132
rot,omega=0.5,rbf,rbf(gamma=0.8125816083734865),1,-1.7112585069676416,3.0000000000018527
rot,omega=0.5,rbf,rbf(gamma=0.2718778213126893),1,-1.5276937507436932,3.0000000000014966
rot,omega=0.5,rbf,rbf(gamma=0.6544924825203688),1,-1.686052488352267,3.0000000000022125
rot,omega=0.5,rbf,rbf(gamma=0.59174632420586),1,-1.6721261845804567,3.0000000000022835
rot,omega=0.5,rbf,rbf(gamma=0.3024714537773561),1,-1.5504728109991466,3.0000000000038503
rot,omega=0.5,rbf,rbf(gamma=0.6133529353605284),1,-1.6772340402416777,3.000000000003614
rot,omega=0.5,rbf,rbf(gamma=0.407404893416197),1,-1.609881427674581,3.000000000001873
rot,omega=0.5,rbf,rbf(gamma=0.13009354182823515),1,-1.3632298977312431,3.000000000000644
rot,omega=0.5,rbf,rbf(gamma=0.5437556426253786),1,-1.65943543982631,3.0000000000015876
rot,omega=0.5,rbf,rbf(gamma=0.5716160032751421),1,-1.667040874332055,3.0000000000019504
rot,omega=0.5,rbf,rbf(gamma=0.2601870836564703),1,-1.5181327503319848,3.000000000004126
rot,omega=0.5,rbf,rbf(gamma=0.29471278603954254),1,-1.5449816752462069,3.0000000000037343
rot,omega=0.5,rbf,rbf(gamma=0.5194321750472393),1,-1.6522036226566812,3.0000000000040905
rot,omega=0.5,rbf,rbf(gamma=0.31205543046893885),1,-1.5570085622059386,3.000000000001928
rot,omega=0.5,rbf,rbf(gamma=0.5203741673129406),1,-1.6524946843526378,3.0000000000048983
rot,omega=0.5,rbf,rbf(gamma=0.40865190102461735),1,-1.610451845068091,3.000000000001722
rot,omega=0.5,rbf,rbf(gamma=1.0388643500944785),1,-1.7315293924661652,3.0000000000021387
rot,omega=0.5,rbf,rbf(gamma=0.814809786832394),1,-1.7115346443346526,3.0000000000019877
rot,omega=0.5,rbf,rbf(gamma=0.8173038020492347),1,-1.7118415311987858,3.000000000002815
rot,omega=0.5,rbf,rbf(gamma=0.5894255720790851),1,-1.6715564565719803,3.000000000002203
rot,omega=0.5,rbf,rbf(gamma=0.6241108609378777),1,-1.6796504511286405,3.000000000003367
rot,omega=0.5,linear,linear,1,-1.7718470927166539,2.0000000000002065
rot,omega=0.5,poly,poly(p=1),1,-1.8954718576749532,2.9999999999999503
rot,omega=0.5,poly,poly(p=2),1,-2.657817675009299,3.0000000000003975
rot,omega=0.5,poly,poly(p=3),1,3.034885436932081,3.000000000000579
rot,omega=0.5,poly,poly(p=4),1,89.78897772489003,3.0000000000048384
rot,omega=0.5,hermite,hermite(good),1,-1.1304266626053157,2.999999999832756
rot,omega=0.5,hermite,hermite(bad),1,-2.170392299584371,3.0000000000003983
rot,omega=0.5,hermite,hermite(ugly),1,-0.3314565429453313,1.000008068362123
rot,omega=0.5,rbf,rbf(gamma=0.04991329869862887),2,-1.1192971225175827,3.000000000000268
rot,omega=0.5,rbf,rbf(gamma=0.03687187338817967),2,-1.091705299199039,3.000000000000389
rot,omega=0.5,rbf,rbf(gamma=0.041782531005107114),2,-1.1023552655538689,3.0000000000004
rot,omega=0.5,rbf,rbf(gamma=0.037157577723778375),2,-1.0923338707252062,3.000000000000093
rot,omega=0.5,rbf,rbf(gamma=0.03838346396753446),2,-1.0950182334475471,3.0000000000000973
rot,omega=0.5,rbf,rbf(gamma=0.07374374677635934),2,-1.164484348413802,3.0000000000009868
rot,omega=0.5,rbf,rbf(gamma=0.03572600020469638),2,-1.089172973667806,3.0000000000001643
rot,omega=0.5,rbf,rbf(gamma=0.04090578015752305),2,-1.100477507954691,3.0000000000003197
rot,omega=0.5,rbf,rbf(gamma=0.03698414526286625),2,-1.0919524397799862,3.000000000000399
rot,omega=0.5,rbf,rbf(gamma=0.03398472766408616),2,-1.0852898289096942,3.0000000000002705
rot,omega=0.5,rbf,rbf(gamma=0.050925611677024626),2,-1.121348539012756,3.000000000000279
rot,omega=0.5,rbf,rbf(gamma=0.0818115603150461),2,-1.1784356819746011,3.0000000000016778
rot,omega=0.5,rbf,rbf(gamma=0.07145200040939276),2,-1.160404522774657,3.000000000001592
rot,omega=0.5,rbf,rbf(gamma=0.03683909825494282),2,-1.0916331196168678,3.0000000000004863
rot,omega=0.5,rbf,rbf(gamma=0.037808931722169516),2,-1.09376271543512,3.0000000000001688
rot,omega=0.5,rbf,rbf(gamma=0.03252338545705879),2,-1.081997917666237,3.00000000000034
rot,omega=0.5,rbf,rbf(gamma=0.054438931578359245),2,-1.1283723043569263,3.00000000000034
rot,omega=0.5,rbf,rbf(gamma=0.06204132226613671),2,-1.1430789188814898,3.0000000000006763
rot,omega=0.5,rbf,rbf(gamma=0.051089181933433904),2,-1.1216788375064453,3.000000000000215
rot,omega=0.5,rbf,rbf(gamma=0.10887786315671849),2,-1.2210060649643295,3.0000000000010068
rot,omega=0.5,rbf,rbf(gamma=0.12408264453227343),2,-1.242412313113363,3.0000000000006737
rot,omega=0.5,rbf,rbf(gamma=0.03993891032482812),2,-1.0983949090739573,3.0000000000003353
rot,omega=0.5,rbf,rbf(gamma=0.053071965651134034),2,-1.125657016396958,3.0000000000004836
rot,omega=0.5,rbf,rbf(gamma=0.04539207669521673),2,-1.109980158246062,3.000000000000496
rot,omega=0.5,rbf,rbf(gamma=0.057922391345933646),2,-1.1351928109104068,3.000000000000364
rot,omega=0.5,rbf,rbf(gamma=0.041615479676953476),2,-1.1019982708265461,3.0000000000002083
rot,omega=0.5,rbf,rbf(gamma=0.05199613938182173),2,-1.1235043880222366,3.0000000000003517
rot,omega=0.5,rbf,rbf(gamma=0.045662535070662674),2,-1.1105447240332302,3.000000000000441
rot,omega=0.5,rbf,rbf(gamma=0.048804893879002685),2,-1.1170365741896306,3.0000000000002145
rot,omega=0.5,rbf,rbf(gamma=0.05398097833893656),2,-1.127465108427903,3.0000000000006235
rot,omega=0.5,rbf,rbf(gamma=0.10217836386686781),2,-1.2110317810722215,3.000000000000576
rot,omega=0.5,rbf,rbf(gamma=0.03979291454067298),2,-1.0980793551867847,3.000000000000464
rot,omega=0.5,rbf,rbf(gamma=0.05607236565047633),2,-1.131588053473351,3.000000000000451
rot,omega=0.5,rbf,rbf(gamma=0.09982659739725774),2,-1.2074467779736362,3.000000000000866
rot,omega=0.5,rbf,rbf(gamma=0.04506227331329258),2,-1.1092904508912542,3.0000000000005067
rot,omega=0.5,rbf,rbf(gamma=0.04422918706350977),2,-1.107542040085694,3.0000000000003335
rot,omega=0.5,rbf,rbf(gamma=0.24816528906454685),2,-1.3709335430633294,3.0000000000013887
rot,omega=0.5,rbf,rbf(gamma=0.04332840146837159),2,-1.1056414845287166,3.000000000000361
rot,omega=0.5,rbf,rbf(gamma=0.05179532109810483),2,-1.1231010309290017,3.0000000000002016
rot,omega=0.5,rbf,rbf(gamma=0.04934002200761012),2,-1.1181298358307434,3.0000000000001212
rot,omega=0.5,rbf,rbf(gamma=0.11584478269186729),2,-1.2310193218523304,3.000000000000656
rot,omega=0.5,rbf,rbf(gamma=0.07987782064965623),2,-1.1751487618935246,3.000000000001416
rot,omega=0.5,rbf,rbf(gamma=0.10399227876364346),2,-1.2137668137193875,3.000000000000442
rot,omega=0.5,rbf,rbf(gamma=0.10614393130226807),2,-1.216977679443299,3.0000000000004468
rot,omega=0.5,rbf,rbf(gamma=0.08323095935390695),2,-1.1808260502354442,3.0000000000009894
rot,omega=0.5,rbf,rbf(gamma=0.1996531947945155),2,-1.3286152032894427,3.0000000000012546
rot,omega=0.5,rbf,rbf(gamma=0.09078415339043346),2,-1.1932379866579077,3.000000000001148
rot,omega=0.5,rbf,rbf(gamma=0.04154009321464978),2,-1.1018370467571792,3.0000000000003477
rot,omega=0.5,rbf,rbf(gamma=0.03833455846003302),2,-1.0949115356697083,3.0000000000004365
rot,omega=0.5,rbf,rbf(gamma=0.10796195667787312),2,-1.2196628408395926,3.0000000000008984
rot,omega=0.5,rbf,rbf(gamma=0.09132507014132535),2,-1.1941074536180771,3.000000000000971
rot,omega=0.5,rbf,rbf(gamma=0.07958582908134595),2,-1.1746493683480395,3.000000000001516
rot,omega=0.5,rbf,rbf(gamma=0.09760978775800537),2,-1.2040265127542196,3.000000000000831
rot,omega=0.5,rbf,rbf(gamma=0.04967015997689167),2,-1.1188025445853946,3.000000000000343
rot,omega=0.5,rbf,rbf(gamma=0.20435672773373562),2,-1.3330894647237477,3.0000000000013314
rot,omega=0.5,rbf,rbf(gamma=0.08845837412701954),2,-1.1894704038311117,3.0000000000011817
rot,omega=0.5,rbf,rbf(gamma=0.09012454662658516),2,-1.192174292818324,3.00000000000084
rot,omega=0.5,rbf,rbf(gamma=0.21775572631343698),2,-1.345371433981407,3.0000000000018563
rot,omega=0.5,rbf,rbf(gamma=0.08356506201021423),2,-1.1813859865177965,3.00000000000111
rot,omega=0.5,rbf,rbf(gamma=0.399306389589031),2,-1.4640407602720975,3.0000000000020615
rot,omega=0.5,rbf,rbf(gamma=0.050786350523342905),2,-1.121067071980954,3.000000000000394
rot,omega=0.5,rbf,rbf(gamma=0.11214473130095266),2,-1.2257458375889683,3.000000000000821
rot,omega=0.5,rbf,rbf(gamma=0.09868004401522024),2,-1.205682798708331,3.0000000000006475
rot,omega=0.5,rbf,rbf(gamma=0.35383349650807816),2,-1.4407007617392642,3.000000000001722
rot,omega=0.5,rbf,rbf(gamma=0.08665680293674317),2,-1.1865190940712165,3.0000000000007607
rot,omega=0.5,rbf,rbf(gamma=0.10359064219620966),2,-1.2131634592191043,3.0000000000002722
rot,omega=0.5,rbf,rbf(gamma=0.03900692880861736),2,-1.0963756143420569,3.000000000000357
rot,omega=0.5,rbf,rbf(gamma=0.20798455752728692),2,-1.3364814846296125,3.000000000001761
rot,omega=0.5,rbf,rbf(gamma=0.07431515544755675),2,-1.165493368633078,3.000000000002098
rot,omega=0.5,rbf,rbf(gamma=0.23168956538373459),2,-1.3574611871817126,3.000000000001263
rot,omega=0.5,rbf,rbf(gamma=0.08308018642929955),2,-1.1805730259581853,3.00000000000156
rot,omega=0.5,rbf,rbf(gamma=0.1664619187078139),2,-1.2943574901734225,3.0000000000016773
rot,omega=0.5,rbf,rbf(gamma=0.17691674825403908),2,-1.305686263476399,3.0000000000014024
rot,omega=0.5,rbf,rbf(gamma=0.4963305781290937),2,-1.5046308982515284,3.000000000002363
rot,omega=0.5,rbf,rbf(gamma=0.07666911692006605),2,-1.1696160178433677,3.000000000002073
rot,omega=0.5,rbf,rbf(gamma=0.03538973938208476),2,-1.0884263966854468,3.000000000000323
rot,omega=0.5,rbf,rbf(gamma=0.07676692793506892),2,-1.1697861436035737,3.0000000000020735
rot,omega=0.5,rbf,rbf(gamma=0.21592391335574623),2,-1.343731518432995,3.0000000000008384
rot,omega=0.5,rbf,rbf(gamma=0.09934031995378334),2,-1.206699942649407,3.000000000000917
rot,omega=0.5,rbf,rbf(gamma=0.1815683067808669),2,-1.3105613271036618,3.0000000000018834
rot,omega=0.5,rbf,rbf(gamma=0.15975564129931247),2,-1.2868062993692173,3.0000000000014744
rot,omega=0.5,rbf,rbf(gamma=0.21228786260453614),2,-1.3404402032106995,3.000000000001402
rot,omega=0.5,rbf,rbf(gamma=0.1591716581626919),2,-1.2861377951404243,3.0000000000013625
rot,omega=0.5,rbf,rbf(gamma=0.1826501402826507),2,-1.3116810632423888,3.000000000002176
rot,omega=0.5,rbf,rbf(gamma=0.16713012402042846),2,-1.2950974394633823,3.000000000004049
rot,omega=0.5,rbf,rbf(gamma=0.40871345546747123),2,-1.4684826842494247,3.000000000002257
rot,omega=0.5,rbf,rbf(gamma=0.19521957551601074),2,-1.3243165159164134,3.000000000001436
rot,omega=0.5,rbf,rbf(gamma=0.18024909325317032),2,-1.3091887569373895,3.000000000001512
rot,omega=0.5,rbf,rbf(gamma=0.46337913076746917),2,-1.4920506160777318,3.0000000000019122
rot,omega=0.5,rbf,rbf(gamma=0.10157270104668581),2,-1.210112752272621,3.0000000000007216
rot,omega=0.5,rbf,rbf(gamma=0.3329238374156278),2,-1.4288033978921755,3.000000000033541
rot,omega=0.5,rbf,rbf(gamma=0.41596911505457385),2,-1.4718261309557272,3.0000000000020273
rot,omega=0.5,rbf,rbf(gamma=0.9267582615349383),2,-1.6031177907021246,3.0000000000024363
rot,omega=0.5,rbf,rbf(gamma=0.1486303108951135),2,-1.2737566223975492,3.000000000000725
rot,omega=0.5,rbf,rbf(gamma=0.15353385587013785),2,-1.2795911283073758,3.000000000002213
rot,omega=0.5,rbf,rbf(gamma=0.19736008803044047),2,-1.3264018662489376,3.0000000000011395
rot,omega=0.5,rbf,rbf(gamma=0.43184782671149247),2,-1.4789033071311044,3.0000000000020703
rot,omega=0.5,rbf,rbf(gamma=0.8636956534229849),2,-1.593810583266425,3.000000000002228
rot,omega=0.5,rbf,rbf(gamma=0.1661603728585991),2,-1.2940228402180598,3.000000000002897
rot,omega=0.5,rbf,rbf(gamma=0.07801385761723471),2,-1.1719468199561955,3.0000000000009424
rot,omega=0.5,rbf,rbf(gamma=0.17331360587348635),2,-1.301841078024946,3.0000000000035283
rot,omega=0.5,rbf,rbf(gamma=0.2071812843924193),2,-1.3357347824578993,3.0000000000019718
rot,omega=0.5,rbf,rbf(gamma=0.05108148762807717),2,-1.1216633076212077,3.000000000000121
rot,omega=0.5,rbf,rbf(gamma=0.3631366135617338),2,-1.4457451715129692,3.0000000000017475
rot,omega=0.5,rbf,rbf(gamma=0.780878302064043),2,-1.5795783136349333,3.000000000003235
rot,omega=0.5,rbf,rbf(gamma=0.22428946260190533),2,-1.3511236505884892,3.0000000000008273
rot,omega=0.5,rbf,rbf(gamma=0.07077947876416953),2,-1.1591971720949508,3.000000000001236
rot,omega=0.5,rbf,rbf(gamma=0.19868063990756668),2,-1.3276790731529293,3.0000000000010822
rot,omega=0.5,rbf,rbf(gamma=0.0739682905257325),2,-1.1648812467119116,3.000000000002563
rot,omega=0.5,rbf,rbf(gamma=0.43551145262687396),2,-1.4804911526374096,3.000000000002379
rot,omega=0.5,rbf,rbf(gamma=0.3342602480408569),2,-1.4295880447234701,3.0000000000353064
rot,omega=0.5,rbf,rbf(gamma=0.1533382338401321),2,-1.2793609031308733,3.0000000000008935
rot,omega=0.5,rbf,rbf(gamma=0.9926611562581874),2,-1.6116461606520256,3.0000000000032037
rot,omega=0.5,rbf,rbf(gamma=0.10185122335404925),2,-1.2105357432354107,3.000000000001424
rot,omega=0.5,rbf,rbf(gamma=0.14748749355271867),2,-1.2723775420936754,3.0000000000010236
rot,omega=0.5,rbf,rbf(gamma=0.3070677117402757),2,-1.4129194827230274,3.000000000013728
rot,omega=0.5,rbf,rbf(gamma=0.06796945532817232),2,-1.1541020146386534,3.00000000000075
rot,omega=0.5,rbf,rbf(gamma=0.297260621790227),2,-1.4065228485023737,3.0000000000027796
rot,omega=0.5,rbf,rbf(gamma=0.8174269109349425),2,-1.5861660265670747,3.0000000000028346
rot,omega=0.5,rbf,rbf(gamma=0.8319382301091477),2,-1.5886436914052475,3.000000000002831
rot,omega=0.5,rbf,rbf(gamma=0.3183433163253838),2,-1.4200150226502086,3.00000000002073
rot,omega=0.5,rbf,rbf(gamma=0.06492902188090491),2,-1.1484957026506921,3.000000000000775
rot,omega=0.5,rbf,rbf(gamma=0.3323207457171982),2,-1.4284481828762217,3.0000000000347398
rot,omega=0.5,rbf,rbf(gamma=0.6646414914343964),2,-1.5547884535880596,3.0000000000035203
rot,omega=0.5,rbf,rbf(gamma=0.1636231206300922),2,-1.2911889786512574,3.0000000000013785
rot,omega=0.5,rbf,rbf(gamma=0.4245757252090723),2,-1.4757020823434306,3.0000000000026676
rot,omega=0.5,rbf,rbf(gamma=0.3653002805653014),2,-1.4468974830997476,3.0000000000030136
rot,omega=0.5,rbf,rbf(gamma=0.36049818650634063),2,-1.4443294570384593,3.000000000001878
rot,omega=0.5,rbf,rbf(gamma=0.07367819650988564),2,-1.1643683882916196,3.0000000000010036
rot,omega=0.5,rbf,rbf(gamma=0.31951128259862493),2,-1.4207347571027522,3.00000000002069
rot,omega=0.5,rbf,rbf(gamma=0.20314540209337162),2,-1.3319455216622424,3.000000000001868
rot,omega=0.5,rbf,rbf(gamma=0.6141354234805514),2,-1.5418175219958385,3.000000000003139
rot,omega=0.5,rbf,rbf(gamma=0.14290400081878551),2,-1.2667713326241703,3.0000000000011053
rot,omega=0.5,rbf,rbf(gamma=0.3904391510320215),2,-1.4597389134225318,3.0000000000022946
rot,omega=0.5,rbf,rbf(gamma=0.39736127981513336),2,-1.4631068077610752,3.0000000000021356
rot,omega=0.5,rbf,rbf(gamma=0.594521243580454),2,-1.536350169010456,3.0000000000021796
rot,omega=0.5,rbf,rbf(gamma=0.7947225596302667),2,-1.5821340412333451,3.00000000000252
rot,omega=0.5,rbf,rbf(gamma=0.07561786344433903),2,-1.1677816315103389,3.000000000001017
rot,omega=0.5,rbf,rbf(gamma=0.39472017606088095),2,-1.4618300014595762,3.0000000000022786
rot,omega=0.5,rbf,rbf(gamma=0.7262732271234676),2,-1.5687206928829873,3.0000000000025473
rot,omega=0.5,rbf,rbf(gamma=0.8710229052537479),2,-1.5949550631154854,3.000000000002346
rot,omega=0.5,rbf,rbf(gamma=0.6685204960817138),2,-1.5557235085611274,3.000000000002823
rot,omega=0.5,rbf,rbf(gamma=0.10216297525615434),2,-1.211008466657396,3.000000000000482
rot,omega=0.5,rbf,rbf(gamma=0.147936581051465),2,-1.272920354064745,3.000000000000526
rot,omega=0.5,rbf,rbf(gamma=0.6366866326507676),2,-1.547797748549007,3.00000000000285
rot,omega=0.5,rbf,rbf(gamma=0.29497498710543735),2,-1.4050007300129792,3.0000000000062936
rot,omega=0.5,rbf,rbf(gamma=0.3466272117469727),2,-1.4366902066480012,3.0000000000021068
rot,omega=0.5,rbf,rbf(gamma=0.4143625687848386),2,-1.4710918957950123,3.000000000002584
rot,omega=0.5,rbf,rbf(gamma=0.8971578504076213),2,-1.598899049217076,3.000000000002465
rot,omega=0.5,rbf,rbf(gamma=0.44857892520381065),2,-1.486023129939129,3.0000000000034195
rot,omega=0.5,rbf,rbf(gamma=0.2037024467080985),2,-1.332472291720396,3.0000000000012967
rot,omega=0.5,rbf,rbf(gamma=0.12985804376180982),2,-1.2501257044954222,3.0000000000006364
rot,omega=0.5,rbf,rbf(gamma=0.15602771523446943),2,-1.2825079628581697,3.000000000002482
rot,omega=0.5,rbf,rbf(gamma=0.14155895752833905),2,-1.2651029561343634,3.000000000001034
rot,omega=0.5,rbf,rbf(gamma=0.13593891065634464),2,-1.258014784228643,3.0000000000010516
rot,omega=0.5,rbf,rbf(gamma=0.06504677091411758),2,-1.1487146580946157,3.000000000000623
rot,omega=0.5,rbf,rbf(gamma=0.7076669930161563),2,-1.5647149052981626,3.0000000000021525
rot,omega=0.5,rbf,rbf(gamma=0.8491514504181445),2,-1.5914866546457564,3.000000000002709
rot,omega=0.5,rbf,rbf(gamma=0.3066764676802642),2,-1.412668387274156,3.000000000016295
rot,omega=0.5,rbf,rbf(gamma=0.3272462412601844),2,-1.4254314041202096,3.0000000000270095
rot,omega=0.5,rbf,rbf(gamma=0.7209963730126813),2,-1.5676013029670464,3.0000000000027978
rot,omega=0.5,rbf,rbf(gamma=0.7306005611306028),2,-1.569629010735197,3.0000000000023914
rot,omega=0.5,rbf,rbf(gamma=0.14735639301977127),2,-1.2722188650837545,3.000000000000573
rot,omega=0.5,rbf,rbf(gamma=0.798612779178062),2,-1.5828387362061742,3.0000000000031215
rot,omega=0.5,rbf,rbf(gamma=0.15123572688867806),2,-1.2768732611149471,3.0000000000006963
rot,omega=0.5,rbf,rbf(gamma=0.40629080418674324),2,-1.4673504521028176,3.000000000001703
rot,omega=0.5,rbf,rbf(gamma=0.5899499742108747),2,-1.535038606607557,3.000000000004029
rot,omega=0.5,rbf,rbf(gamma=0.28580800163757103),2,-1.3987725453591253,3.000000000001615
rot,omega=0.5,rbf,rbf(gamma=0.2831179150566781),2,-1.3969064212123166,3.000000000001667
rot,omega=0.5,rbf,rbf(gamma=0.6658476748312556),2,-1.5550800974501875,3.0000000000025135
rot,omega=0.5,rbf,rbf(gamma=0.7894403521217619),2,-1.5811678099506927,3.0000000000025437
rot,omega=0.5,rbf,rbf(gamma=0.29587316210293),2,-1.4056003092652496,3.000000000004796
rot,omega=0.5,rbf,rbf(gamma=0.6049429075547123),2,-1.539286999917145,3.0000000000024185
rot,omega=0.5,rbf,rbf(gamma=0.25971608752361963),2,-1.3798885883856917,3.0000000000015694
rot,omega=0.5,rbf,rbf(gamma=0.6932544234939454),2,-1.561496171887066,3.000000000003659
rot,omega=0.5,rbf,rbf(gamma=0.8287251375696773),2,-1.5881015783690184,3.0000000000025793
rot,omega=0.5,rbf,rbf(gamma=0.6390225651972499),2,-1.5483993528284337,3.000000000002284
rot,omega=0.5,rbf,rbf(gamma=0.20432595051230867),2,-1.3330604704634599,3.0000000000018248
rot,omega=0.5,rbf,rbf(gamma=0.5662358301133562),2,-1.5279960753932376,3.0000000000023124
rot,omega=0.5,rbf,rbf(gamma=0.8125816083734865),2,-1.585321743114402,3.000000000002466
rot,omega=0.5,rbf,rbf(gamma=0.2718778213126893),2,-1.3889125386676981,3.000000000001252
rot,omega=0.5,rbf,rbf(gamma=0.6544924825203688),2,-1.5523023739408468,3.0000000000021116
rot,omega=0.5,rbf,rbf(gamma=0.59174632420586),2,-1.5355557293793898,3.0000000000019877
rot,omega=0.5,rbf,rbf(gamma=0.3024714537773561),2,-1.40994838627164,3.000000000010686
rot,omega=0.5,rbf,rbf(gamma=0.6133529353605284),2,-1.5416042623602682,3.0000000000022493
rot,omega=0.5,rbf,rbf(gamma=0.407404893416197),2,-1.4678721226646543,3.000000000002498
rot,omega=0.5,rbf,rbf(gamma=0.13009354182823515),2,-1.2504356004307948,3.000000000000601
rot,omega=0.5,rbf,rbf(gamma=0.5437556426253786),2,-1.520929178695816,3.000000000002106
rot,omega=0.5,rbf,rbf(gamma=0.5716160032751421),2,-1.529629834056705,3.0000000000031135
rot,omega=0.5,rbf,rbf(gamma=0.2601870836564703),2,-1.3802456208060425,3.000000000001404
rot,omega=0.5,rbf,rbf(gamma=0.29471278603954254),2,-1.4048253439285094,3.000000000006277
rot,omega=0.5,rbf,rbf(gamma=0.5194321750472393),2,-1.5128187143698448,3.000000000001802
rot,omega=0.5,rbf,rbf(gamma=0.31205543046893885),2,-1.4160914777875995,3.000000000016363
rot,omega=0.5,rbf,rbf(gamma=0.5203741673129406),2,-1.513142280993178,3.0000000000026237
rot,omega=0.5,rbf,rbf(gamma=0.40865190102461735),2,-1.468454015959923,3.0000000000019194
rot,omega=0.5,rbf,rbf(gamma=1.0388643500944785),2,-1.6169835913430086,3.000000000008422
rot,omega=0.5,rbf,rbf(gamma=0.814809786832394),2,-1.585711070212677,3.000000000002714
rot,omega=0.5,rbf,rbf(gamma=0.8173038020492347),2,-1.586144681742313,3.0000000000030003
rot,omega=0.5,rbf,rbf(gamma=0.5894255720790851),2,-1.534887221467661,3.0000000000035176
rot,omega=0.5,rbf,rbf(gamma=0.6241108609378777),2,-1.544501959758179,3.0000000000013793
rot,omega=0.5,linear,linear,2,-1.3519626564559077,2.0000000000001545
rot,omega=0.5,poly,poly(p=1),2,-1.5512960760317813,2.9999999999997287
rot,omega=0.5,poly,poly(p=2),2,-1.9575354445432809,2.999999999999927
rot,omega=0.5,poly,poly(p=3),2,-1.156221085294228,3.00000000000139
rot,omega=0.5,poly,poly(p=4),2,6.449385809871446,3.000000000002255
rot,omega=0.5,hermite,hermite(good),2,-1.0442589771200572,2.999999999881725
rot,omega=0.5,hermite,hermite(bad),2,-1.663175486290837,3.0000000000003837
rot,omega=0.5,hermite,hermite(ugly),2,-0.3109590574198075,1.0000076236742639
rot,omega=1.0,rbf,rbf(gamma=0.04991329869862887),0,-1.2291121401512914,3.000000000001551
rot,omega=1.0,rbf,rbf(gamma=0.03687187338817967),0,-1.1799505178292962,3.000000000000425
rot,omega=1.0,rbf,rbf(gamma=0.041782531005107114),0,-1.1991884576169638,3.0000000000002998
rot,omega=1.0,rbf,rbf(gamma=0.037157577723778375),0,-1.1810952200930744,3.000000000000453
rot,omega=1.0,rbf,rbf(gamma=0.03838346396753446),0,-1.1859706472732334,3.000000000000306
rot,omega=1.0,rbf,rbf(gamma=0.07374374677635934),0,-1.304960629018586,3.0000000000003832
rot,omega=1.0,rbf,rbf(gamma=0.03572600020469638),0,-1.1753270286013153,3.0000000000005813
rot,omega=1.0,rbf,rbf(gamma=0.04090578015752305),0,-1.1958206410181487,3.000000000001482
rot,omega=1.0,rbf,rbf(gamma=0.03698414526286625),0,-1.180400728879297,3.0000000000002927
rot,omega=1.0,rbf,rbf(gamma=0.03398472766408616),0,-1.168200314923176,3.000000000000537
