system,kind,family,kernel,sc,vamp2,kind_n,kind_u,agg_bias_mean,agg_dist_mean,mean_spurious_residual_count,score_unified,kind_t,true_eig_err
ho,damping=0.1,rbf,rbf(gamma=2.8964298312568943),-0.8326772381252,2.9999999999591225,damping=0.1,damping=0.1,0.1002015117779577,10.787610703863232,2.0,-8.535127934917748,damping=0.1,0.0053279149918503
ho,damping=0.1,rbf,rbf(gamma=2.905317783329365),-0.8324760854723786,2.9999999999686526,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=2.956205933008021),-0.831334670860605,2.99999999996473,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=20.58628114789985),-0.6707438407633676,3.000000000000418,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=20.64618854511707),-0.6704373386794297,3.000000000000419,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=20.77668362140476),-0.66977202981968,3.000000000000474,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=204.25230056927745),-0.3714555695613459,3.0000000000016733,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=2078.934658254807),-0.0787521381539687,3.000000000000979,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=21.194260389220045),-0.6676642748693831,3.0000000000005436,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=218.07519120197833),-0.3616751563064187,3.000000000001636,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=22.010212725888366),-0.6636356469209725,3.000000000000498,damping=0.1,damping=0.1,0.3446919026005937,10.462224350816662,2.0,3.373241765159677,damping=0.1,0.0031313189216943997
ho,damping=0.1,rbf,rbf(gamma=22.84448958581407),-0.6596332885568964,3.0000000000004796,damping=0.1,damping=0.1,0.3344874942102992,10.2664045604764,2.0,1.7375204808479756,damping=0.1,0.00309557809025575
ho,damping=0.1,rbf,rbf(gamma=23.171438650055155),-0.6580954274723837,3.0000000000006093,damping=0.1,damping=0.1,0.3386201133749026,10.343736344704643,2.0,2.0159814158423095,damping=0.1,0.0030959943671255
ho,damping=0.1,rbf,rbf(gamma=23.24254226663492),-0.6577631959739526,3.000000000000696,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=23.649647464064167),-0.6558759534120362,3.0000000000005222,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=234.24596152318648),-0.350966633920743,3.000000000002268,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=24.73563527682092),-0.6509616663974496,3.000000000000529,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=24.923702282271776),-0.650127699257785,3.0000000000004667,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.109854911629746),-0.6493070213273354,3.0000000000006275,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.367989782813773),-0.6481767921255271,3.0000000000006763,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.580208273340414),-0.6472542889641454,3.000000000000714,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.68163350367741),-0.6468155019896019,3.000000000000758,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.77652747288313),-0.6464061914908882,3.0000000000006,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=25.80937644421524),-0.6462647761451469,3.000000000000594,damping=0.1,damping=0.1,0.3447107278016151,10.462011548023645,2.0,3.3386461454653036,damping=0.1,0.0031306266805179502
ho,damping=0.1,rbf,rbf(gamma=259.86683228185086),-0.3354004226872313,3.000000000001085,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=265.6900216854081),-0.3320753383715548,3.0000000000028897,damping=0.1,damping=0.1,0.3451538337853005,10.47256310506085,2.0,3.3648149653049635,damping=0.1,0.0031314283045072
ho,damping=0.1,rbf,rbf(gamma=27.205726841434327),-0.6403794399489374,3.000000000000901,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=27.25368198345877),-0.6401815562659384,3.000000000000751,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=27.25939890024729),-0.6401579840007865,3.0000000000006506,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=27.481157181803574),-0.6392465963425611,3.000000000000828,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=277.52835494936784),-0.3255352351804292,3.000000000001375,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=28.010148279262705),-0.6370956122519733,3.000000000000513,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=28.582681142801377),-0.6348032591746251,3.00000000000108,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=29.28074519039831),-0.6320567146027032,3.000000000000668,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=29.366597820570476),-0.6317225036742148,3.00000000000075,damping=0.1,damping=0.1,0.3446930209092005,10.462285170576,2.0,3.3768843945967832,damping=0.1,0.00313139122400885
ho,damping=0.1,rbf,rbf(gamma=294.43116223272114),-0.3166706431579828,3.000000000001077,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.009989912626664),-0.8301468345218366,2.999999999960515,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.115462785283972),-0.8278700615416715,2.999999999957683,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.1975260341675518),-0.8261442369736081,2.999999999961386,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.2220659341103914),-0.8256355445163485,2.9999999999590443,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.226172055526905),-0.825550752209077,2.999999999958611,damping=0.1,damping=0.1,0.177448709465339,10.070065574618882,4.0,-1.539746250873296,damping=0.1,0.0026081213047203502
ho,damping=0.1,rbf,rbf(gamma=3.2723201991360593),-0.8246040736622677,2.9999999999580766,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.400715855179291),-0.8220286963507352,2.9999999999676934,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.406710247932346),-0.821910484646491,2.9999999999681335,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.4199819473422584),-0.821649384747638,2.9999999999669704,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.501268534907838),-0.8200685486232756,2.9999999999680145,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.572835142850172),-0.8187020020424504,2.9999999999856377,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.643722640523985),-0.8173707291715627,2.9999999999837854,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.6708247275713095),-0.8168674258303065,2.9999999999835225,damping=0.1,damping=0.1,0.1781086944380101,10.180593481641374,4.0,-2.3922065428913406,damping=0.1,0.00246075569743455
ho,damping=0.1,rbf,rbf(gamma=3.9529427963892587),-0.8118020486699592,2.999999999992523,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.9546952699311673),-0.8117715194388784,2.9999999999925073,damping=0.1,damping=0.1,0.291185696148014,10.034054980798224,2.0,-0.1777510031362653,damping=0.1,0.0030036499391472
ho,damping=0.1,rbf,rbf(gamma=3.963090070443323),-0.811625428612521,2.9999999999931415,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=3.9886958181080536),-0.8111813682123818,2.999999999993052,damping=0.1,damping=0.1,0.2846034341006737,9.98391087103957,2.0,-0.3892633477924574,damping=0.1,0.0029864199901684
ho,damping=0.1,rbf,rbf(gamma=329.3804983663976),-0.2998919045235708,3.0000000000012292,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=33.211252710676014),-0.6174932237907756,3.0000000000011884,damping=0.1,damping=0.1,0.2171304849754886,11.06593862291852,2.0,-0.3518956382771284,damping=0.1,0.0028166378796005
ho,damping=0.1,rbf,rbf(gamma=34.69104436867098),-0.6123655557117699,3.0000000000006044,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=34.90109085470419),-0.6116519950299132,3.000000000000663,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=35.00960158592937),-0.611284716656792,3.0000000000007123,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=35.70397296398359),-0.6089558751199106,3.000000000000574,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=36.40134302502541),-0.6066533657670905,3.0000000000007474,damping=0.1,damping=0.1,0.3450832871469282,10.468277062933684,2.0,3.296143361863502,damping=0.1,0.00312961662204325
ho,damping=0.1,rbf,rbf(gamma=36.80389527909014),-0.605340392513263,3.000000000000845,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=37.288234645542566),-0.6037759310201629,3.0000000000007057,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=38.29571074673901),-0.6005735891174052,3.000000000000775,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=38.471492130594925),-0.6000218570454886,3.0000000000007887,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=38.744189826840326),-0.5991699583898832,3.000000000000815,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=39.1759215286194),-0.5978311309300938,3.0000000000007225,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=39.996022756172565),-0.5953205880761488,3.000000000000652,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=395.7701644291347),-0.2726510328097168,3.000000000003014,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.249425319598077),-0.8067857757712056,2.9999999999964,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.362636356838023),-0.8049440842912973,2.9999999999975504,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.4629966204979485),-0.803342836483747,2.999999999997334,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.516933191650164),-0.8024939733044641,2.999999999997607,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.5501678781281765),-0.8019748771868022,2.999999999998573,damping=0.1,damping=0.1,0.1934501710565777,10.02336591286889,2.0,-2.767135226004778,damping=0.1,0.0028268317999617003
ho,damping=0.1,rbf,rbf(gamma=4.751639004207227),-0.7988899947958904,2.999999999999439,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.768291256323298),-0.7986396056496975,2.999999999999531,damping=0.1,damping=0.1,0.2988399536449529,10.178455126287943,2.0,0.2015688820733185,damping=0.1,0.00300609565282535
ho,damping=0.1,rbf,rbf(gamma=4.7869638433423765),-0.7983596432593933,2.999999999999607,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.808936516324366),-0.7980312834945696,2.9999999999995244,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.843023728355041),-0.7975241743680256,2.9999999999994755,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.895440895243424),-0.7967497282089857,2.9999999999995577,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.896990191077425),-0.7967269354279983,2.9999999999995013,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=4.999502844521571),-0.7952309859296315,2.9999999999993707,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=408.5046011385549),-0.2679952617922104,3.0000000000040328,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=41.1725622957997),-0.5917910237895192,3.00000000000092,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=41.55336724280952),-0.5906662305162984,3.000000000000961,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=45.68897917162814),-0.5789640395991231,3.0000000000011986,damping=0.1,damping=0.1,0.3448425088369501,10.463587063932554,2.0,3.309778739697615,damping=0.1,0.0031300345579041997
ho,damping=0.1,rbf,rbf(gamma=46.34287730011031),-0.5771941389372751,3.000000000001242,damping=0.1,damping=0.1,0.3451376497496168,10.472620218486462,2.0,3.3781174446173345,damping=0.1,0.00313168399222035
ho,damping=0.1,rbf,rbf(gamma=47.29929492812833),-0.5746421072290361,3.000000000001609,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=49.47127055364184),-0.5690011458859875,3.0000000000011213,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.1615471362792675),-0.7929135873397187,2.999999999999748,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.19417090535119),-0.7924537730028071,2.9999999999997056,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.215606934441197),-0.7921528398388428,2.999999999999724,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.298565097305011),-0.7909970047854461,2.9999999999998574,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.502553181472091),-0.7882120808571514,2.999999999999993,damping=0.1,damping=0.1,0.2832399361564207,10.002804192727844,2.0,-0.5823889310259956,damping=0.1,0.00296024890099455
ho,damping=0.1,rbf,rbf(gamma=5.711122396453518),-0.7854438759194816,3.0000000000001257,damping=0.1,damping=0.1,0.1823590479035868,9.966825940356564,4.0,-0.817152976299629,damping=0.1,0.0027497036455554
ho,damping=0.1,rbf,rbf(gamma=5.792859662513789),-0.7843796703873046,2.9999999999999516,damping=0.1,damping=0.1,0.2143214572688659,10.921182508143753,2.0,-0.7068967059282927,damping=0.1,0.0028251938345606
ho,damping=0.1,rbf,rbf(gamma=5.81063556665873),-0.7841497172122901,3.0000000000000195,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=5.912411866016042),-0.7828431145884225,2.9999999999999125,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=50.21970982325949),-0.5671047881159877,3.0000000000009144,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=50.735979565627545),-0.5658103011219909,3.000000000001189,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=51.16041654668083),-0.5647542364807797,3.0000000000019664,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=51.36326700735482),-0.5642520806371918,3.0000000000014477,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=519.7336645637017),-0.2332068864803003,3.0000000000017413,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=54.50736396691754),-0.5566724485804948,3.0000000000008065,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=54.51879780049458),-0.5566455569939075,3.0000000000008105,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=54.96231436360715),-0.5556060525123417,3.000000000000929,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=58.56149038079662),-0.5474203191775678,3.0000000000014624,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.230925570567944),-0.7788590574002517,3.000000000000071,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.277463727907437),-0.7782896390068061,3.000000000000101,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.341997445703443),-0.7775051615663368,3.0000000000000404,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.3950520683351035),-0.7768646145119297,2.999999999999975,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.420408375919353),-0.7765598583521155,3.0000000000000817,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.444131868220783),-0.7762755267526159,3.000000000000027,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.45234411105381),-0.7761772802672494,3.000000000000034,damping=0.1,damping=0.1,0.2809258103682485,9.98946716655318,2.0,-0.4882567140692896,damping=0.1,0.0029630770626529503
ho,damping=0.1,rbf,rbf(gamma=6.801431710358582),-0.7720832050737924,3.000000000000096,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.813420495864692),-0.7719453580142185,3.0000000000000338,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.839963894684517),-0.771640790459272,3.000000000000101,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=6.870289295450894),-0.7712938801464548,3.0000000000001568,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=66.42250542135203),-0.5309177745139381,3.0000000000022102,damping=0.1,damping=0.1,0.3155917010056824,10.706812412634036,2.0,1.453786198495656,damping=0.1,0.00300967410446385
ho,damping=0.1,rbf,rbf(gamma=69.38208873734196),-0.525131295938632,3.000000000001364,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=7.002537069815676),-0.7697939304157302,3.0000000000001195,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=7.145670285700344),-0.7681935652875648,3.0000000000000653,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=7.28744528104797),-0.7666311737669799,3.0000000000000617,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=7.341649455142619),-0.7660396559454004,3.0000000000001066,damping=0.1,damping=0.1,0.2837760710321023,10.00410763000921,2.0,-0.5830472150953229,damping=0.1,0.00296141222815
ho,damping=0.1,rbf,rbf(gamma=7.9093905398623345),-0.7600261038021761,3.0000000000001052,damping=0.1,damping=0.1,0.3371320993130086,10.298049862151354,2.0,1.836314487315631,damping=0.1,0.0030943113786757
ho,damping=0.1,rbf,rbf(gamma=7.926180140886646),-0.7598530803544277,3.0000000000001203,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=7.977391636216107),-0.7593269520036624,3.000000000000103,damping=0.1,damping=0.1,0.3346727333654951,10.26842615361344,2.0,1.744006458789232,damping=0.1,0.0030954980491086
ho,damping=0.1,rbf,rbf(gamma=70.01920317185873),-0.5239131310302033,3.0000000000013096,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=73.60779055818028),-0.5172229903732788,3.000000000001439,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=74.57646929108513),-0.5154648663627963,3.000000000001404,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=76.59142149347802),-0.5118694783356252,3.0000000000016063,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=77.48837965368065),-0.5102949860731564,3.0000000000009415,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=79.99204551234513),-0.5059814269515038,3.000000000001521,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=8.498850639196155),-0.7541033082059525,3.000000000000169,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=8.725272713676047),-0.7519067795808475,3.0000000000002487,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=8.752400396482342),-0.7516463700353473,3.000000000000125,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=8.925993240995897),-0.7499935579989331,3.000000000000161,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=817.0092022771098),-0.1724233187601224,3.000000000001562,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=82.3451245915994),-0.5020318417773377,3.0000000000010973,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.033866383300328),-0.748978070480209,3.0000000000001883,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.100335756256353),-0.7483566732670379,3.000000000000206,damping=0.1,damping=0.1,0.297369735577014,10.145734821514646,2.0,0.1227165302357974,damping=0.1,0.003006568648237
ho,damping=0.1,rbf,rbf(gamma=9.322058661385642),-0.7463071380603513,3.0000000000001728,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.503278008414455),-0.7446578330669658,3.000000000000202,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.536582512646596),-0.7443571841431874,3.000000000000235,damping=0.1,damping=0.1,0.3385054604880854,10.317299889146362,2.0,1.891504822676952,damping=0.1,0.0030935922356398
ho,damping=0.1,rbf,rbf(gamma=9.573927686684753),-0.7440209538983719,3.0000000000001763,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.617873032648731),-0.7436265036818659,3.0000000000002136,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.686047456710082),-0.7430171272823262,3.0000000000002345,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.790881790486848),-0.7420860459346016,3.000000000000231,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.79398038215485),-0.7420586350577052,3.0000000000001577,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=9.999005689043141),-0.7402586060834997,3.000000000000259,damping=0.1,,,,,,,
ho,damping=0.1,rbf,rbf(gamma=98.94254110728367),-0.4766562418827628,3.0000000000009237,damping=0.1,,,,,,,
ho,damping=0.3,hermite,hermite(bad),-1.0547863881809931,2.999999999984111,damping=0.3,damping=0.3,3.1566230589680884e-07,91.8092418785066,0.3,0.7776732139901713,damping=0.3,0.01291192847936235
ho,damping=0.3,hermite,hermite(good),-1.0040231919505975,2.999950887443131,damping=0.3,damping=0.3,0.0,460.2153785147512,0.4,-2.9091531319985053,damping=0.3,0.01295534623795555
ho,damping=0.3,hermite,hermite(ugly),-0.0273976890053609,1.0000129475372257,damping=0.3,damping=0.3,0.0,0.0,0.0,-3.914298095563178,damping=0.3,0.5006034088755409
ho,damping=0.3,linear,linear,-0.0372218935539368,2.000000000000003,damping=0.3,damping=0.3,0.0,1.6338825407991977,1.3,0.0,damping=0.3,0.01151720014136985
ho,damping=0.3,poly,poly(p=1),-1.019257654301178,3.0000000000000675,damping=0.3,damping=0.3,0.0,0.9216707968910804,1.8,0.5932167672493844,damping=0.3,0.00980242442068175
ho,damping=0.3,poly,poly(p=2),-1.0373476491338451,3.000000000000405,damping=0.3,damping=0.3,0.003752730420306,11.533052529399374,3.0,-0.1626313413962678,damping=0.3,0.00978162197589445
ho,damping=0.3,poly,poly(p=3),-1.0542033782307882,3.000000000002073,damping=0.3,damping=0.3,0.0106983109966863,10.726027724283009,2.2,-0.8081473364357198,damping=0.3,0.00981830339211295
ho,damping=0.3,poly,poly(p=4),-1.0694734862375352,3.0000000000078955,damping=0.3,damping=0.3,0.0206989596969293,10.18288374782689,2.2,-0.4354248960255739,damping=0.3,0.00985133706460595
ho,damping=0.3,rbf,rbf(gamma=0.0836829669704253),-1.0060024791624065,2.9999989947182204,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.08623356893909025),-1.0061660590511343,2.9999998809082253,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.09812764136261426),-1.0069148420259837,2.9999998827684724,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.11006797819035541),-1.0076437542708565,2.9999998602287516,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.13670195302100357),-1.0091904522600066,2.999999763762835,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.14578369797848945),-1.0096937176620526,2.9999998307829556,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.1673659339408506),-1.010842508630595,2.999999791371618,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.1724671378781805),-1.0111045851185725,2.9999997775080343,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.1881243695391665),-1.0118871015548472,2.9999997476077245,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.19625528272522852),-1.012280719020756,2.999999742111952,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.2045200124460037),-1.0126720895189436,2.999999765186686,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.22013595638071082),-1.0133881111549523,2.9999998528876275,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.24705892477432867),-1.0145531237204926,2.9999998245656307,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.27340390604200715),-1.0156121226495776,2.999999912886898,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.2915673959569789),-1.0162979100896194,2.999999983677472,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.3347318678817012),-1.0177911908761994,2.9999999747620856,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.344934275756361),-1.018117460542293,2.9999999715720977,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.376248739078333),-1.0190588462058054,2.9999999611680637,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.39251056545045704),-1.019513390713471,2.999999954186511,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.4090400248920074),-1.019952416495679,2.999999959035336,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.44027191276142164),-1.0207213700297382,2.999999963727205,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.49411784954865734),-1.0218734995336571,2.9999999658861465,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.5468078120840143),-1.022807112487642,2.999999982690064,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.5831347919139578),-1.0233494268798289,2.9999999954611476,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.611930111905428),-1.0237249916933868,2.999999995005519,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.6519508668051496),-1.0241725755615867,2.999999994090993,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.6694637357634023),-1.0243427326924288,2.999999994359858,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.689868551512722),-1.024522241785497,2.9999999949334417,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.752497478156666),-1.0249551907392211,2.999999998797857,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.7850211309009141),-1.0251148833562198,2.9999999985387213,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.8180800497840148),-1.0252352353505063,2.999999998308628,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.8549954868355646),-1.0253228336495732,2.9999999981152854,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.8805438255228433),-1.0253562815763386,2.99999999918384,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.9109306601309962),-1.0253688016873592,2.9999999990335624,damping=0.3,damping=0.3,0.0494484391963385,10.4234700230812,0.0,-5.395584694753836,damping=0.3,0.01027155571320345
ho,damping=0.3,rbf,rbf(gamma=0.9882356990973147),-1.0252779959377976,2.999999998466348,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.9886738174827918),-1.0252770132718678,2.9999999984627017,damping=0.3,,,,,,,
ho,damping=0.3,rbf,rbf(gamma=0.9907725176108307),-1.0252722365838,2.999999998445842,damping=0.3,damping=0.3,0.0660249951929809,10.782409347500924,0.0,-4.096110877637556,damping=0.3,0.010418181958916601
ho,damping=0.3,rbf,rbf(gamma=0.9971739545270134),-1.0252569608714164,2.999999998457144,damping=0.3,,,,,,,
