system,kind,family,kernel,sc,vamp2,kind_n,kind_u,agg_bias_mean,agg_dist_mean,mean_spurious_residual_count,score_unified,kind_t,true_eig_err
duffing,omega=1.2,rbf,rbf(gamma=0.8668618794733781),-1.70781926793811,3.0000000000004157,omega=1.2,omega=1.2,0.2474949610689647,10.781843797874044,4.0,2.0060721768610392,,
duffing,omega=1.2,rbf,rbf(gamma=0.8672263057426219),-1.7078811381291288,3.0000000000004827,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.876859817628235),-1.7095031981525024,3.0000000000004463,omega=1.2,omega=1.2,0.2302550037202059,10.81471765098518,4.0,0.9481183491092264,,
duffing,omega=1.2,rbf,rbf(gamma=0.8774541572080873),-1.709602429590977,3.000000000000463,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.8863102007103911),-1.71106965220795,3.000000000000297,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.8961990358076725),-1.7126831856542184,3.000000000000421,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.9215089842151865),-1.7166982834643374,3.0000000000004694,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.9217293519894691),-1.716732539948288,3.0000000000006124,omega=1.2,omega=1.2,0.2540778018918558,10.031040070283844,4.0,-4.366055255008629,,
duffing,omega=1.2,rbf,rbf(gamma=0.9522780610332793),-1.7213695873110284,3.000000000000332,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.9555315205560131),-1.7218507266672962,3.000000000000581,omega=1.2,omega=1.2,0.2460983221096107,10.959966919173205,4.0,1.5065938762403963,,
duffing,omega=1.2,rbf,rbf(gamma=0.9639089414438652),-1.7230787565856411,3.00000000000036,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.9728904934744245),-1.7243782465629185,3.00000000000038,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=0.9771097878937789),-1.724982711407962,3.0000000000002944,omega=1.2,omega=1.2,0.3608493682356027,12.305268942206547,4.0,1.3051321947292531,,
duffing,omega=1.2,rbf,rbf(gamma=1.0106348811253154),-1.729654290837237,3.0000000000003517,omega=1.2,omega=1.2,0.3449045289939875,11.597065605323042,4.0,-2.008882679380411,,
duffing,omega=1.2,rbf,rbf(gamma=1.0182051082140997),-1.7306780387109315,3.000000000000273,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0344914254467348),-1.7328433397435494,3.0000000000002487,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0497348323996596),-1.7348253952970307,3.0000000000003126,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0561608030839489),-1.7356483989466371,3.000000000000398,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.059983763386311),-1.7361345606921053,3.0000000000003553,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0645576082910153),-1.7367128555975266,3.0000000000003477,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0711492864916123),-1.7375399162920615,3.000000000000236,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0831438206065411),-1.7390259435156052,3.000000000000371,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.0982608774181066),-1.7408648788531726,3.0000000000003832,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.1195013744523856),-1.7433869668030617,3.00000000000053,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.1231347417915074),-1.7438113726874522,3.0000000000004303,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.131751085935128),-1.7448098276090356,3.000000000000323,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.1319554646341132),-1.7448333753814378,3.000000000000418,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.1624811333852527),-1.7482818690974795,3.0000000000004428,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.173884968681284),-1.7495362272482862,3.00000000000051,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.1779519133409364),-1.7499792435085972,3.000000000000437,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2005106137423613),-1.7523963546370431,3.0000000000004143,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2069353473323814),-1.753072553275541,3.000000000000353,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2070035515837005),-1.75307970328272,3.000000000000394,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2100705344236693),-1.753400608464293,3.000000000000451,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2102955344637036),-1.7534241035528284,3.000000000000362,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2575479605827247),-1.7582201384481315,3.000000000000418,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2763347038101887),-1.7600537611573353,3.000000000000419,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2844715104382538),-1.7608356101586915,3.000000000000332,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.2888104811430485),-1.761249548733894,3.000000000000337,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.320553372359053),-1.764216404418019,3.0000000000003975,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.3227987609662522),-1.7644222737482096,3.000000000000348,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.3231803340739758),-1.7644572070438418,3.0000000000003815,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.379440517839879),-1.7694502036462627,3.000000000000425,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.3911442849072981),-1.7704511158062228,3.000000000000344,omega=1.2,omega=1.2,0.3468533441053514,10.4384789120037,4.0,-1.952210973040439,,
duffing,omega=1.2,rbf,rbf(gamma=1.4162865810784735),-1.7725596631445366,3.000000000000395,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.4299234173900934),-1.7736802282802764,3.0000000000003753,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.4467645746327429),-1.7750423983464574,3.000000000000395,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.4666915352427097),-1.776624053151758,3.000000000000426,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.4847820971862247),-1.7780325424000578,3.000000000000346,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.491498326974421),-1.7785489762737408,3.0000000000003637,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.4988010796611853),-1.7791066000782791,3.000000000000329,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.5019988800318427),-1.779349507441155,3.000000000000273,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.5088485481840654),-1.7798672342283428,3.0000000000003944,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.5161847493961829),-1.7804178715319514,3.0000000000003744,omega=1.2,omega=1.2,0.4274271047914448,10.438284839084815,4.0,-0.024969856519057,,
duffing,omega=1.2,rbf,rbf(gamma=1.5623630701105855),-1.7837950674094505,3.000000000000371,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.5651642613588048),-1.783995142559072,3.0000000000003055,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.6036112109695864),-1.7866883697903748,3.000000000000449,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.633680636702917),-1.7887285586278925,3.000000000000462,omega=1.2,omega=1.2,0.4969613866181053,10.55554380820269,4.0,3.776503626522877,,
duffing,omega=1.2,rbf,rbf(gamma=1.6691707537809852),-1.791065627580746,3.0000000000004525,omega=1.2,omega=1.2,0.5054304382167029,11.155739502827434,4.0,3.5333264995348372,,
duffing,omega=1.2,rbf,rbf(gamma=1.690141874410565),-1.792412039335742,3.0000000000003415,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.6905692603043003),-1.792439219285831,3.0000000000004703,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.7131053126734883),-1.7938580400837758,3.00000000000035,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.7337237589467562),-1.7951319245559627,3.000000000000306,omega=1.2,omega=1.2,0.5363127971578796,10.935515977063083,4.0,5.564184085436503,,
duffing,omega=1.2,rbf,rbf(gamma=1.7344526114852439),-1.7951765412942426,3.0000000000003033,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.736716296940095),-1.7953149344507944,3.0000000000002855,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.75371963525647),-1.7963459056534683,3.0000000000003997,omega=1.2,omega=1.2,0.4596242100630262,11.093144671704984,4.0,1.7361285757197051,,
duffing,omega=1.2,rbf,rbf(gamma=1.7549083144161746),-1.7964174205299324,3.0000000000003766,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.7726204014207823),-1.7974745312198357,3.0000000000003784,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.792398071615345),-1.7986364159870292,3.0000000000004547,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.8034541136894202),-1.7992776092321998,3.0000000000004436,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.843017968430373),-1.8015247781344297,3.0000000000004228,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.8434587039789383),-1.801549404125036,3.000000000000385,omega=1.2,omega=1.2,0.5376202110295503,10.81044239761001,4.0,3.241010868717495,,
duffing,omega=1.2,rbf,rbf(gamma=1.9045561220665586),-1.804880210064226,3.000000000000639,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.9110630411120262),-1.8052255191936344,3.0000000000005485,omega=1.2,omega=1.2,0.4685152549478443,11.198783928635818,4.0,2.255369206473225,,
duffing,omega=1.2,rbf,rbf(gamma=1.9278178828877304),-1.8061066180588163,3.000000000000483,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.945780986948849),-1.807038606644797,3.000000000000473,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=1.9542195757875578),-1.807471993638098,3.0000000000004263,omega=1.2,omega=1.2,0.6056278549653257,11.6174706399118,4.0,2.7945136827402504,,
duffing,omega=1.2,rbf,rbf(gamma=1.9938954765155223),-1.8094726912528187,3.000000000000741,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=10.060383684661797),-1.9181137847001113,3.000000000000774,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=10.310483849144388),-1.9191006294209163,3.000000000000649,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=10.564426978872424),-1.920061307445437,3.0000000000006195,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=11.574116597061943),-1.9235144702444424,3.0000000000010836,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=11.878256777489797),-1.924452622096396,3.0000000000015548,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=12.498904560884684),-1.926239739293745,3.0000000000005778,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=12.828889687756691),-1.92712607909057,3.00000000000064,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=13.524554082434403),-1.928864476972503,3.000000000001286,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=13.89373037552076),-1.9297214314036883,3.0000000000005502,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=14.33918457292276),-1.9307003493796044,3.0000000000004925,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=14.427632909515362),-1.9308879334851987,3.00000000000065,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=15.566247895590791),-1.9331204710841776,3.000000000000656,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=15.951163812124179),-1.9338053405690736,3.000000000000932,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=16.56417965469934),-1.9348313029366524,3.000000000000556,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=17.138388583865797),-1.9357258749662505,3.0000000000008584,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=17.572174038689706),-1.936362466114755,3.000000000000437,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=17.883954267725535),-1.9368004981085092,3.0000000000005667,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=18.11128743414581),-1.9371100778018824,3.00000000000072,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=18.30713347181358),-1.9373703760811576,3.000000000000797,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=18.81890111365846),-1.9380237963176257,3.0000000000009397,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.021269762250631),-1.8108186268146091,3.0000000000003575,omega=1.2,omega=1.2,0.5300118418573151,12.051483517490944,4.0,0.5138467147135595,,
duffing,omega=1.2,rbf,rbf(gamma=2.0364102164281994),-1.8115513774965,3.000000000000542,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.0689828508934696),-1.813100457429795,3.000000000000424,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.0705224568374176),-1.8131727721157385,3.0000000000003824,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.099469664799319),-1.8145175763763275,3.000000000000421,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.1123216061678978),-1.815105764539843,3.000000000000451,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.119967526772622),-1.8154531520653232,3.0000000000004956,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.1291152165820306),-1.8158663112064064,3.0000000000005205,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.1422985729832247),-1.8164570828481752,3.0000000000004063,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.1662876412130823),-1.817518215203864,3.0000000000003895,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.1965217548362133),-1.8188307542279112,3.000000000000451,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.235494283465692),-1.820483208896965,3.0000000000004476,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.2390027489047712),-1.8206298490635933,3.0000000000005183,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.246269483583015),-1.8209324767324635,3.000000000000466,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.263502171870256),-1.821644307441168,3.0000000000004476,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.2639109292682265),-1.8216610932296684,3.000000000000428,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.2883916839766973),-1.8226581888444553,3.0000000000004174,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.3249622667705054),-1.8241182569504997,3.0000000000004134,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.347769937362568),-1.825011518235175,3.0000000000003624,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.3523626392073074),-1.825189817600108,3.0000000000004348,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.355903826681873),-1.8253269385000876,3.000000000000416,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.4010212274847227),-1.827047313541445,3.000000000000411,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.413870694664763),-1.8275284283419893,3.0000000000003637,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.414007103167401),-1.827533515179832,3.0000000000004765,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.4201410688473386),-1.8277618133288849,3.000000000000412,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.4205910689274073),-1.827778527553744,3.000000000000437,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.5150959211654493),-1.8311886303093403,3.000000000001066,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.5526694076203773),-1.8324914950400768,3.000000000001112,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.5689430208765076),-1.8330468888354048,3.0000000000010707,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.577620962286097),-1.833340900267308,3.000000000001178,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.641106744718106),-1.8354475282764204,3.0000000000013025,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.6463606681479517),-1.8356184613218989,3.0000000000013176,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.758881035679758),-1.8391611373062329,3.0000000000022333,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.7822885698145963),-1.839870965744283,3.0000000000018416,omega=1.2,omega=1.2,0.4603344570256592,10.30190351162214,4.0,0.8230555248394729,,
duffing,omega=1.2,rbf,rbf(gamma=2.832573162156947),-1.841365951879734,3.000000000001729,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.859846834780187),-1.842160256044309,3.0000000000015277,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.8935291492654858),-1.843125648549466,3.000000000001626,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.9695641943724493),-1.8452441815394052,3.0000000000013913,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=2.982996653948842),-1.8456099931551715,3.000000000001469,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=20.620967698288776),-1.940049342232056,3.0000000000006253,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=24.997809121769368),-1.943609708224408,3.0000000000007128,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=25.657779375513382),-1.9440191036391603,3.0000000000007727,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=27.049108164868805),-1.9447958408639103,3.000000000001577,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=27.78746075104152),-1.9451646961631688,3.000000000002073,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=28.855265819030723),-1.9456501847565413,3.000000000000981,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.0039977600636854),-1.846176995155454,3.00000000000121,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.017697096368131),-1.846543661488882,3.000000000000897,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.124726140221171),-1.8493246992602916,3.0000000000013585,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.2072224219391727),-1.851372453567027,3.0000000000013394,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.38028374882113),-1.8554215606994215,3.000000000000947,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.3811385206086007),-1.8554407829915185,3.000000000000881,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.47343259388019),-1.857474258405629,3.0000000000013394,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.58479614323069),-1.8598222100952349,3.0000000000015823,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.6069082273788404),-1.860275377092612,3.00000000000067,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.891561973897698),-1.865757987600131,3.000000000000478,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=3.9877909530310447),-1.867476442520656,3.0000000000004827,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=31.902327624248358),-1.9467660224475096,3.000000000000521,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=33.12835930939868),-1.9471184982722023,3.0000000000008953,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=35.76790853545107),-1.94772169399232,3.0000000000006772,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=36.61426694362716),-1.947875218812834,3.000000000000838,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=37.63780222731692),-1.948037741870018,3.0000000000007554,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.072820432856399),-1.868943526055264,3.0000000000005165,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.137965701786939),-1.8700365259400415,3.000000000000577,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.141044913674835),-1.8700875431038204,3.00000000000053,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.198939329598638),-1.871036173852446,3.000000000000528,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.2246432123357955),-1.8714510148034085,3.000000000000526,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.239935053545244),-1.8716960017970976,3.0000000000004388,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.258230433164061),-1.8719873523336987,3.000000000000517,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.284597145966449),-1.8724039119215428,3.0000000000005547,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.3325752824261645),-1.8731520078878168,3.000000000000499,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.3930435096724265),-1.87407712067837,3.0000000000005893,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.470988566931384),-1.8752414377060105,3.000000000000629,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.527004343740512),-1.87605927614421,3.0000000000005147,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.527821858536453),-1.8760710977716537,3.0000000000005067,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.576783367953395),-1.8767732255049143,3.000000000000668,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.695539874725136),-1.8784296255097797,3.000000000000767,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.704725278414615),-1.8785550765828365,3.000000000000721,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.711807653363746),-1.8786515499994256,3.000000000000758,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.802042454969445),-1.879861595401061,3.00000000000089,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.827741389329526),-1.8801998724448024,3.0000000000008753,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=4.840282137694677),-1.880363948203638,3.0000000000009135,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.030191842330899),-1.882771496988762,3.0000000000004605,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.137886041753015),-1.884075671089965,3.0000000000006466,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.155241924572194),-1.8842819197171643,3.000000000000524,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.282213489436212),-1.885758893545972,3.000000000000566,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.292721336295903),-1.8858786701243608,3.000000000000402,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.665146324313894),-1.8898995367496911,3.000000000000607,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.7870582985309715),-1.8911277532973485,3.0000000000007354,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.939128388744899),-1.8926043988213044,3.000000000000497,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=5.965993307897684),-1.892859136369285,3.000000000000423,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=6.249452280442342),-1.8954415979288723,3.0000000000004428,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=6.4144448438783455),-1.8968615455351043,3.000000000000449,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=6.76056749764226),-1.8996606051144769,3.0000000000005707,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=6.762277041217201),-1.8996738634849657,3.000000000000582,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=6.94686518776038),-1.9010747324181272,3.0000000000006017,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=7.16959228646138),-1.9026878338872857,3.000000000000463,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=7.213816454757681),-1.9029985953918345,3.000000000000483,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=7.783123947795396),-1.906742114801508,3.0000000000005778,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=7.975581906062089),-1.9079087717495031,3.0000000000006524,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=8.28208982734967),-1.909674655258317,3.0000000000006115,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=8.569194291932899),-1.911233870301434,3.0000000000005103,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=8.665150564852329),-1.9117358738081356,3.0000000000006612,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=8.786087019344853),-1.9123555657721203,3.0000000000005937,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=8.941977133862768),-1.9131337163664377,3.0000000000005813,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=9.055643717072906),-1.9136869636045175,3.0000000000005436,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=9.15356673590679),-1.914154339090258,3.000000000000544,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=9.40945055682923),-1.915336916748128,3.0000000000005564,omega=1.2,,,,,,,
duffing,omega=1.2,rbf,rbf(gamma=9.60408490993889),-1.91620069509372,3.0000000000007385,omega=1.2,,,,,,,
duffing,omega=1.5,hermite,hermite(bad),-1.3699618620818537,2.9999999999999196,omega=1.5,omega=1.5,0.0051823820293884,16.2030852846356,3.4,1.350282456257533,,
duffing,omega=1.5,hermite,hermite(good),-1.0090362815664724,2.9999997589509744,omega=1.5,omega=1.5,3.8317422327455755e-07,122.15797532972668,3.3,-0.4206373144843639,,
duffing,omega=1.5,hermite,hermite(ugly),-0.3310388417043171,1.0000130131890892,omega=1.5,omega=1.5,0.0,0.2920222894926936,1.0,-4.353543983263784,,
