system,kind,family,kernel,sc,vamp2
duffing,omega=1.0,rbf,rbf(gamma=4.527004343740512),-1.8886101705495542,3.000000000000483
duffing,omega=1.0,rbf,rbf(gamma=4.527821858536453),-1.8886205414717079,3.0000000000005507
duffing,omega=1.0,rbf,rbf(gamma=4.576783367953395),-1.8892359763363962,3.0000000000005316
duffing,omega=1.0,rbf,rbf(gamma=4.695539874725136),-1.8906837564461008,3.0000000000006337
duffing,omega=1.0,rbf,rbf(gamma=4.704725278414615),-1.8907931745500746,3.0000000000005813
duffing,omega=1.0,rbf,rbf(gamma=4.711807653363746),-1.8908772962793872,3.000000000000552
duffing,omega=1.0,rbf,rbf(gamma=4.802042454969445),-1.891930791179372,3.0000000000004796
duffing,omega=1.0,rbf,rbf(gamma=4.827741389329526),-1.8922247681053161,3.000000000000314
duffing,omega=1.0,rbf,rbf(gamma=4.840282137694677),-1.8923672731450534,3.0000000000005147
duffing,omega=1.0,rbf,rbf(gamma=5.030191842330899),-1.8944520970367609,3.000000000000392
duffing,omega=1.0,rbf,rbf(gamma=5.137886041753015),-1.895576678303435,3.000000000000328
duffing,omega=1.0,rbf,rbf(gamma=5.155241924572194),-1.8957542237226581,3.0000000000003606
duffing,omega=1.0,rbf,rbf(gamma=5.282213489436212),-1.897023280036653,3.0000000000003886
duffing,omega=1.0,rbf,rbf(gamma=5.292721336295903),-1.8971260147483253,3.0000000000004525
duffing,omega=1.0,rbf,rbf(gamma=5.665146324313894),-1.900559563355834,3.000000000000433
duffing,omega=1.0,rbf,rbf(gamma=5.7870582985309715),-1.901602675483347,3.0000000000003424
duffing,omega=1.0,rbf,rbf(gamma=5.939128388744899),-1.9028534035395592,3.00000000000036
duffing,omega=1.0,rbf,rbf(gamma=5.965993307897684),-1.903068803695625,3.0000000000004445
duffing,omega=1.0,rbf,rbf(gamma=6.249452280442342),-1.9052466320060366,3.000000000000433
duffing,omega=1.0,rbf,rbf(gamma=6.4144448438783455),-1.9064397306291998,3.000000000000341
duffing,omega=1.0,rbf,rbf(gamma=6.76056749764226),-1.9087831287066341,3.000000000000376
duffing,omega=1.0,rbf,rbf(gamma=6.762277041217201),-1.9087942031336436,3.0000000000004756
duffing,omega=1.0,rbf,rbf(gamma=6.94686518776038),-1.9099630238942724,3.0000000000005187
duffing,omega=1.0,rbf,rbf(gamma=7.16959228646138),-1.91130586521393,3.000000000000458
duffing,omega=1.0,rbf,rbf(gamma=7.213816454757681),-1.9115642022435455,3.000000000000386
duffing,omega=1.0,rbf,rbf(gamma=7.783123947795396),-1.9146678303518623,3.000000000000411
duffing,omega=1.0,rbf,rbf(gamma=7.975581906062089),-1.915632178176003,3.000000000000447
duffing,omega=1.0,rbf,rbf(gamma=8.28208982734967),-1.9170895549479219,3.000000000000462
duffing,omega=1.0,rbf,rbf(gamma=8.569194291932899),-1.9183743088925465,3.000000000000373
duffing,omega=1.0,rbf,rbf(gamma=8.665150564852329),-1.9187875758211412,3.0000000000004725
duffing,omega=1.0,rbf,rbf(gamma=8.786087019344853),-1.9192974977192347,3.0000000000004494
duffing,omega=1.0,rbf,rbf(gamma=8.941977133862768),-1.9199374705988277,3.0000000000003477
duffing,omega=1.0,rbf,rbf(gamma=9.055643717072906),-1.9203922623320835,3.000000000002403
duffing,omega=1.0,rbf,rbf(gamma=9.15356673590679),-1.9207763343293005,3.0000000000026286
duffing,omega=1.0,rbf,rbf(gamma=9.40945055682923),-1.9217476490587988,3.0000000000005262
duffing,omega=1.0,rbf,rbf(gamma=9.60408490993889),-1.922456726488683,3.0000000000005187
duffing,omega=1.2,hermite,hermite(bad),-2.312191054876609,2.99999999999982
duffing,omega=1.2,hermite,hermite(good),-1.2123532133193082,2.999999707000695
duffing,omega=1.2,hermite,hermite(ugly),-0.3043469759360156,1.0000082975499363
duffing,omega=1.2,linear,linear,-1.3594995217133086,2.000000000000005
duffing,omega=1.2,poly,poly(p=1),-1.7967045427673412,3.0000000000000213
duffing,omega=1.2,poly,poly(p=2),-2.4213890853339564,3.000000000000418
duffing,omega=1.2,poly,poly(p=3),-2.333165293372971,3.000000000001247
duffing,omega=1.2,poly,poly(p=4),1.0841056538202782,3.0000000000021925
duffing,omega=1.2,rbf,rbf(gamma=0.040225122233706376),-1.1374218698217589,3.0000000000000058
duffing,omega=1.2,rbf,rbf(gamma=0.08045024446741275),-1.239881615383579,3.00000000000013
duffing,omega=1.2,rbf,rbf(gamma=0.08267492256039076),-1.2447643701737483,3.0000000000000533
duffing,omega=1.2,rbf,rbf(gamma=0.09166822095266935),-1.2637881917130702,3.000000000000126
duffing,omega=1.2,rbf,rbf(gamma=0.09367506747882408),-1.2678829165015844,3.000000000000133
duffing,omega=1.2,rbf,rbf(gamma=0.09476154683726143),-1.2700776465995418,3.000000000000064
duffing,omega=1.2,rbf,rbf(gamma=0.0978227663349253),-1.2761794281753522,3.0000000000001528
duffing,omega=1.2,rbf,rbf(gamma=0.10210503979393232),-1.2845168969929406,3.0000000000000493
duffing,omega=1.2,rbf,rbf(gamma=0.10432317211131158),-1.2887471562059003,3.000000000000074
duffing,omega=1.2,rbf,rbf(gamma=0.10706908204209302),-1.2939026026126235,3.000000000000076
duffing,omega=1.2,rbf,rbf(gamma=0.10835773493417226),-1.2962915721017272,3.0000000000001656
duffing,omega=1.2,rbf,rbf(gamma=0.10840328821782774),-1.2963756689531387,3.000000000000296
duffing,omega=1.2,rbf,rbf(gamma=0.10960747720352937),-1.2985900912593813,3.000000000000196
duffing,omega=1.2,rbf,rbf(gamma=0.10968176965101091),-1.2987261658301712,3.0000000000001763
duffing,omega=1.2,rbf,rbf(gamma=0.11078877508879889),-1.3007463227767386,3.000000000000076
duffing,omega=1.2,rbf,rbf(gamma=0.1151886230268983),-1.3086398190708082,3.000000000000139
duffing,omega=1.2,rbf,rbf(gamma=0.11521616899868364),-1.30868856515343,3.000000000000186
duffing,omega=1.2,rbf,rbf(gamma=0.11903475762915991),-1.3153669319624541,3.0000000000002376
duffing,omega=1.2,rbf,rbf(gamma=0.11944144006950164),-1.3160690376797668,3.0000000000001115
duffing,omega=1.2,rbf,rbf(gamma=0.12048861768048315),-1.317868925884423,3.000000000000147
duffing,omega=1.2,rbf,rbf(gamma=0.12213872348672236),-1.3206819920874455,3.0000000000000813
duffing,omega=1.2,rbf,rbf(gamma=0.12632936014066443),-1.3277013070516883,3.0000000000001683
duffing,omega=1.2,rbf,rbf(gamma=0.1399376718065482),-1.3493248305049832,3.0000000000002154
duffing,omega=1.2,rbf,rbf(gamma=0.14039184272393843),-1.350017165331155,3.000000000000119
duffing,omega=1.2,rbf,rbf(gamma=0.1453101416731566),-1.3573993819809058,3.00000000000021
duffing,omega=1.2,rbf,rbf(gamma=0.15087544394796257),-1.3655057667331427,3.00000000000021
duffing,omega=1.2,rbf,rbf(gamma=0.15128694180796295),-1.3660950441485316,3.00000000000018
duffing,omega=1.2,rbf,rbf(gamma=0.15954183797627358),-1.3776332715238206,3.000000000000244
duffing,omega=1.2,rbf,rbf(gamma=0.1609004889348255),-1.379482002411578,3.0000000000002927
duffing,omega=1.2,rbf,rbf(gamma=0.16534984512078152),-1.385440389359547,3.0000000000002225
duffing,omega=1.2,rbf,rbf(gamma=0.17243006472998487),-1.3946290187009869,3.00000000000038
duffing,omega=1.2,rbf,rbf(gamma=0.17389303561341227),-1.3964842990520923,3.0000000000003273
duffing,omega=1.2,rbf,rbf(gamma=0.17874042717376168),-1.4025290993042032,3.0000000000003055
duffing,omega=1.2,rbf,rbf(gamma=0.1833364419053387),-1.4081190535246275,3.000000000000417
duffing,omega=1.2,rbf,rbf(gamma=0.18735013495764816),-1.4128919977849617,3.0000000000002753
duffing,omega=1.2,rbf,rbf(gamma=0.18774986000398033),-1.4133619108582856,3.0000000000002953
duffing,omega=1.2,rbf,rbf(gamma=0.18860606852300818),-1.414365198122885,3.000000000000341
duffing,omega=1.2,rbf,rbf(gamma=0.18952309367452286),-1.4154348409586417,3.0000000000003
duffing,omega=1.2,rbf,rbf(gamma=0.1956455326698506),-1.4224486822043143,3.0000000000002895
duffing,omega=1.2,rbf,rbf(gamma=0.20421007958786463),-1.4319021256496594,3.0000000000003837
duffing,omega=1.2,rbf,rbf(gamma=0.20864634422262315),-1.4366422438485067,3.000000000000218
duffing,omega=1.2,rbf,rbf(gamma=0.21413816408418604),-1.4423687641186298,3.0000000000001954
duffing,omega=1.2,rbf,rbf(gamma=0.21671546986834453),-1.445003876509895,3.0000000000002403
duffing,omega=1.2,rbf,rbf(gamma=0.21680657643565548),-1.4450964266633948,3.0000000000003415
duffing,omega=1.2,rbf,rbf(gamma=0.21921495440705874),-1.4475282925495883,3.0000000000002767
duffing,omega=1.2,rbf,rbf(gamma=0.21936353930202182),-1.4476774063310482,3.0000000000004188
duffing,omega=1.2,rbf,rbf(gamma=0.22157755017759778),-1.449886772483867,3.0000000000008367
duffing,omega=1.2,rbf,rbf(gamma=0.2303772460537966),-1.4584419838640184,3.0000000000002918
duffing,omega=1.2,rbf,rbf(gamma=0.2304323379973673),-1.4584944369502748,3.0000000000001616
duffing,omega=1.2,rbf,rbf(gamma=0.23806951525831982),-1.4656374125740594,3.000000000000489
duffing,omega=1.2,rbf,rbf(gamma=0.23888288013900327),-1.46638341798566,3.000000000000212
duffing,omega=1.2,rbf,rbf(gamma=0.2409772353609663),-1.4682915958521248,3.0000000000005707
duffing,omega=1.2,rbf,rbf(gamma=0.24427744697344472),-1.4712617433083608,3.0000000000005573
duffing,omega=1.2,rbf,rbf(gamma=0.25265872028132885),-1.4786092389649899,3.000000000000765
duffing,omega=1.2,rbf,rbf(gamma=0.2545512770535249),-1.480230707742414,3.000000000000485
duffing,omega=1.2,rbf,rbf(gamma=0.2586228563616837),-1.4836735537690113,3.0000000000003335
duffing,omega=1.2,rbf,rbf(gamma=0.2624337080999149),-1.4868408367650845,3.000000000000467
duffing,omega=1.2,rbf,rbf(gamma=0.2640402007709872),-1.4881603994260988,3.0000000000004134
duffing,omega=1.2,rbf,rbf(gamma=0.26499594084657774),-1.488941102216769,3.000000000000296
duffing,omega=1.2,rbf,rbf(gamma=0.26613940207275383),-1.4898709308587346,3.0000000000002456
duffing,omega=1.2,rbf,rbf(gamma=0.2798753436130964),-1.5006938089171407,3.000000000000386
duffing,omega=1.2,rbf,rbf(gamma=0.28078368544787685),-1.5013877048417719,3.000000000000298
duffing,omega=1.2,rbf,rbf(gamma=0.282937771483782),-1.5030228152251974,3.0000000000006906
duffing,omega=1.2,rbf,rbf(gamma=0.2906202833463132),-1.508737643319568,3.000000000000377
duffing,omega=1.2,rbf,rbf(gamma=0.293471242170321),-1.5108132291234078,3.000000000000432
duffing,omega=1.2,rbf,rbf(gamma=0.2944879783352341),-1.511547671911843,3.0000000000002385
duffing,omega=1.2,rbf,rbf(gamma=0.30173383683309535),-1.5166958697319632,3.0000000000002838
duffing,omega=1.2,rbf,rbf(gamma=0.30175088789592514),-1.5167078099506701,3.000000000000315
duffing,omega=1.2,rbf,rbf(gamma=0.3025176336059173),-1.5172438998784623,3.0000000000004747
duffing,omega=1.2,rbf,rbf(gamma=0.3025738836159259),-1.5172831644377,3.000000000000266
duffing,omega=1.2,rbf,rbf(gamma=0.31908367595254716),-1.5284421056170165,3.0000000000002873
duffing,omega=1.2,rbf,rbf(gamma=0.32111787760956345),-1.5297684714515407,3.0000000000002642
duffing,omega=1.2,rbf,rbf(gamma=0.321800977869651),-1.5302115774286154,3.0000000000002913
duffing,omega=1.2,rbf,rbf(gamma=0.33069969024156304),-1.535880745508214,3.000000000000402
duffing,omega=1.2,rbf,rbf(gamma=0.33079508351849396),-1.5359405000842934,3.000000000000283
duffing,omega=1.2,rbf,rbf(gamma=0.34486012945996974),-1.5445248626653456,3.0000000000002416
duffing,omega=1.2,rbf,rbf(gamma=0.34778607122682453),-1.5462560707728148,3.0000000000003237
duffing,omega=1.2,rbf,rbf(gamma=0.3540716452696184),-1.5499142832924526,3.0000000000004268
duffing,omega=1.2,rbf,rbf(gamma=0.35748085434752336),-1.551864551433453,3.0000000000004214
duffing,omega=1.2,rbf,rbf(gamma=0.3666728838106774),-1.5570082495355884,3.0000000000002847
duffing,omega=1.2,rbf,rbf(gamma=0.37287458174360527),-1.5603873071258825,3.000000000000206
duffing,omega=1.2,rbf,rbf(gamma=0.3747002699152963),-1.5613684710099467,3.0000000000002998
duffing,omega=1.2,rbf,rbf(gamma=0.37549972000796067),-1.5617961987782234,3.0000000000003255
duffing,omega=1.2,rbf,rbf(gamma=0.37721213704601636),-1.5627084970246192,3.0000000000002576
duffing,omega=1.2,rbf,rbf(gamma=0.3790461873490457),-1.5636797565159484,3.0000000000001976
duffing,omega=1.2,rbf,rbf(gamma=0.3912910653397012),-1.5700137989305272,3.0000000000002793
duffing,omega=1.2,rbf,rbf(gamma=0.40842015917572927),-1.5784584604114935,3.000000000000226
duffing,omega=1.2,rbf,rbf(gamma=0.4172926884452463),-1.5826541535965213,3.000000000000258
duffing,omega=1.2,rbf,rbf(gamma=0.42253546860264124),-1.5850791087601699,3.000000000000347
duffing,omega=1.2,rbf,rbf(gamma=0.4282763281683721),-1.587689699839432,3.000000000000249
duffing,omega=1.2,rbf,rbf(gamma=0.43343093973668906),-1.589994898168572,3.000000000000444
duffing,omega=1.2,rbf,rbf(gamma=0.43361315287131097),-1.5900757261036926,3.0000000000003886
duffing,omega=1.2,rbf,rbf(gamma=0.4384299088141175),-1.5921963224518372,3.000000000000343
duffing,omega=1.2,rbf,rbf(gamma=0.43872707860404364),-1.592326147165499,3.0000000000004428
duffing,omega=1.2,rbf,rbf(gamma=0.44315510035519556),-1.5942469871527978,3.000000000000354
duffing,omega=1.2,rbf,rbf(gamma=0.4607544921075932),-1.6016376592240587,3.0000000000003335
duffing,omega=1.2,rbf,rbf(gamma=0.4608646759947346),-1.6016827448272704,3.000000000000181
duffing,omega=1.2,rbf,rbf(gamma=0.47613903051663964),-1.6077972298327463,3.0000000000003006
duffing,omega=1.2,rbf,rbf(gamma=0.47776576027800655),-1.608432975238142,3.00000000000025
duffing,omega=1.2,rbf,rbf(gamma=0.4819544707219326),-1.610056716646664,3.0000000000005898
duffing,omega=1.2,rbf,rbf(gamma=0.48855489394688945),-1.612577311175003,3.0000000000004348
duffing,omega=1.2,rbf,rbf(gamma=0.5053174405626577),-1.6187778047257275,3.0000000000003055
duffing,omega=1.2,rbf,rbf(gamma=0.5091025541070499),-1.6201395936514171,3.0000000000002527
duffing,omega=1.2,rbf,rbf(gamma=0.5172457127233674),-1.623023376681208,3.000000000000279
duffing,omega=1.2,rbf,rbf(gamma=0.5248674161998298),-1.6256672469512043,3.000000000000203
duffing,omega=1.2,rbf,rbf(gamma=0.5280804015419744),-1.626766207543847,3.0000000000002784
duffing,omega=1.2,rbf,rbf(gamma=0.5299918816931555),-1.627415698040708,3.0000000000002305
duffing,omega=1.2,rbf,rbf(gamma=0.5322788041455077),-1.628188579574011,3.0000000000002487
duffing,omega=1.2,rbf,rbf(gamma=0.5415719103032706),-1.6312832829228903,3.0000000000002482
duffing,omega=1.2,rbf,rbf(gamma=0.5597506872261928),-1.6371321457326573,3.0000000000005014
duffing,omega=1.2,rbf,rbf(gamma=0.5615673708957537),-1.637702325859656,3.0000000000002487
duffing,omega=1.2,rbf,rbf(gamma=0.565875542967564),-1.6390444084427063,3.0000000000003717
duffing,omega=1.2,rbf,rbf(gamma=0.5812405666926264),-1.643718759008771,3.0000000000003033
duffing,omega=1.2,rbf,rbf(gamma=0.586942484340642),-1.6454102712609195,3.00000000000043
duffing,omega=1.2,rbf,rbf(gamma=0.5889759566704682),-1.6460080334552405,3.000000000000479
duffing,omega=1.2,rbf,rbf(gamma=0.6002553068711807),-1.6492726504127686,3.00000000000046
duffing,omega=1.2,rbf,rbf(gamma=0.6034676736661907),-1.6501869077279414,3.000000000000456
duffing,omega=1.2,rbf,rbf(gamma=0.6035017757918503),-1.6501965771685718,3.0000000000004383
duffing,omega=1.2,rbf,rbf(gamma=0.6050352672118346),-1.6506306072882289,3.000000000000503
duffing,omega=1.2,rbf,rbf(gamma=0.6051477672318518),-1.6506623885298648,3.000000000000476
duffing,omega=1.2,rbf,rbf(gamma=0.6287739802913623),-1.6571603644251187,3.0000000000003575
duffing,omega=1.2,rbf,rbf(gamma=0.6381673519050943),-1.6596501322292034,3.0000000000003975
duffing,omega=1.2,rbf,rbf(gamma=0.6422357552191269),-1.6607126653386735,3.0000000000004303
duffing,omega=1.2,rbf,rbf(gamma=0.643601955739302),-1.6610673647242544,3.0000000000003784
duffing,omega=1.2,rbf,rbf(gamma=0.6602766861795265),-1.6653133405266918,3.0000000000004072
duffing,omega=1.2,rbf,rbf(gamma=0.6613993804831261),-1.6655938144813378,3.000000000000379
duffing,omega=1.2,rbf,rbf(gamma=0.6615901670369879),-1.6656414108312159,3.000000000000353
duffing,omega=1.2,rbf,rbf(gamma=0.6897202589199395),-1.6724550870651356,3.000000000000447
duffing,omega=1.2,rbf,rbf(gamma=0.6955721424536491),-1.6738235205242435,3.0000000000004072
duffing,omega=1.2,rbf,rbf(gamma=0.7081432905392367),-1.6767090334585724,3.000000000000348
duffing,omega=1.2,rbf,rbf(gamma=0.7149617086950467),-1.6782440062307307,3.0000000000004015
duffing,omega=1.2,rbf,rbf(gamma=0.7233822873163714),-1.6801113213244483,3.000000000000276
duffing,omega=1.2,rbf,rbf(gamma=0.7333457676213548),-1.682281408599396,3.0000000000003397
duffing,omega=1.2,rbf,rbf(gamma=0.7423910485931123),-1.6842156045555645,3.0000000000005174
duffing,omega=1.2,rbf,rbf(gamma=0.7457491634872105),-1.6849251909010332,3.0000000000003815
duffing,omega=1.2,rbf,rbf(gamma=0.7494005398305926),-1.685691611175957,3.0000000000007474
duffing,omega=1.2,rbf,rbf(gamma=0.7509994400159213),-1.6860255498988925,3.000000000000451
duffing,omega=1.2,rbf,rbf(gamma=0.7544242740920327),-1.6867374546089666,3.0000000000003975
duffing,omega=1.2,rbf,rbf(gamma=0.7580923746980914),-1.687494845470738,3.000000000000322
duffing,omega=1.2,rbf,rbf(gamma=0.7825821306794024),-1.69242108282243,3.0000000000003837
duffing,omega=1.2,rbf,rbf(gamma=0.8168403183514585),-1.6989545061315876,3.0000000000004494
duffing,omega=1.2,rbf,rbf(gamma=0.8345853768904926),-1.7021864762352672,3.0000000000004494
duffing,omega=1.2,rbf,rbf(gamma=0.8450709372052825),-1.7040502627032936,3.0000000000002776
duffing,omega=1.2,rbf,rbf(gamma=0.8565526563367442),-1.7060533615971087,3.000000000000392
duffing,omega=1.2,rbf,rbf(gamma=0.8668618794733781),-1.70781926793811,3.0000000000004157
duffing,omega=1.2,rbf,rbf(gamma=0.8672263057426219),-1.7078811381291288,3.0000000000004827
duffing,omega=1.2,rbf,rbf(gamma=0.876859817628235),-1.7095031981525024,3.0000000000004463
duffing,omega=1.2,rbf,rbf(gamma=0.8774541572080873),-1.709602429590977,3.000000000000463
duffing,omega=1.2,rbf,rbf(gamma=0.8863102007103911),-1.71106965220795,3.000000000000297
duffing,omega=1.2,rbf,rbf(gamma=0.8961990358076725),-1.7126831856542184,3.0000000000004206
duffing,omega=1.2,rbf,rbf(gamma=0.9215089842151865),-1.7166982834643374,3.0000000000004694
duffing,omega=1.2,rbf,rbf(gamma=0.9217293519894691),-1.716732539948288,3.0000000000006124
duffing,omega=1.2,rbf,rbf(gamma=0.9522780610332793),-1.7213695873110284,3.000000000000332
duffing,omega=1.2,rbf,rbf(gamma=0.9555315205560131),-1.7218507266672962,3.000000000000581
duffing,omega=1.2,rbf,rbf(gamma=0.9639089414438652),-1.7230787565856411,3.00000000000036
duffing,omega=1.2,rbf,rbf(gamma=0.9728904934744245),-1.7243782465629185,3.00000000000038
duffing,omega=1.2,rbf,rbf(gamma=0.9771097878937789),-1.7249827114079619,3.0000000000002944
duffing,omega=1.2,rbf,rbf(gamma=1.0106348811253154),-1.729654290837237,3.0000000000003517
duffing,omega=1.2,rbf,rbf(gamma=1.0182051082140997),-1.7306780387109315,3.000000000000273
duffing,omega=1.2,rbf,rbf(gamma=1.0344914254467348),-1.7328433397435494,3.0000000000002487
duffing,omega=1.2,rbf,rbf(gamma=1.0497348323996596),-1.7348253952970307,3.0000000000003126
duffing,omega=1.2,rbf,rbf(gamma=1.0561608030839489),-1.7356483989466371,3.000000000000398
duffing,omega=1.2,rbf,rbf(gamma=1.059983763386311),-1.7361345606921053,3.0000000000003553
duffing,omega=1.2,rbf,rbf(gamma=1.0645576082910153),-1.7367128555975266,3.0000000000003477
duffing,omega=1.2,rbf,rbf(gamma=1.0711492864916123),-1.7375399162920617,3.000000000000236
duffing,omega=1.2,rbf,rbf(gamma=1.0831438206065411),-1.7390259435156052,3.000000000000371
duffing,omega=1.2,rbf,rbf(gamma=1.0982608774181066),-1.7408648788531726,3.0000000000003832
duffing,omega=1.2,rbf,rbf(gamma=1.1195013744523856),-1.7433869668030617,3.0000000000005294
duffing,omega=1.2,rbf,rbf(gamma=1.1231347417915074),-1.7438113726874522,3.0000000000004303
duffing,omega=1.2,rbf,rbf(gamma=1.131751085935128),-1.7448098276090356,3.000000000000323
duffing,omega=1.2,rbf,rbf(gamma=1.1319554646341132),-1.7448333753814378,3.000000000000418
duffing,omega=1.2,rbf,rbf(gamma=1.1624811333852527),-1.7482818690974797,3.0000000000004428
duffing,omega=1.2,rbf,rbf(gamma=1.173884968681284),-1.7495362272482862,3.0000000000005094
duffing,omega=1.2,rbf,rbf(gamma=1.1779519133409364),-1.7499792435085972,3.000000000000437
duffing,omega=1.2,rbf,rbf(gamma=1.2005106137423613),-1.7523963546370431,3.0000000000004143
duffing,omega=1.2,rbf,rbf(gamma=1.2069353473323814),-1.7530725532755407,3.000000000000353
duffing,omega=1.2,rbf,rbf(gamma=1.2070035515837005),-1.75307970328272,3.000000000000394
duffing,omega=1.2,rbf,rbf(gamma=1.2100705344236693),-1.753400608464293,3.000000000000451
duffing,omega=1.2,rbf,rbf(gamma=1.2102955344637036),-1.7534241035528284,3.000000000000362
duffing,omega=1.2,rbf,rbf(gamma=1.2575479605827247),-1.7582201384481317,3.000000000000418
duffing,omega=1.2,rbf,rbf(gamma=1.2763347038101887),-1.7600537611573353,3.000000000000419
duffing,omega=1.2,rbf,rbf(gamma=1.2844715104382538),-1.7608356101586917,3.000000000000332
duffing,omega=1.2,rbf,rbf(gamma=1.2888104811430485),-1.761249548733894,3.000000000000337
duffing,omega=1.2,rbf,rbf(gamma=1.320553372359053),-1.764216404418019,3.0000000000003975
duffing,omega=1.2,rbf,rbf(gamma=1.3227987609662522),-1.7644222737482096,3.000000000000348
duffing,omega=1.2,rbf,rbf(gamma=1.3231803340739758),-1.7644572070438418,3.0000000000003815
duffing,omega=1.2,rbf,rbf(gamma=1.379440517839879),-1.7694502036462627,3.000000000000425
duffing,omega=1.2,rbf,rbf(gamma=1.3911442849072981),-1.7704511158062228,3.000000000000344
duffing,omega=1.2,rbf,rbf(gamma=1.4162865810784735),-1.7725596631445366,3.000000000000395
duffing,omega=1.2,rbf,rbf(gamma=1.4299234173900934),-1.7736802282802764,3.0000000000003753
duffing,omega=1.2,rbf,rbf(gamma=1.4467645746327429),-1.7750423983464574,3.000000000000395
duffing,omega=1.2,rbf,rbf(gamma=1.4666915352427097),-1.7766240531517579,3.000000000000426
duffing,omega=1.2,rbf,rbf(gamma=1.4847820971862247),-1.7780325424000578,3.000000000000346
duffing,omega=1.2,rbf,rbf(gamma=1.491498326974421),-1.7785489762737408,3.0000000000003637
duffing,omega=1.2,rbf,rbf(gamma=1.4988010796611853),-1.7791066000782791,3.000000000000329
duffing,omega=1.2,rbf,rbf(gamma=1.5019988800318427),-1.779349507441155,3.000000000000273
duffing,omega=1.2,rbf,rbf(gamma=1.5088485481840654),-1.7798672342283428,3.0000000000003944
duffing,omega=1.2,rbf,rbf(gamma=1.5161847493961829),-1.7804178715319514,3.0000000000003744
duffing,omega=1.2,rbf,rbf(gamma=1.5623630701105855),-1.7837950674094503,3.000000000000371
duffing,omega=1.2,rbf,rbf(gamma=1.5651642613588048),-1.7839951425590719,3.0000000000003055
duffing,omega=1.2,rbf,rbf(gamma=1.6036112109695864),-1.7866883697903748,3.000000000000449
duffing,omega=1.2,rbf,rbf(gamma=1.633680636702917),-1.7887285586278923,3.000000000000462
duffing,omega=1.2,rbf,rbf(gamma=1.6691707537809852),-1.791065627580746,3.0000000000004525
duffing,omega=1.2,rbf,rbf(gamma=1.690141874410565),-1.7924120393357421,3.0000000000003415
duffing,omega=1.2,rbf,rbf(gamma=1.6905692603043003),-1.792439219285831,3.0000000000004703
duffing,omega=1.2,rbf,rbf(gamma=1.7131053126734883),-1.7938580400837758,3.00000000000035
duffing,omega=1.2,rbf,rbf(gamma=1.7337237589467562),-1.7951319245559627,3.000000000000306
duffing,omega=1.2,rbf,rbf(gamma=1.7344526114852439),-1.7951765412942426,3.0000000000003033
duffing,omega=1.2,rbf,rbf(gamma=1.736716296940095),-1.7953149344507944,3.0000000000002855
duffing,omega=1.2,rbf,rbf(gamma=1.75371963525647),-1.7963459056534685,3.0000000000003997
duffing,omega=1.2,rbf,rbf(gamma=1.7549083144161746),-1.7964174205299324,3.0000000000003766
duffing,omega=1.2,rbf,rbf(gamma=1.7726204014207823),-1.7974745312198357,3.0000000000003784
duffing,omega=1.2,rbf,rbf(gamma=1.792398071615345),-1.7986364159870292,3.0000000000004547
duffing,omega=1.2,rbf,rbf(gamma=1.8034541136894202),-1.7992776092321998,3.0000000000004436
duffing,omega=1.2,rbf,rbf(gamma=1.843017968430373),-1.8015247781344295,3.0000000000004228
duffing,omega=1.2,rbf,rbf(gamma=1.8434587039789383),-1.801549404125036,3.000000000000385
duffing,omega=1.2,rbf,rbf(gamma=1.9045561220665586),-1.804880210064226,3.000000000000639
duffing,omega=1.2,rbf,rbf(gamma=1.9110630411120262),-1.8052255191936342,3.0000000000005485
duffing,omega=1.2,rbf,rbf(gamma=1.9278178828877304),-1.8061066180588163,3.000000000000483
duffing,omega=1.2,rbf,rbf(gamma=1.945780986948849),-1.807038606644797,3.000000000000473
duffing,omega=1.2,rbf,rbf(gamma=1.9542195757875578),-1.8074719936380979,3.0000000000004263
duffing,omega=1.2,rbf,rbf(gamma=1.9938954765155223),-1.8094726912528187,3.000000000000741
duffing,omega=1.2,rbf,rbf(gamma=10.060383684661797),-1.9181137847001113,3.000000000000774
duffing,omega=1.2,rbf,rbf(gamma=10.310483849144388),-1.9191006294209163,3.000000000000649
duffing,omega=1.2,rbf,rbf(gamma=10.564426978872424),-1.9200613074454367,3.0000000000006195
duffing,omega=1.2,rbf,rbf(gamma=11.574116597061943),-1.9235144702444424,3.0000000000010836
duffing,omega=1.2,rbf,rbf(gamma=11.878256777489797),-1.9244526220963962,3.0000000000015548
duffing,omega=1.2,rbf,rbf(gamma=12.498904560884684),-1.926239739293745,3.0000000000005778
duffing,omega=1.2,rbf,rbf(gamma=12.828889687756691),-1.92712607909057,3.00000000000064
duffing,omega=1.2,rbf,rbf(gamma=13.524554082434403),-1.928864476972503,3.000000000001286
duffing,omega=1.2,rbf,rbf(gamma=13.89373037552076),-1.9297214314036883,3.0000000000005502
duffing,omega=1.2,rbf,rbf(gamma=14.33918457292276),-1.9307003493796044,3.0000000000004925
duffing,omega=1.2,rbf,rbf(gamma=14.427632909515362),-1.9308879334851987,3.00000000000065
duffing,omega=1.2,rbf,rbf(gamma=15.566247895590791),-1.9331204710841774,3.000000000000656
duffing,omega=1.2,rbf,rbf(gamma=15.951163812124179),-1.9338053405690738,3.000000000000932
duffing,omega=1.2,rbf,rbf(gamma=16.56417965469934),-1.9348313029366524,3.000000000000556
duffing,omega=1.2,rbf,rbf(gamma=17.138388583865797),-1.9357258749662503,3.0000000000008584
