kernel,kind,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
hermite(bad),omega=2.0,Reduced Rank,8,,4,0.19138869701910133,5
hermite(ugly),omega=2.0,Reduced Rank,8,,0,2.7331671795342882,3
hermite(good),omega=2.0,Reduced Rank,9,,2,1.5421858144919374,5
hermite(bad),omega=2.0,Reduced Rank,9,,3,0.0010007346087738123,4
hermite(ugly),omega=2.0,Reduced Rank,9,,3,4.8222099790558195,5
hermite(good),omega=3.0,Principal Components (kDMD),0,,3,0.0011323796702090716,5
hermite(bad),omega=3.0,Principal Components (kDMD),0,,3,0.001132520147114624,5
hermite(ugly),omega=3.0,Principal Components (kDMD),0,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),1,,4,0.0010505636247145622,5
hermite(bad),omega=3.0,Principal Components (kDMD),1,,3,0.0010422067325276396,5
hermite(ugly),omega=3.0,Principal Components (kDMD),1,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),2,,4,0.0011254378878140514,5
hermite(bad),omega=3.0,Principal Components (kDMD),2,,4,0.0011310163721877098,5
hermite(ugly),omega=3.0,Principal Components (kDMD),2,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),3,,4,0.0010084129031917577,5
hermite(bad),omega=3.0,Principal Components (kDMD),3,,3,0.0010004899405071654,5
hermite(ugly),omega=3.0,Principal Components (kDMD),3,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),4,,4,0.0009168594804682684,5
hermite(bad),omega=3.0,Principal Components (kDMD),4,,4,0.0009119418424651249,5
hermite(ugly),omega=3.0,Principal Components (kDMD),4,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),5,,4,0.0010098437115368952,5
hermite(bad),omega=3.0,Principal Components (kDMD),5,,4,0.0010079541649115065,5
hermite(ugly),omega=3.0,Principal Components (kDMD),5,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),6,,4,0.001015431030534697,5
hermite(bad),omega=3.0,Principal Components (kDMD),6,,4,0.001053591761616457,5
hermite(ugly),omega=3.0,Principal Components (kDMD),6,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),7,,4,0.0011671000626937156,5
hermite(bad),omega=3.0,Principal Components (kDMD),7,,4,0.001176646616517396,5
hermite(ugly),omega=3.0,Principal Components (kDMD),7,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),8,,4,0.0010558188256178935,5
hermite(bad),omega=3.0,Principal Components (kDMD),8,,4,0.0010470461096769856,5
hermite(ugly),omega=3.0,Principal Components (kDMD),8,,1,,1
hermite(good),omega=3.0,Principal Components (kDMD),9,,4,0.0009334896502261048,5
hermite(bad),omega=3.0,Principal Components (kDMD),9,,3,0.0009313412962405065,5
hermite(ugly),omega=3.0,Principal Components (kDMD),9,,1,,1
hermite(good),omega=3.0,Reduced Rank,0,,5,1.4804250400247883,5
hermite(bad),omega=3.0,Reduced Rank,0,,5,0.42320565408541877,5
hermite(ugly),omega=3.0,Reduced Rank,0,,3,3.968149831592432,5
hermite(good),omega=3.0,Reduced Rank,1,,5,0.565419769083169,5
hermite(bad),omega=3.0,Reduced Rank,1,,5,1.3235121423409333,5
hermite(ugly),omega=3.0,Reduced Rank,1,,0,2.8459234345101145,5
hermite(good),omega=3.0,Reduced Rank,2,,4,2.096387164499,5
hermite(bad),omega=3.0,Reduced Rank,2,,5,0.3279917032173889,5
hermite(ugly),omega=3.0,Reduced Rank,2,,3,5.276484578114115,5
hermite(good),omega=3.0,Reduced Rank,3,,5,2.8576282511701034,5
hermite(bad),omega=3.0,Reduced Rank,3,,4,0.9820858862200459,5
hermite(ugly),omega=3.0,Reduced Rank,3,,1,4.279350370397925,5
hermite(good),omega=3.0,Reduced Rank,4,,5,1.7147609547343154,5
hermite(bad),omega=3.0,Reduced Rank,4,,5,0.03692964227158235,5
hermite(ugly),omega=3.0,Reduced Rank,4,,3,4.215047167838517,5
hermite(good),omega=3.0,Reduced Rank,5,,2,2.2557312741432103,4
hermite(bad),omega=3.0,Reduced Rank,5,,5,0.4024235966220353,5
hermite(ugly),omega=3.0,Reduced Rank,5,,1,3.913069652140878,4
hermite(good),omega=3.0,Reduced Rank,6,,3,2.9683571914180003,5
hermite(bad),omega=3.0,Reduced Rank,6,,2,0.8378839994178766,5
hermite(ugly),omega=3.0,Reduced Rank,6,,2,4.292543767447814,5
hermite(good),omega=3.0,Reduced Rank,7,,2,2.738122513792212,5
hermite(bad),omega=3.0,Reduced Rank,7,,5,0.20437523580843564,5
hermite(ugly),omega=3.0,Reduced Rank,7,,4,3.1869438878115774,5
hermite(good),omega=3.0,Reduced Rank,8,,2,1.46292216953816,4
hermite(bad),omega=3.0,Reduced Rank,8,,3,0.0005248077873889478,4
hermite(ugly),omega=3.0,Reduced Rank,8,,1,4.07931331454231,4
hermite(good),omega=3.0,Reduced Rank,9,,4,3.6132425931241743,5
hermite(bad),omega=3.0,Reduced Rank,9,,5,1.2371420627232466,5
hermite(ugly),omega=3.0,Reduced Rank,9,,4,4.931302803412051,5
