kind,kernel,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),0,1,0.12772254050916762,3.0531705335548875,0.041832756836041145,0.0015439452682893347,0.12761722641887407,0.9999999981083851,0.0,0.12761722641887407
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),0,2,0.371089147810695,8.870779166315474,0.041832756836041145,0.6877097307216518,0.12761722641887407,0.8723827716895111,0.0,0.12761722641887407
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),0,3,0.3779925085635929,9.03580201623079,0.041832756836041145,0.7275345391816962,0.12761722641887407,0.8593092410234784,0.0,0.12761722641887407
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),0,4,0.5177481999093578,12.376621553741115,0.041832756836041145,0.9371829259666096,0.12761722641887407,0.5330364826388924,0.0,0.12761722641887407
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),0,5,0.5241107472798764,12.528716415560906,0.041832756836041145,0.9316336248501187,0.12761722641887407,0.4597483429011293,0.0,0.12761722641887407
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),1,1,0.0,0.0,0.041978135749080776,0.001597988220142096,0.12104087507785433,1.000000000988232,0.0,0.12104087507785433
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),1,2,0.3724414812751524,8.872273020921565,0.041978135749080776,0.7006443265592728,0.12104087507785433,0.8789591259103776,0.0,0.12104087507785433
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),1,3,0.38753842584820025,9.231911301746802,0.041978135749080776,0.683737188971824,0.12104087507785433,0.8423372184641104,0.0,0.12104087507785433
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),1,4,0.5230439349764066,12.459913372590872,0.041978135749080776,0.9229597480534953,0.12104087507785433,0.45955961622642144,0.010489281309123471,0.12104087507785433
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),1,5,0.5230439349764066,12.459913372590872,0.041978135749080776,0.9229597480534953,0.12104087507785433,0.45955961622642144,-0.010489281309123471,0.12104087507785433
cycle_12,resolvent(beta=0.0001),Principal Components (kDMD),2,1,0.0,0.0,0.041754205516122446,0.0016948022291136391,0.1278304584026062,1.000000000142709,0.0,0.1278304584026062
