kind,kernel,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
damping=0.0,rbf(gamma=25.0),Reduced Rank,3,0,4,5.276973080725611e-08,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,4,0,4,8.594162714814502e-09,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,5,0,4,1.0201204214688175e-08,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,6,0,4,4.968367905977544e-08,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,7,0,4,3.4929781289605444e-10,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,8,0,4,1.9579739385378048e-08,5
damping=0.0,rbf(gamma=25.0),Reduced Rank,9,0,4,3.0384772697900075e-08,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),0,0,4,0.0016817614017140547,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),1,0,2,0.0013444605643461172,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),2,0,4,0.0015448771416101126,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),3,0,2,0.0013054999983557192,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),4,0,4,0.0016861484136758698,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),5,0,2,0.0014652347085470918,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),6,0,4,0.0013376342973412392,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),7,0,4,0.00161350137702565,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),8,0,4,0.0017625594161753133,5
damping=0.1,rbf(gamma=0.5),Principal Components (kDMD),9,0,4,0.0017157541741982252,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),0,0,4,0.0017743777021836937,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),1,0,2,0.001118088895188718,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),2,0,4,0.0014361812909999827,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),3,0,2,0.0010533252468241106,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),4,0,4,0.001914745431154663,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),5,0,2,0.0013343604219610006,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),6,0,4,0.0010778265528366138,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),7,0,4,0.0016324288005018506,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),8,0,4,0.0014990819802080946,5
damping=0.1,rbf(gamma=1.0),Principal Components (kDMD),9,0,4,0.0017774559219756458,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),0,0,4,0.0011737740500582516,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),1,0,2,0.0006737832640818509,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),2,0,4,0.0011412960494938673,5
