kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),3.0,1.0,0.0145272517074184,,11.75997014162348,0.0012353136557719943,0.25916551272070965,,,5.0,0.006904674394011212,,5.0
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,3.0,1.0,56.264013648371815,,87.04622681825258,0.6463693568918016,0.2597307925046022,,,4.0,0.0067239481875353,,5.0
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),3.0,1.0,0.014694912487784534,,10.414138050471484,0.001411054128202117,0.25673370124292694,,,4.0,0.007993916313397076,,5.0
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,3.0,1.0,28.841140274327902,,81.90353535428707,0.3521354743671425,0.2550351766518795,,,4.0,0.00781605716343936,,5.0
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),3.0,1.0,0.018973685370542955,,10.241455813009972,0.0018526355741768877,0.23576159614733955,,,5.0,0.007270700268699581,,5.0
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,3.0,1.0,52.788272288828345,,92.04920823316766,0.5734788305306401,0.23277049558315963,,,5.0,0.007035617817938378,,5.0
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),3.0,1.0,0.019738853338850053,,12.298154881348182,0.0016050255936186574,0.2650570863374872,,,4.0,0.009336517090854701,,5.0
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,3.0,1.0,40.353968218670786,,74.8900105609218,0.5388431369741027,0.2654947208343773,,,4.0,0.008975403120196623,,5.0
rbf(gamma=0.03683909825494282),omega=0.5,Principal Components (kDMD),3.0,1.0,0.018677559329914113,,11.776716409459238,0.001585973431007646,0.2270111267514661,,,4.0,0.005263340813056239,,5.0
rbf(gamma=0.03683909825494282),omega=0.5,Reduced Rank,3.0,1.0,122.12766553375005,,99.3089045310881,1.2297755786392615,0.2256427155419454,,,4.0,0.004981192058695849,,5.0
rbf(gamma=0.03687187338817967),omega=0.0,Principal Components (kDMD),3.0,1.0,0.015256417567304847,,11.221459752582728,0.0013595751269163917,0.21602929233436824,,,4.0,0.008386840288629127,,5.0
rbf(gamma=0.03687187338817967),omega=0.0,Reduced Rank,3.0,1.0,42.6508081731552,,64.14681779979736,0.6648935931049402,0.21302996370832772,,,4.0,0.008059961556605155,,5.0
rbf(gamma=0.03698414526286625),omega=0.5,Principal Components (kDMD),3.0,1.0,0.01736741161639922,,10.365202020276238,0.0016755497463942694,0.26628382210617796,,,4.0,0.008705773971067865,,5.0
rbf(gamma=0.03698414526286625),omega=0.5,Reduced Rank,3.0,1.0,42.223332577942344,,89.85793867415552,0.4698898416872587,0.26499312065614206,,,4.0,0.008446246705705152,,5.0
rbf(gamma=0.037157577723778375),omega=0.0,Principal Components (kDMD),3.0,1.0,0.02510049633073643,,13.21431461377604,0.0018994928654543258,0.22198215011660638,,,4.0,0.008032016136268028,,5.0
rbf(gamma=0.037157577723778375),omega=0.0,Reduced Rank,3.0,1.0,67.44673139965155,,88.884494234246,0.7588132438702142,0.21936571806786975,,,4.0,0.007857502199840938,,5.0
rbf(gamma=0.037808931722169516),omega=0.0,Principal Components (kDMD),3.0,1.0,0.018542347440981852,,10.581850930343403,0.0017522782699396916,0.25751781165558174,,,4.0,0.006835985726854621,,5.0
rbf(gamma=0.037808931722169516),omega=0.0,Reduced Rank,3.0,1.0,135.66617312378733,,98.41296057836257,1.3785396997152772,0.256362450734943,,,4.0,0.006681717534458231,,5.0
