kind,kernel,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag
N/A,hermite(good),Principal Components (kDMD),0,1,5.6302195276191085e-09,6.686471558026088,8.420314778518559e-10,5.596398578904027e-05,0.048957250728609014,0.9999999999997519,0.0
N/A,hermite(good),Principal Components (kDMD),0,2,6.845911288190707e-08,81.30232026070588,8.420314778518559e-10,0.5364457754771063,0.048957250728609014,0.9510427492711429,0.0
N/A,hermite(good),Principal Components (kDMD),0,3,1.7082623004107923e-07,202.87392399733278,8.420314778518559e-10,0.7516802125884243,0.048957250728609014,0.7809808602227231,0.0
N/A,hermite(good),Principal Components (kDMD),0,4,1.4874700664510492e-07,176.65254869637423,8.420314778518559e-10,0.915952676308032,0.048957250728609014,0.5317609312925421,0.0
N/A,hermite(good),Principal Components (kDMD),0,5,3.195363655034656e-07,379.48268432748984,8.420314778518559e-10,0.9728949706417499,0.048957250728609014,0.25604052297996494,0.0
N/A,hermite(good),Principal Components (kDMD),1,1,5.165795285807039e-09,6.686585101266042,7.725610618234626e-10,5.492314012241737e-05,0.04734925063108553,0.9999999999983706,0.0
N/A,hermite(good),Principal Components (kDMD),1,2,3.849024746059288e-08,49.821624933756055,7.725610618234626e-10,0.5860366873497074,0.04734925063108553,0.9526507493672851,0.0
N/A,hermite(good),Principal Components (kDMD),1,3,1.515673133177726e-07,196.18813425573234,7.725610618234626e-10,0.7699930768914852,0.04734925063108553,0.8014836959781434,0.0
N/A,hermite(good),Principal Components (kDMD),1,4,9.542133338559734e-08,123.51299864942197,7.725610618234626e-10,0.9324445725925847,0.04734925063108553,0.5458596163102591,0.0
N/A,hermite(good),Principal Components (kDMD),1,5,3.017787026816261e-07,390.62116587825824,7.725610618234626e-10,0.9854690355403033,0.04734925063108553,0.27324988681966117,0.0
N/A,hermite(good),Principal Components (kDMD),2,1,5.1772958261163905e-09,6.686393858652631,7.743031498834953e-10,7.327115517756643e-05,0.04454419438385393,0.9999999999992881,0.0
N/A,hermite(good),Principal Components (kDMD),2,2,3.5091161153013486e-08,45.319667314143615,7.743031498834953e-10,0.5359050748636262,0.04454419438385393,0.9554558056154342,0.0
N/A,hermite(good),Principal Components (kDMD),2,3,1.6166496015883697e-07,208.7876824253675,7.743031498834953e-10,0.81123256250281,0.04454419438385393,0.807212203955097,0.0
N/A,hermite(good),Principal Components (kDMD),2,4,1.020436563931475e-07,131.78773250309183,7.743031498834953e-10,0.9291095399574026,0.04454419438385393,0.5116399067276173,0.0
N/A,hermite(good),Principal Components (kDMD),2,5,2.993554490936924e-07,386.6127228576231,7.743031498834953e-10,0.9851721656676057,0.04454419438385393,0.2167025148587865,0.0
N/A,hermite(good),Principal Components (kDMD),3,1,5.137105238581245e-09,6.686440016290332,7.682870445357461e-10,6.558868613078206e-05,0.05028389652775078,0.999999999998871,0.0
N/A,hermite(good),Principal Components (kDMD),3,2,6.233556892652298e-08,81.13578039597242,7.682870445357461e-10,0.5727537354720368,0.05028389652775078,0.9497161034711202,0.0
N/A,hermite(good),Principal Components (kDMD),3,3,1.5187202887085122e-07,197.67615496187776,7.682870445357461e-10,0.8102981533263862,0.05028389652775078,0.8033277741997081,0.0
N/A,hermite(good),Principal Components (kDMD),3,4,1.2061774069445482e-07,156.9956718030312,7.682870445357461e-10,0.9178715820489025,0.05028389652775078,0.5542249230665189,0.0
N/A,hermite(good),Principal Components (kDMD),3,5,2.9980306709055e-07,390.2227288912732,7.682870445357461e-10,0.9871884813578291,0.05028389652775078,0.3065105420396978,0.0
N/A,hermite(good),Principal Components (kDMD),4,1,4.953575652768049e-09,6.68665142360481,7.408155949749731e-10,4.89363430196402e-05,0.039489323118496955,0.9999999999975172,0.0
N/A,hermite(good),Principal Components (kDMD),4,2,5.816263666580325e-08,78.51162564655264,7.408155949749731e-10,0.5213926198211786,0.039489323118496955,0.9605106768790203,0.0
N/A,hermite(good),Principal Components (kDMD),4,3,1.5596364205749528e-07,210.52964208017812,7.408155949749731e-10,0.7678787074167254,0.039489323118496955,0.7916475332564159,0.0
N/A,hermite(good),Principal Components (kDMD),4,4,9.684774186352229e-08,130.7312407034224,7.408155949749731e-10,0.9146831739557395,0.039489323118496955,0.5166236531561207,0.0
N/A,hermite(good),Principal Components (kDMD),4,5,2.894076650518931e-07,390.6608702826648,7.408155949749731e-10,0.9870100450133259,0.039489323118496955,0.2703071357457084,0.0
N/A,hermite(good),Principal Components (kDMD),5,1,4.525586639520615e-09,6.686201253496802,6.768546844374134e-10,6.314315221436854e-05,0.043950322835823785,0.9999999999972942,0.0
N/A,hermite(good),Principal Components (kDMD),5,2,4.784613533222978e-08,70.68893284235511,6.768546844374134e-10,0.5641549755409938,0.043950322835823785,0.9560496771614704,0.0
N/A,hermite(good),Principal Components (kDMD),5,3,1.4364652107164742e-07,212.22653011708596,6.768546844374134e-10,0.8112870944269642,0.043950322835823785,0.7875689958782057,0.0
N/A,hermite(good),Principal Components (kDMD),5,4,9.965442399533865e-08,147.23163817381158,6.768546844374134e-10,0.9229756793084211,0.043950322835823785,0.5001289609991062,0.0
N/A,hermite(good),Principal Components (kDMD),5,5,2.6770364599856056e-07,395.51125544926964,6.768546844374134e-10,0.9882810264365682,0.043950322835823785,0.19591163992267246,0.0
N/A,hermite(good),Principal Components (kDMD),6,1,4.454857125796125e-09,6.6866334239090754,6.662331914094625e-10,8.692430766152066e-05,0.04843854237295997,1.0000000000010707,0.0
N/A,hermite(good),Principal Components (kDMD),6,2,4.0496440392394976e-08,60.784183247793386,6.662331914094625e-10,0.5340324308734755,0.04843854237295997,0.9515614576281107,0.0
N/A,hermite(good),Principal Components (kDMD),6,3,1.4563151053158664e-07,218.58939543899498,6.662331914094625e-10,0.7890870216918382,0.04843854237295997,0.8088283084545927,0.0
N/A,hermite(good),Principal Components (kDMD),6,4,1.3026829767145668e-07,195.52958236119258,6.662331914094625e-10,0.9440591493135412,0.04843854237295997,0.492325583887103,0.0
N/A,hermite(good),Principal Components (kDMD),6,5,2.639793868458074e-07,396.2267119825428,6.662331914094625e-10,0.9785377187458818,0.04843854237295997,0.19636301901760495,0.0
N/A,hermite(good),Principal Components (kDMD),7,1,5.333592033051534e-09,6.686385044659868,7.97679463181865e-10,6.468666655727923e-05,0.04812193374287865,1.000000000001722,0.0
N/A,hermite(good),Principal Components (kDMD),7,2,4.4135326535932505e-08,55.32965128609558,7.97679463181865e-10,0.5953360774832614,0.04812193374287865,0.9518780662588433,0.0
N/A,hermite(good),Principal Components (kDMD),7,3,1.5671136611608572e-07,196.45907077885582,7.97679463181865e-10,0.7663912211603614,0.04812193374287865,0.8002827366477586,0.0
N/A,hermite(good),Principal Components (kDMD),7,4,1.6426429199036113e-07,205.92769348119734,7.97679463181865e-10,0.9061418809472611,0.04812193374287865,0.574719326830441,0.0
N/A,hermite(good),Principal Components (kDMD),7,5,3.031837682985053e-07,380.0822038079495,7.97679463181865e-10,0.9861896490608967,0.04812193374287865,0.2754475195801658,0.0
N/A,hermite(good),Principal Components (kDMD),8,1,5.903051687875186e-09,6.686618506464361,8.828156836177129e-10,5.4081341976468606e-05,0.041869774759440426,0.9999999999989655,0.0
N/A,hermite(good),Principal Components (kDMD),8,2,7.192122073552833e-08,81.4679916432845,8.828156836177129e-10,0.5702138482251525,0.041869774759440426,0.9581302252395251,0.0
N/A,hermite(good),Principal Components (kDMD),8,3,1.8739087101830856e-07,212.2649999265925,8.828156836177129e-10,0.7900974485553365,0.041869774759440426,0.801644772248907,0.0
N/A,hermite(good),Principal Components (kDMD),8,4,1.1289397681398233e-07,127.87944177809712,8.828156836177129e-10,0.898855949088086,0.041869774759440426,0.5147616429321659,0.0
N/A,hermite(good),Principal Components (kDMD),8,5,3.389249824880499e-07,383.9136399334916,8.828156836177129e-10,0.9731084669699371,0.041869774759440426,0.23467498528987268,0.0
N/A,hermite(good),Principal Components (kDMD),9,1,6.640919389248188e-09,6.686726794277664,9.931495025236148e-10,5.6605450274049164e-05,0.04064295261741058,0.999999999995472,0.0
N/A,hermite(good),Principal Components (kDMD),9,2,7.004667025787635e-08,70.52983471258477,9.931495025236148e-10,0.5462203939608954,0.04064295261741058,0.9593570473780614,0.0
N/A,hermite(good),Principal Components (kDMD),9,3,2.1385859457216993e-07,215.3337377995463,9.931495025236148e-10,0.7561332665366267,0.04064295261741058,0.805491657747589,0.0
N/A,hermite(good),Principal Components (kDMD),9,4,1.343941818386908e-07,135.3211993735004,9.931495025236148e-10,0.92613206936969,0.04064295261741058,0.4479744473050445,0.0
N/A,hermite(good),Principal Components (kDMD),9,5,3.570346570958487e-07,359.49739307990967,9.931495025236148e-10,0.9878862321265567,0.04064295261741058,0.19799019165423354,0.0
N/A,hermite(bad),Principal Components (kDMD),0,1,0.000369408149533089,7.906713864252867,4.6720819277806966e-05,0.016113875616904607,0.04865494189047326,0.9999999266930953,0.0
N/A,hermite(bad),Principal Components (kDMD),0,2,0.00039198484107915045,8.389939370462809,4.6720819277806966e-05,0.5359108416770744,0.04865494189047326,0.9513449848026221,0.0
N/A,hermite(bad),Principal Components (kDMD),0,3,0.000741886719965386,15.87914620148351,4.6720819277806966e-05,0.7507503170925427,0.04865494189047326,0.7811879929340597,0.0
N/A,hermite(bad),Principal Components (kDMD),0,4,0.0008502306505655304,18.19811090019566,4.6720819277806966e-05,0.9008600677606715,0.04865494189047326,0.5700588887435702,0.0
N/A,hermite(bad),Principal Components (kDMD),0,5,0.0018218265449948781,38.99389122785077,4.6720819277806966e-05,0.9718446303815154,0.04865494189047326,0.26921918293986846,0.0
N/A,hermite(bad),Principal Components (kDMD),1,1,0.00033569172392660323,7.906650067705484,4.245688389546007e-05,0.01532178889552527,0.04716366792853566,0.9999998679211247,0.0
N/A,hermite(bad),Principal Components (kDMD),1,2,0.00031848078126189014,7.501275459736352,4.245688389546007e-05,0.5861184481729653,0.04716366792853566,0.9528361999925891,0.0
N/A,hermite(bad),Principal Components (kDMD),1,3,0.0006357909191113797,14.974978396362363,4.245688389546007e-05,0.7687928500489023,0.04716366792853566,0.8021731084450348,0.0
N/A,hermite(bad),Principal Components (kDMD),1,4,0.0006864946601943529,16.16921915147334,4.245688389546007e-05,0.920448953722576,0.04716366792853566,0.5875989088354736,0.0
N/A,hermite(bad),Principal Components (kDMD),1,5,0.0017058316132132789,40.177974846516804,4.245688389546007e-05,0.9840302006825298,0.04716366792853566,0.28770812709558985,0.0
N/A,hermite(bad),Principal Components (kDMD),2,1,0.00033796933187190276,7.90664729452345,4.2744961205743644e-05,0.018736202023802585,0.04439564060688539,0.9999999372072139,0.0
N/A,hermite(bad),Principal Components (kDMD),2,2,0.000315145418942965,7.372691658932161,4.2744961205743644e-05,0.5346753110733291,0.04439564060688539,0.9556042966003285,0.0
N/A,hermite(bad),Principal Components (kDMD),2,3,0.0007076908253695695,16.55612276645316,4.2744961205743644e-05,0.8095920023041249,0.04439564060688539,0.8071096613038077,0.0
N/A,hermite(bad),Principal Components (kDMD),2,4,0.0007107021240897336,16.626570806063487,4.2744961205743644e-05,0.9136559853149131,0.04439564060688539,0.5626085824492859,0.0
N/A,hermite(bad),Principal Components (kDMD),2,5,0.0017009877404079647,39.79387727644967,4.2744961205743644e-05,0.9830121260632261,0.04439564060688539,0.22987192662048317,0.0
N/A,hermite(bad),Principal Components (kDMD),3,1,0.0003333053306714703,7.905859901545796,4.215927613469354e-05,0.014950830031259313,0.05021389250600228,0.999999910514528,0.0
N/A,hermite(bad),Principal Components (kDMD),3,2,0.0003585516241835021,8.50469118677406,4.215927613469354e-05,0.5719347275749812,0.05021389250600228,0.9497860180085257,0.0
N/A,hermite(bad),Principal Components (kDMD),3,3,0.0006365676952359986,15.099113495266037,4.215927613469354e-05,0.809413782244646,0.05021389250600228,0.8033069076498681,0.0
N/A,hermite(bad),Principal Components (kDMD),3,4,0.0007778460840476809,18.450176458498987,4.215927613469354e-05,0.9028130414463426,0.05021389250600228,0.5905939474225496,0.0
N/A,hermite(bad),Principal Components (kDMD),3,5,0.0016843508823172365,39.952082595914334,4.215927613469354e-05,0.9857984128145793,0.05021389250600228,0.3136918168939613,0.0
N/A,hermite(bad),Principal Components (kDMD),4,1,0.00032236176374894556,7.906106023293498,4.077377191744985e-05,0.01339786312589579,0.039115469920261825,0.9999998198654595,0.0
N/A,hermite(bad),Principal Components (kDMD),4,2,0.0003395780463127544,8.32834516758127,4.077377191744985e-05,0.5198329034702756,0.039115469920261825,0.9608843499451977,0.0
N/A,hermite(bad),Principal Components (kDMD),4,3,0.0006843962507032247,16.785208199252356,4.077377191744985e-05,0.7667949468923817,0.039115469920261825,0.7921169567654239,0.0
N/A,hermite(bad),Principal Components (kDMD),4,4,0.0006892788232129296,16.904956073439468,4.077377191744985e-05,0.8926798433492835,0.039115469920261825,0.5580869164686302,0.0
N/A,hermite(bad),Principal Components (kDMD),4,5,0.0016401978092975562,40.226786293362395,4.077377191744985e-05,0.9848212074833588,0.039115469920261825,0.2790591935988462,0.0
N/A,hermite(bad),Principal Components (kDMD),5,1,0.0002980357936979264,7.9052345593569,3.770106901447488e-05,0.016760938122021764,0.04364363002662952,0.9999997626020926,0.0
N/A,hermite(bad),Principal Components (kDMD),5,2,0.0003006882621949524,7.975589818938734,3.770106901447488e-05,0.5629838096941187,0.04364363002662952,0.956356132575463,0.0
N/A,hermite(bad),Principal Components (kDMD),5,3,0.0006339934941884769,16.816326718615397,3.770106901447488e-05,0.8114224018433224,0.04364363002662952,0.7872825785657033,0.0
N/A,hermite(bad),Principal Components (kDMD),5,4,0.000635966853831135,16.868668991506926,3.770106901447488e-05,0.9017468347229332,0.04364363002662952,0.546811419522124,0.0
N/A,hermite(bad),Principal Components (kDMD),5,5,0.001529708067465281,40.57466028026865,3.770106901447488e-05,0.9855446155177174,0.04364363002662952,0.20729198421860562,0.0
N/A,hermite(bad),Principal Components (kDMD),6,1,0.00028955257862702384,7.905553850257924,3.662647603337456e-05,0.01969302405547516,0.04838359992185748,0.9999999048501744,0.0
N/A,hermite(bad),Principal Components (kDMD),6,2,0.00029269497172273144,7.99134952147795,3.662647603337456e-05,0.5328856965848184,0.04838359992185748,0.951616304928317,0.0
N/A,hermite(bad),Principal Components (kDMD),6,3,0.0006422418063369238,17.534905781044944,3.662647603337456e-05,0.790756776978581,0.04838359992185748,0.8110746103809948,0.0
N/A,hermite(bad),Principal Components (kDMD),6,4,0.0007762892981532426,21.194758060968706,3.662647603337456e-05,0.9357425317798191,0.04838359992185748,0.5417431788349881,0.0
N/A,hermite(bad),Principal Components (kDMD),6,5,0.0014882154624382459,40.632231751756926,3.662647603337456e-05,0.9775923336348363,0.04838359992185748,0.21091778140010375,0.0
N/A,hermite(bad),Principal Components (kDMD),7,1,0.0003450724578052138,7.90565878050845,4.364879226206884e-05,0.01463339847762436,0.04797490308114272,1.0000000210358952,0.0
N/A,hermite(bad),Principal Components (kDMD),7,2,0.0003374233736819,7.730417182129543,4.364879226206884e-05,0.5954878982879557,0.04797490308114272,0.9520251179547525,0.0
N/A,hermite(bad),Principal Components (kDMD),7,3,0.0006546353804146396,14.997789090799726,4.364879226206884e-05,0.7671012880316924,0.04797490308114272,0.7999606739552104,0.0
N/A,hermite(bad),Principal Components (kDMD),7,4,0.0009242195669997548,21.17400090822007,4.364879226206884e-05,0.8919463466199197,0.04797490308114272,0.6108931978349315,0.0
N/A,hermite(bad),Principal Components (kDMD),7,5,0.0017089572176476647,39.15245139858686,4.364879226206884e-05,0.9848779075866848,0.04797490308114272,0.2843736910405371,0.0
N/A,hermite(bad),Principal Components (kDMD),8,1,0.0003796616089265293,7.907335411843949,4.801384905942598e-05,0.014750355312058806,0.0415866995357802,0.9999998775551932,0.0
N/A,hermite(bad),Principal Components (kDMD),8,2,0.00040422193032894357,8.418861187917772,4.801384905942598e-05,0.569171159366279,0.0415866995357802,0.958413178019413,0.0
N/A,hermite(bad),Principal Components (kDMD),8,3,0.0008187038843149769,17.051411214745148,4.801384905942598e-05,0.7908173798253648,0.0415866995357802,0.8022099373562473,0.0
N/A,hermite(bad),Principal Components (kDMD),8,4,0.0007837973846808158,16.32440223050483,4.801384905942598e-05,0.8825935371168149,0.0415866995357802,0.5643690443165513,0.0
N/A,hermite(bad),Principal Components (kDMD),8,5,0.0019028658604532678,39.631604166916944,4.801384905942598e-05,0.9715822480412734,0.0415866995357802,0.24789141877496967,0.0
N/A,hermite(bad),Principal Components (kDMD),9,1,0.0004450180508123281,7.908184415554666,5.6273099794817485e-05,0.01468571415435413,0.0405404227030135,0.9999997094404883,0.0
N/A,hermite(bad),Principal Components (kDMD),9,2,0.0004404922367627157,7.827758527055288,5.6273099794817485e-05,0.5460288674273535,0.0405404227030135,0.9594592867374748,0.0
N/A,hermite(bad),Principal Components (kDMD),9,3,0.0009973753921665432,17.72383955750021,5.6273099794817485e-05,0.7568856784112447,0.0405404227030135,0.8075785724839544,0.0
N/A,hermite(bad),Principal Components (kDMD),9,4,0.0008886934554722097,15.792509364377588,5.6273099794817485e-05,0.9067571527005489,0.0405404227030135,0.4964120354440939,0.0
N/A,hermite(bad),Principal Components (kDMD),9,5,0.0020916170147317055,37.169038534542125,5.6273099794817485e-05,0.9860303080442652,0.0405404227030135,0.2109068668082998,0.0
N/A,hermite(ugly),Principal Components (kDMD),0,1,0.0,10.48760878095452,0.0,0.6986616492842819,,0.894078804800833,0.0
N/A,hermite(ugly),Principal Components (kDMD),1,1,0.0,10.453768907604324,0.0,0.6972765223046327,,0.9033357542785134,0.0
N/A,hermite(ugly),Principal Components (kDMD),2,1,0.0,10.437927322617089,0.0,0.6327720774859616,,0.9004508238421872,0.0
N/A,hermite(ugly),Principal Components (kDMD),3,1,0.0,10.485120286790126,0.0,0.6394884136396062,,0.8926389006692912,0.0
N/A,hermite(ugly),Principal Components (kDMD),4,1,0.0,10.40399701483242,0.0,0.6370073455596952,,0.9105830718791967,0.0
N/A,hermite(ugly),Principal Components (kDMD),5,1,0.0,10.41408618929676,0.0,0.6446771784213766,,0.9032905631329979,0.0
N/A,hermite(ugly),Principal Components (kDMD),6,1,0.0,10.43450414126374,0.0,0.6666881285708764,,0.9001199935273418,0.0
N/A,hermite(ugly),Principal Components (kDMD),7,1,0.0,10.481136147558498,0.0,0.6959974191298757,,0.8977922324387864,0.0
N/A,hermite(ugly),Principal Components (kDMD),8,1,0.0,10.423833654338706,0.0,0.6506950868712419,,0.9056595415084546,0.0
N/A,hermite(ugly),Principal Components (kDMD),9,1,0.0,10.459062567177424,0.0,0.6653147307088333,,0.8872273959684813,0.0
N/A,hermite(good),Principal Components (kDMD),0,1,1.3674705373689686e-07,162.40135592764105,8.420314778518559e-10,0.07862794629503701,0.051681971519264014,1.0000039041863302,0.0
N/A,hermite(good),Principal Components (kDMD),0,2,2.739036553620899e-07,325.2890925893385,8.420314778518559e-10,0.5411428186984987,0.051681971519264014,0.9483219326670662,0.0
N/A,hermite(good),Principal Components (kDMD),0,3,3.6630567083072186e-07,435.0261011206144,8.420314778518559e-10,0.7732763038430366,0.051681971519264014,0.7791828154407908,0.0
N/A,hermite(good),Principal Components (kDMD),0,4,2.16857429149914e-06,2575.407628502781,8.420314778518559e-10,0.9889915665145359,0.051681971519264014,0.557822492504036,0.0
N/A,hermite(good),Principal Components (kDMD),0,5,6.552682551263998e-09,7.781992388195319,8.420314778518559e-10,0.9997242283108206,0.051681971519264014,-3.514761914174663e-33,0.0
N/A,hermite(good),Principal Components (kDMD),1,1,3.364120832071271e-07,435.45047741999764,7.725610618234626e-10,0.08875613814603762,0.04948390871664077,1.0000083212790576,0.0
N/A,hermite(good),Principal Components (kDMD),1,2,7.295278585428188e-07,944.2979909198721,7.725610618234626e-10,0.5923876114528099,0.04948390871664077,0.9505244125624168,0.0
N/A,hermite(good),Principal Components (kDMD),1,3,1.498190765307861e-06,1939.252234343402,7.725610618234626e-10,0.7812761450285731,0.04948390871664077,0.7983698892838917,0.0
N/A,hermite(good),Principal Components (kDMD),1,4,4.202729065613096e-06,5439.995973513688,7.725610618234626e-10,1.0116261923265333,0.04948390871664077,0.25620951775094847,0.0
N/A,hermite(good),Principal Components (kDMD),1,5,,,7.725610618234626e-10,,0.04948390871664077,7.677772286020816e-33,0.0
N/A,hermite(good),Principal Components (kDMD),2,1,6.54139549735562e-07,844.8106530807559,7.743031498834953e-10,0.1921001426443862,0.04263440809144792,1.0002788723658607,0.0
N/A,hermite(good),Principal Components (kDMD),2,2,1.413865721519219e-06,1825.9847215292289,7.743031498834953e-10,0.5195411872839484,0.04263440809144792,0.9576444642744127,0.0
N/A,hermite(good),Principal Components (kDMD),2,3,2.5821576911431676e-06,3334.8149126497665,7.743031498834953e-10,0.8717789526732783,0.04263440809144792,0.8643998231643868,0.0
N/A,hermite(good),Principal Components (kDMD),2,4,3.4066966819635437e-06,4399.693689062389,7.743031498834953e-10,0.857082390251673,0.04263440809144792,0.6587569239853034,0.0
