kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank,agg_bias_mean_norm,agg_dist_mean_norm,agg_spurious_mean_norm,agg_trunc_mean_norm,agg_bias_std_norm,agg_spurious_std_norm,mean_spurious_ref_count_norm,mean_spurious_residual_count_norm,mean_spectral_gap_norm,composite_score,used_metrics,admissible,constraint_violations,rank
hermite(good),omega=0.5,Reduced Rank,3.0,1.0,0.02112664195159436,0.009687698113923334,46.883590378452034,0.00047948890263580516,0.22417357621378514,0.02692716693892925,,4.0,0.010258174801396703,0.0033090908999663807,5.0,-0.479073253286929,2.0585079277620326,-0.7941723735510711,-0.5230199432933524,-0.4749063117928939,-0.04305803895076113,0.0,0.38885456606047186,0.7069595680299433,1.136595591666886,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,19
hermite(bad),omega=0.5,Reduced Rank,3.0,1.0,4.3661731045845755,2.3202371797186045,17.61900926437358,0.2780100973330522,0.2775495163811955,0.048825110765747165,,4.3,0.011160079534362544,0.0029578739695921698,5.0,2.0293323599721664,0.11223656753335937,-0.5960770051869932,1.9286801404830152,2.452751707740593,1.0638469246453195,0.0,0.7477972424239844,0.7048515679391839,4.489204677050094,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,23
hermite(ugly),omega=1.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,4.639874212189142,0.0,0.8183171064185573,0.013476707210216557,,3.5,0.9211055764147822,0.004333006787413933,5.0,-0.49126971371984723,-0.7509542888173666,1.410886330949463,-0.5272557390832673,-0.48718142959489374,-0.7229566063280237,0.0,-0.2093832278787161,-1.421942005592987,-1.3178542807853233,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,7
hermite(good),omega=1.0,Principal Components (kDMD),3.0,1.0,1.3003147358041507e-05,4.973657233052686e-06,19.727493286049523,6.798976227581868e-07,0.21374160293360833,0.020530847358723903,,4.0,0.00829874204727966,0.0016408426252362978,5.0,-0.49126220697208206,0.25246348719746764,-0.8328887986523305,-0.527249732880679,-0.4871751275582567,-0.3663814499554618,0.0,0.38885456606047186,0.7115393027541783,-0.804077311808153,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,9
hermite(bad),omega=1.0,Principal Components (kDMD),3.0,1.0,0.41857177356742875,0.14308020260768906,7.794436539443699,0.05365991109255752,0.27140234355872467,0.02574722145210038,,4.3,0.010235646473050596,0.0014088458041148445,5.0,-0.24962723753511312,-0.541156845018035,-0.6188911506773712,-0.05322511138030353,-0.30588693409248313,-0.10270233827278856,0.0,0.7477972424239844,0.7070122229462138,-0.43713175311489777,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,13
hermite(ugly),omega=1.0,Reduced Rank,3.0,1.0,1.7223912432500693e-16,1.1224577549574916e-16,0.36247144069507703,4.684694572267219e-16,0.8164880168714854,0.010279422772862307,,2.1,0.9211473486007667,0.004368357223504406,4.4,-0.4912697137198471,-1.0354274025062111,1.404097988365489,-0.5272557390832631,-0.4871814295948936,-0.8845740641918839,0.0,-1.8844490509084422,-1.4220396387116838,-3.3246347411131794,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,3
hermite(good),omega=1.0,Reduced Rank,3.0,1.0,0.029570046070525637,0.012485009400051343,42.98058808793899,0.0006835184656672928,0.2160761734313243,0.02245378133399692,,4.0,0.00822716628275615,0.0016997902764616555,5.0,-0.4741988560925414,1.7989347069009263,-0.8242244528578311,-0.5212175500380422,-0.47136188615511165,-0.26918030729427217,0.0,0.38885456606047186,0.7117065950552349,0.7994749381572761,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,17
hermite(bad),omega=1.0,Reduced Rank,3.0,1.0,5.013012068976936,2.3980094264098217,14.661071618627044,0.3425718753770882,0.2598936012636102,0.02654355865918079,,4.1,0.009315392152419522,0.0016066069618182368,5.0,2.402754026025718,-0.0844841476143175,-0.6616038136713606,2.4990176522065215,2.5512956011025074,-0.06244880514727049,0.0,0.508502124848309,0.7091631110838476,4.391470270222343,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,22
hermite(ugly),omega=2.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,4.747320346731355,0.0,0.8221928388093707,0.013401657768799953,,3.5,0.9172216382650203,0.007236459223068417,5.0,-0.49126971371984723,-0.7438084720495952,1.4252704267280238,-0.5272557390832673,-0.48718142959489374,-0.7267502318791778,0.0,-0.2093832278787161,-1.4128641710136318,-1.292733857337102,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,8
hermite(good),omega=2.0,Principal Components (kDMD),3.0,1.0,1.0315777355483767e-05,3.93463438853465e-06,19.512669545727142,5.564466970061022e-07,0.2252350371311004,0.019358941534561944,,4.0,0.010401021140489719,0.001910017550815839,5.0,-0.4912637583971491,0.23817641123841654,-0.7902329489571409,-0.5272508234437946,-0.48717644408646243,-0.4256193575823592,0.0,0.38885456606047186,0.7066256967409186,-0.792977243824045,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,11
hermite(bad),omega=2.0,Principal Components (kDMD),3.0,1.0,0.3640399251280728,0.18543576284338176,7.801676728792068,0.04674143945008895,0.28024120717705764,0.040792880929793364,,4.5,0.011994304095230234,0.0017426404848339457,5.0,-0.2811086027870246,-0.5406753287059978,-0.5860872705227209,-0.11434275747121178,-0.25221892283234804,0.6578309468678402,0.0,0.9870923599996598,0.7029017550756458,-0.025096337204993602,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,15
hermite(ugly),omega=2.0,Reduced Rank,3.0,1.0,6.249485160631695e-16,1.1501466481527662e-15,1.086022686532063,4.562460917808581e-16,0.8238533944681694,0.012063940060621307,,2.1,0.9180730399123755,0.007179941801497891,4.3,-0.4912697137198469,-0.9873068754451612,1.4314332855720473,-0.5272557390832632,-0.48718142959489225,-0.7943696569166967,0.0,-1.8844490509084422,-1.4148541314654361,-3.2230350614036496,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,4
hermite(good),omega=2.0,Reduced Rank,3.0,1.0,0.024198007325671567,0.012021980462981807,43.55271399511435,0.0005673442921872954,0.22728662902325086,0.020977416852036898,,4.0,0.01037296978517387,0.001908657871667252,5.0,-0.47730014678255434,1.8369845345488802,-0.7826188282440703,-0.5222438304633416,-0.47194858225994735,-0.34380809819933156,0.0,0.38885456606047186,0.7066912604943733,0.8542046704834236,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,18
hermite(bad),omega=2.0,Reduced Rank,3.0,1.0,4.2019880137807935,1.3110715086136029,15.740435380742035,0.27757528344390786,0.27627918614253916,0.042570479455297384,,4.4,0.011311162438745003,0.001779732529214292,5.0,1.9345479182113077,-0.012699939622955873,-0.6007916113518942,1.924839002907339,1.1740550195413206,0.7476856221160139,0.0,0.8674448012118227,0.7044984455255747,3.9836050530790708,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,21
