kernel,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank
hermite(bad),Principal Components (kDMD),3.0,1.0,0.01348140045821863,0.014104290873878673,310.59520646156886,4.371189985953159e-05,0.34162745414152196,0.024796078224619978,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
hermite(bad),Reduced Rank,3.0,1.0,0.1777414530463687,0.19601928325310167,310.59520646156886,0.0005870713063029269,0.34162745414152196,0.024796078224619978,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
hermite(good),Principal Components (kDMD),3.0,1.0,0.00016166519829041606,0.000720356159466893,722.4069614085948,4.1877170000341943e-07,0.40832454275529023,0.2606193879573554,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
hermite(good),Reduced Rank,3.0,1.0,0.2893000059489448,1.2936626174603156,722.4069614085948,0.0007506133049597693,0.40832454275529023,0.2606193879573554,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
hermite(ugly),Principal Components (kDMD),3.0,1.0,0.0,0.0,3.2650326566385504,0.0,1.057478857157087,0.3019428527284623,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
hermite(ugly),Reduced Rank,3.0,1.0,3.017957733476516e-15,2.421472629715839e-15,3.2650326566385504,8.50725513255222e-16,1.057478857157087,0.3019428527284623,2.933333333333333,3.283333333333333,0.9125915669281376,1.7215408026808043,4.266666666666667
