kernel,kind,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),8,5,0.0,226.96931043090675,0.0,0.021453034929372238,0.9475840726380526,6.952252698123212e-05,0.0,0.9475840726380526
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),9,1,0.0,7.691666901811059,0.0,0.004806288583811406,0.9379264523452097,1.0000000009866072,0.0,0.9379264523452097
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),9,2,0.0,506.45105468561485,0.0,0.9996057612675149,0.9379264523452097,-0.06207354864139754,0.0,0.9379264523452097
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),9,3,0.0,474.2984736968374,0.0,0.6847856402499523,0.9379264523452097,0.027148461589587586,0.0,0.9379264523452097
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),9,4,0.0,347.57811910316576,0.0,0.23975238887564784,0.9379264523452097,0.00211691495388033,0.0,0.9379264523452097
rbf(gamma=1.0),r=0.0,Principal Components (kDMD),9,5,0.0,147.52533169160702,0.0,0.1821365191790269,0.9379264523452097,0.0007160788892481613,0.0,0.9379264523452097
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),0,1,1.8057555577033638e-10,7.878629514564448,2.2919665842457004e-11,0.003529087653798953,0.9520071619112527,1.000000000278511,0.0,0.9520071619112527
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),0,2,6.656101748832431e-09,290.41006943925373,2.2919665842457004e-11,0.9380134236821283,0.9520071619112527,-0.04799283836725837,0.0,0.9520071619112527
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),0,3,9.090360397831435e-09,396.61836522032564,2.2919665842457004e-11,0.8760441385622906,0.9520071619112527,-0.006586356043282273,0.009975376980255286,0.9520071619112527
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),0,4,9.090360397831435e-09,396.61836522032564,2.2919665842457004e-11,0.8760441385622906,0.9520071619112527,-0.006586356043282273,-0.009975376980255286,0.9520071619112527
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),0,5,2.7998322232947747e-09,122.15850975053442,2.2919665842457004e-11,0.05489738091042829,0.9520071619112527,-3.689504765030277e-06,0.0,0.9520071619112527
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),1,1,2.126985723026192e-10,7.9396475453984845,2.6789422463203815e-11,0.0009230360679054445,0.9698843715110779,1.000000000137919,0.0,0.9698843715110779
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),1,2,1.2751238708926903e-08,475.980351067335,2.6789422463203815e-11,1.0010065671886021,0.9698843715110779,0.03011562862684112,0.0,0.9698843715110779
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),1,3,8.97599302917817e-09,335.0573548760524,2.6789422463203815e-11,0.9942920136019157,0.9698843715110779,-0.024131644491982046,0.0,0.9698843715110779
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),1,4,1.526491670110982e-08,569.8113396090082,2.6789422463203815e-11,0.9999444673591302,0.9698843715110779,0.015987389437430735,0.0,0.9698843715110779
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),1,5,1.864730135282135e-09,69.60695542591131,2.6789422463203815e-11,0.9999519137606884,0.9698843715110779,-3.0571787205307067e-05,0.0,0.9698843715110779
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),2,1,1.0531203380195102e-10,7.912304468393229,1.3309906642576028e-11,0.03223116592152551,0.9765354856894913,1.0000000006725211,0.0,0.9765354856894913
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),2,2,3.869227662385104e-09,290.7028400941696,1.3309906642576028e-11,0.3432411826955141,0.9765354856894913,-0.023464514983029792,0.0,0.9765354856894913
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),2,3,1.332180567904662e-09,100.08939984922606,1.3309906642576028e-11,0.9738962982755647,0.9765354856894913,-0.014840086179294162,0.0,0.9765354856894913
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),2,4,2.131679357584937e-09,160.15734856967916,1.3309906642576028e-11,0.46799968072517767,0.9765354856894913,0.0035685258384005,0.0,0.9765354856894913
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),2,5,1.1705858573061314e-09,87.94846490971132,1.3309906642576028e-11,0.029750442895950215,0.9765354856894913,1.4434681425518708e-05,0.0,0.9765354856894913
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),3,1,3.8332486444979754e-10,7.930398093755489,4.8336144026821695e-11,0.0052842482446982175,0.9545066238408988,0.9999999999982119,0.0,0.9545066238408988
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),3,2,2.004169710457675e-08,414.6316903858865,4.8336144026821695e-11,0.37818562862664906,0.9545066238408988,-0.035840317281892714,-0.02801997379235113,0.9545066238408988
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),3,3,2.004169710457675e-08,414.6316903858865,4.8336144026821695e-11,0.37818562862664906,0.9545066238408988,-0.035840317281892714,0.02801997379235113,0.9545066238408988
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),3,4,9.57005613406443e-09,197.9896478451821,4.8336144026821695e-11,0.6399190915988221,0.9545066238408988,0.0439005900813343,0.0,0.9545066238408988
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),3,5,3.822250111973732e-09,79.07643832434727,4.8336144026821695e-11,0.09725361457151106,0.9545066238408988,2.0789748476792633e-05,0.0,0.9545066238408988
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),4,1,1.2436402141416562e-10,7.991734073722089,1.556158153749028e-11,0.021191840448080996,0.972325572850706,0.9999999998903597,0.0,0.972325572850706
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),4,2,7.652664950568125e-09,491.7665297792297,1.556158153749028e-11,0.2384323290078146,0.972325572850706,-0.02597630413948409,-0.009544921960191275,0.972325572850706
