kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank
poly(p=1),omega=0.5,Principal Components (kDMD),3.0,1.0,0.0,0.0,9.47816205606934,0.0,0.05900501612889393,0.004779687405431823,,3.6,0.0002903488289777489,0.00044974879383233144,5.0
poly(p=1),omega=0.5,Reduced Rank,3.0,1.0,4.502079184136166e-15,8.316252010853433e-15,1.910079828705411,2.1570776736126772e-15,0.07108571335767552,0.029518347832649387,,1.9,0.00031392940285045466,0.00039936810569197437,4.6
poly(p=1),omega=0.8,Principal Components (kDMD),3.0,1.0,0.0,0.0,10.424882882386905,0.0,0.06514973506305603,0.03657856837386043,,3.9,0.0005883206148239895,0.0005841187039771934,5.0
poly(p=1),omega=0.8,Reduced Rank,3.0,1.0,9.060659113628878e-15,1.5445136690174537e-14,3.3173401839042906,2.336960024050117e-15,0.06990017007263204,0.010397485313440053,,1.4,0.0005578166323926825,0.0004911717514708387,4.7
poly(p=1),omega=1.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,9.224303622481987,0.0,0.07795197075712401,0.04661897656165525,,3.5,5.209260228076218e-05,6.362397129304519e-05,5.0
poly(p=1),omega=1.0,Reduced Rank,3.0,1.0,1.4243421517410168e-15,1.110413266658499e-15,0.6867378123047629,2.1842337633806103e-15,0.07850648802715512,0.041626958947810426,,1.9,0.00010593171660790989,0.0001656613970797427,5.0
poly(p=1),omega=1.2,Principal Components (kDMD),3.0,1.0,0.0,0.0,9.774038577448078,0.0,0.09180505637691412,0.04721228839080142,,3.7,3.030585603802649e-05,6.055769107535758e-05,5.0
poly(p=1),omega=1.2,Reduced Rank,3.0,1.0,1.305181886071625e-15,2.9463232875380043e-16,0.6309949024971859,2.224453613017043e-15,0.06926683341294114,0.009221012263334966,,1.6,0.00010644189077755329,9.446157959300024e-05,4.8
poly(p=1),omega=1.5,Principal Components (kDMD),3.0,1.0,0.0,0.0,9.821873930628456,0.0,0.0672071083858384,0.011594907239771109,,3.3,0.0002617515395881398,0.0001788514745318324,5.0
poly(p=1),omega=1.5,Reduced Rank,3.0,1.0,2.4920335394776788e-15,1.412409371094857e-15,1.066159511205085,2.314720592679096e-15,0.07355668085413146,0.014032499143703882,,2.0,0.000431665357266775,0.00029889399176422906,4.9
poly(p=1),omega=2.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,11.368141543986633,0.0,0.06811810215445108,0.009653747157671214,,3.9,0.0012018350089996078,0.0007707110543927192,5.0
poly(p=1),omega=2.0,Reduced Rank,3.0,1.0,6.084619341491353e-15,9.928821039386403e-15,2.3961079743595395,2.193479484040194e-15,0.07593943054017045,0.014018562091200289,,2.1,0.0010922894863690026,0.0008577890860264235,4.6
poly(p=1),omega=3.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,12.751811162019985,0.0,0.0668381355888312,0.006830582880897438,,3.9,0.002321132319410135,0.000570060021022033,5.0
poly(p=1),omega=3.0,Reduced Rank,3.0,1.0,3.875515524827944e-15,2.3369416920142437e-15,1.7890160128278096,2.108931780293007e-15,0.07243474371087903,0.011100908108058503,,1.5,0.0021736856770510292,0.0007693051909038596,4.7
poly(p=2),omega=0.5,Principal Components (kDMD),3.0,1.0,0.09022028672086274,0.03429146967289886,9.960749421441541,0.011050541674314233,0.07329815506946168,0.01312002797225505,,4.0,0.00027251814687248024,0.00041595068816337286,5.0
poly(p=2),omega=0.5,Reduced Rank,3.0,1.0,0.8289059868951691,0.2390430994313325,9.97467040349005,0.09974048938682611,0.07326675520041645,0.013090393111054685,,4.0,0.0002747653082011747,0.000423597021081265,5.0
poly(p=2),omega=0.8,Principal Components (kDMD),3.0,1.0,0.03451513435565555,0.04679184023915802,12.60337784191082,0.00404823231376854,0.08614899191971209,0.03573312605610959,,3.8,0.0002769627499683569,0.00040891806276058864,5.0
poly(p=2),omega=0.8,Reduced Rank,3.0,1.0,0.5052894015096362,0.26215881241140815,12.606299358083682,0.050812460032559056,0.0860121430489666,0.035723189157916294,,3.8,0.00028562748342617625,0.0004196041844254711,5.0
poly(p=2),omega=1.0,Principal Components (kDMD),3.0,1.0,0.08233003271872615,0.016460618856411417,9.288099413960946,0.008940468247717392,0.09355268663239591,0.03623594296353599,,4.0,4.938532334967105e-05,5.9934189501343625e-05,5.0
poly(p=2),omega=1.0,Reduced Rank,3.0,1.0,0.8729982887977487,0.18451939158787156,9.297225505134794,0.09429761277735925,0.09358294469379648,0.03627256389991419,,4.0,4.9312332087980695e-05,5.98061540677386e-05,5.0
