kernel,kind,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
hermite(good),omega=0.5,Principal Components (kDMD),0,1,2.4526456961639023e-07,6.686496432833922,3.6680580342797e-08,7.766551804422504e-05,0.00019805299650488273,0.9999999999754335,0.0,0.00019805299650488273
hermite(good),omega=0.5,Principal Components (kDMD),0,2,3.0479751660458217e-06,83.09506386106989,3.6680580342797e-08,0.13685864823772803,0.00019805299650488273,0.9998019469789287,0.0,0.00019805299650488273
hermite(good),omega=0.5,Principal Components (kDMD),0,3,4.148405102974749e-06,113.09540536725382,3.6680580342797e-08,0.18804983964534955,0.00019805299650488273,0.99893680245705,0.0010586432748412723,0.00019805299650488273
hermite(good),omega=0.5,Principal Components (kDMD),0,4,4.148405102974749e-06,113.09540536725382,3.6680580342797e-08,0.18804983964534955,0.00019805299650488273,0.99893680245705,-0.0010586432748412723,0.00019805299650488273
hermite(good),omega=0.5,Principal Components (kDMD),0,5,4.755899678155034e-06,129.6571546499251,3.6680580342797e-08,0.20640076425213932,0.00019805299650488273,0.9987664259275083,0.0,0.00019805299650488273
hermite(bad),omega=0.5,Principal Components (kDMD),0,1,0.024682967326503942,7.931216600278537,0.0031121287654200616,0.016497347801479597,0.00014829601028387707,1.0000009477419098,0.0,0.00014829601028387707
hermite(bad),omega=0.5,Principal Components (kDMD),0,2,0.03211183746485398,10.318286897913643,0.0031121287654200616,0.1259342766101892,0.00014829601028387707,0.999852651731626,0.0,0.00014829601028387707
hermite(bad),omega=0.5,Principal Components (kDMD),0,3,0.04163885339211264,13.379540671573853,0.0031121287654200616,0.1925387881171901,0.00014829601028387707,0.9989762278899682,0.0,0.00014829601028387707
hermite(bad),omega=0.5,Principal Components (kDMD),0,4,0.03417347624004981,10.980739813777346,0.0031121287654200616,0.18810140295317307,0.00014829601028387707,0.998907347602854,0.001387422119480152,0.00014829601028387707
hermite(bad),omega=0.5,Principal Components (kDMD),0,5,0.03417347624004981,10.980739813777346,0.0031121287654200616,0.18810140295317307,0.00014829601028387707,0.998907347602854,-0.001387422119480152,0.00014829601028387707
hermite(ugly),omega=0.5,Principal Components (kDMD),0,1,0.0,10.341153967313675,0.0,0.19293195632448926,,0.9995394925785276,0.0,
hermite(good),omega=0.5,Principal Components (kDMD),1,1,3.467146175447354e-07,6.6864931791442865,5.185298305936606e-08,7.714835705246595e-05,0.00014000730077301515,0.9999999999582487,0.0,0.00014000730077301515
hermite(good),omega=0.5,Principal Components (kDMD),1,2,3.5937937740050147e-06,69.3073679076575,5.185298305936606e-08,0.12603715798541934,0.00014000730077301515,0.9998599926574757,0.0,0.00014000730077301515
hermite(good),omega=0.5,Principal Components (kDMD),1,3,4.446051492616397e-06,85.74340819555452,5.185298305936606e-08,0.1731765415488893,0.00014000730077301515,0.9994206762222599,0.000548950955364384,0.00014000730077301515
hermite(good),omega=0.5,Principal Components (kDMD),1,4,4.446051492616397e-06,85.74340819555452,5.185298305936606e-08,0.1731765415488893,0.00014000730077301515,0.9994206762222599,-0.000548950955364384,0.00014000730077301515
hermite(good),omega=0.5,Principal Components (kDMD),1,5,6.739064841351937e-06,129.96484375135057,5.185298305936606e-08,0.23488189591240596,0.00014000730077301515,0.9987668173925978,0.0,0.00014000730077301515
hermite(bad),omega=0.5,Principal Components (kDMD),1,1,0.037211643266802374,7.9329898581000995,0.004690746355714405,0.015109603884866782,0.00012146299729609566,1.0000002054076806,0.0,0.00012146299729609566
hermite(bad),omega=0.5,Principal Components (kDMD),1,2,0.03861947454130496,8.233119340221323,0.004690746355714405,0.12490503929948257,0.00012146299729609566,0.9998787424103845,0.0,0.00012146299729609566
hermite(bad),omega=0.5,Principal Components (kDMD),1,3,0.04360094324690485,9.295097185075655,0.004690746355714405,0.18094446728393337,0.00012146299729609566,0.9994244700274483,0.0008342270841460757,0.00012146299729609566
hermite(bad),omega=0.5,Principal Components (kDMD),1,4,0.04360094324690485,9.295097185075655,0.004690746355714405,0.18094446728393337,0.00012146299729609566,0.9994244700274483,-0.0008342270841460757,0.00012146299729609566
hermite(bad),omega=0.5,Principal Components (kDMD),1,5,0.05784833401490488,12.332437021335068,0.004690746355714405,0.21884102724410806,0.00012146299729609566,0.999099863906389,0.0,0.00012146299729609566
hermite(ugly),omega=0.5,Principal Components (kDMD),1,1,0.0,9.8843389355713,0.0,0.1978000165451094,,0.9993247343574995,0.0,
