kind,kernel,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
damping=0.0,hermite(good),Principal Components (kDMD),0,1,7.435003409010113e-11,6.688041110413717,1.1116862600370872e-11,5.453921476612516e-06,0.0003188300093264207,1.0000000000000118,0.0,0.0003188300093264207
damping=0.0,hermite(good),Principal Components (kDMD),0,2,2.4416826201933027e-10,21.9637743846168,1.1116862600370872e-11,0.15867852219705267,0.0003188300093264207,0.9996811699906853,0.0,0.0003188300093264207
damping=0.0,hermite(good),Principal Components (kDMD),0,3,6.43967329081037e-10,57.927074592030436,1.1116862600370872e-11,0.22434759571979307,0.0003188300093264207,0.9987251979784725,0.0,0.0003188300093264207
damping=0.0,hermite(good),Principal Components (kDMD),0,4,2.3440199212676998e-09,210.8526484072494,1.1116862600370872e-11,0.27465129595848153,0.0003188300093264207,0.9971336691613105,0.0,0.0003188300093264207
damping=0.0,hermite(good),Principal Components (kDMD),0,5,9.461632406253235e-09,851.1063549474457,1.1116862600370872e-11,0.31695008716553896,0.0003188300093264207,0.9949086715353167,0.0,0.0003188300093264207
damping=0.0,hermite(bad),Principal Components (kDMD),0,1,4.42560005529658e-06,7.885554799922408,5.612287489702216e-07,0.0013981891598698999,0.0003187585708381846,1.0000000008384322,0.0,0.0003187585708381846
damping=0.0,hermite(bad),Principal Components (kDMD),0,2,5.288526427379042e-06,9.42312103056511,5.612287489702216e-07,0.15867996173247126,0.0003187585708381846,0.999681242267594,0.0,0.0003187585708381846
damping=0.0,hermite(bad),Principal Components (kDMD),0,3,1.0940425193519533e-05,19.49370058749436,5.612287489702216e-07,0.22434750441902307,0.0003187585708381846,0.998725207409012,0.0,0.0003187585708381846
damping=0.0,hermite(bad),Principal Components (kDMD),0,4,1.5237952834583891e-05,27.151055362975367,5.612287489702216e-07,0.2748153697710529,0.0003187585708381846,0.9971295660728478,0.0,0.0003187585708381846
damping=0.0,hermite(bad),Principal Components (kDMD),0,5,4.911191948955036e-05,87.50784698692654,5.612287489702216e-07,0.3169908336241741,0.0003187585708381846,0.9949084464864583,0.0,0.0003187585708381846
damping=0.0,hermite(ugly),Principal Components (kDMD),0,1,0.0,9.905829313381371,0.0,0.1690152788099135,,0.9995939153672243,0.0,
damping=0.0,hermite(good),Principal Components (kDMD),1,1,5.369508846744871e-10,6.686550887437363,8.030311796225256e-11,9.558549125453668e-06,0.00032052346917155194,1.0000000000000588,0.0,0.00032052346917155194
damping=0.0,hermite(good),Principal Components (kDMD),1,2,2.783494115986958e-09,34.662341719973725,8.030311796225256e-11,0.15834799735631414,0.00032052346917155194,0.9996794765308873,0.0,0.00032052346917155194
