kernel,kind,method,eigenfunction_id,n,bias_mean,bias_std,dist_mean,trunc_mean,spurious_mean,spurious_std
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),1,1,0.009104434885551705,,7.370140241720229,0.0012353136557719943,0.10102951606696674,
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),2,1,0.01611942642032249,,13.04885309492418,0.0012353136557719943,0.4425155327348975,
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),3,1,0.025696031692729,,20.801220461430564,0.0012353136557719943,0.37948047433378523,
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),4,1,0.03234381771006798,,26.182676406871828,0.0012353136557719943,0.39946387548759243,
rbf(gamma=0.03252338545705879),omega=0.5,Principal Components (kDMD),5,1,0.03876249756775767,,31.378668394573456,0.0012353136557719943,0.5044936928202041,
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,1,1,29.440646334296844,,45.54771357953628,0.6463693568918016,0.0961641746917239,
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,2,1,76.82023451648718,,118.84881870931022,0.6463693568918016,0.4507295362759441,
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,3,1,92.48810063138622,,143.08862207845686,0.6463693568918016,0.38214922137978513,
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,4,1,107.97311060572534,,167.04552815581476,0.6463693568918016,0.39379387113421965,
rbf(gamma=0.03252338545705879),omega=0.5,Reduced Rank,5,1,138.71596746729242,,214.60789560683435,0.6463693568918016,0.4959661889436754,
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),1,1,0.0098434254091235,,6.9759375011824805,0.001411054128202117,0.09851930056038057,
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),2,1,0.01954639956644557,,13.852338599760488,0.001411054128202117,0.41494810192547327,
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),3,1,0.01954639956644557,,13.852338599760488,0.001411054128202117,0.41494810192547327,
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),4,1,0.04087396280019431,,28.96697014187084,0.001411054128202117,0.5179443667044038,
rbf(gamma=0.03398472766408616),omega=2.0,Principal Components (kDMD),5,1,0.04087396280019431,,28.96697014187084,0.001411054128202117,0.5179443667044038,
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,1,1,13.050574393353227,,37.06123166604474,0.3521354743671425,0.09647408085939949,
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,2,1,44.631706155302574,,126.74583904252938,0.3521354743671425,0.4135962724443596,
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,3,1,44.631706155302574,,126.74583904252938,0.3521354743671425,0.4135962724443596,
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,4,1,71.63752680052868,,203.43740411066386,0.3521354743671425,0.5159453331880234,
rbf(gamma=0.03398472766408616),omega=2.0,Reduced Rank,5,1,71.63752680052868,,203.43740411066386,0.3521354743671425,0.5159453331880234,
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),1,1,0.013050958270370765,,7.044536147466136,0.0018526355741768877,0.12312422975552918,
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),2,1,0.024193378061135674,,13.058897496278842,0.0018526355741768877,0.37680053483353787,
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),3,1,0.025950964085084353,,14.00759245196626,0.0018526355741768877,0.305796604097568,
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),4,1,0.04836232851500969,,26.104609664799682,0.0018526355741768877,0.4510929421209571,
rbf(gamma=0.03538973938208476),omega=0.0,Principal Components (kDMD),5,1,0.05825896426659912,,31.44653221531879,0.0018526355741768877,0.49942948579851787,
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,1,1,28.105081258930227,,49.00805358922245,0.5734788305306401,0.11815311984242004,
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,2,1,72.83294604511583,,127.00197839512838,0.5734788305306401,0.3762413580139813,
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,3,1,84.42923922914242,,147.22293960008957,0.5734788305306401,0.3041076412887761,
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,4,1,110.9427682296522,,193.45573423694967,0.5734788305306401,0.4528746590255113,
rbf(gamma=0.03538973938208476),omega=0.0,Reduced Rank,5,1,154.16834794808565,,268.83005917661103,0.5734788305306401,0.5029231729277297,
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),1,1,0.012856521304121977,,8.010165915881709,0.0016050255936186574,0.06759647632262908,
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),2,1,0.026621185373578132,,16.586143846814654,0.0016050255936186574,0.46251769635234535,
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),3,1,0.026621185373578132,,16.586143846814654,0.0016050255936186574,0.46251769635234535,
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),4,1,0.04030231938985335,,25.110078960790013,0.0016050255936186574,0.5333487761979476,
rbf(gamma=0.03572600020469638),omega=0.5,Principal Components (kDMD),5,1,0.0503123764527271,,31.346775187113284,0.0016050255936186574,0.5280634783454573,
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,1,1,15.798278993875108,,29.31888319593535,0.5388431369741027,0.06478871556333393,
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,2,1,64.90965744346646,,120.46113792590825,0.5388431369741027,0.4662007261054206,
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,3,1,64.90965744346646,,120.46113792590825,0.5388431369741027,0.4662007261054206,
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,4,1,81.35100889331136,,150.9734527754061,0.5388431369741027,0.5282357667235594,
rbf(gamma=0.03572600020469638),omega=0.5,Reduced Rank,5,1,110.38939938509144,,204.86370115983652,0.5388431369741027,0.524074853843319,
rbf(gamma=0.03683909825494282),omega=0.5,Principal Components (kDMD),1,1,0.011811456229347544,,7.447448991527652,0.001585973431007646,0.09640047856805085,
rbf(gamma=0.03683909825494282),omega=0.5,Principal Components (kDMD),2,1,0.021039227578493764,,13.265813390787082,0.001585973431007646,0.34212422237565815,
rbf(gamma=0.03683909825494282),omega=0.5,Principal Components (kDMD),3,1,0.032300314708461064,,20.366239482296436,0.001585973431007646,0.38086810377371605,
rbf(gamma=0.03683909825494282),omega=0.5,Principal Components (kDMD),4,1,0.04332619471449737,,27.318360993582427,0.001585973431007646,0.4421080468995262,
