kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank,agg_bias_mean_norm,agg_dist_mean_norm,agg_spurious_mean_norm,agg_trunc_mean_norm,agg_bias_std_norm,agg_spurious_std_norm,mean_spurious_ref_count_norm,mean_spurious_residual_count_norm,mean_spectral_gap_norm,composite_score,used_metrics,admissible,constraint_violations,rank
linear,omega=0.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,5.265666179078223,0.0,0.5129866116906825,0.04275189062730201,,4.6,0.0022836095111807954,0.0030453556614917715,5.0,-0.6644675353091444,0.9725459652930075,0.4348895533413636,-0.9990313830662289,-0.4713525847502776,1.66936646952238,0.0,0.9479509197309145,-1.6664743312261132,0.6576695171029958,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,6
linear,omega=0.0,Reduced Rank,3.0,1.0,1.2315210087192143e-15,8.036678431075468e-16,0.5054835023171795,2.392391434324587e-15,0.5101167613208761,0.0429301843342242,,3.1,0.00232691817541143,0.003069755009368105,4.7,0.6862372926304019,-1.0020198357533496,-0.36581687956042264,1.0929214982368118,0.031542413998649106,1.6851109702970117,0.0,-0.3595675902427604,-1.712166528740515,-0.9216261821040672,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,2
linear,omega=0.5,Principal Components (kDMD),3.0,1.0,0.0,0.0,5.335680433234332,0.0,0.5093891070543284,0.01895383507226255,,4.5,0.0004871224450591738,0.001540416425777224,5.0,-0.6644675353091444,1.0015884960591772,-0.5688370294201965,-0.9990313830662289,-0.4713525847502776,-0.43215753033795257,0.0,0.8607830190660032,0.22888409913696944,0.01811577965915226,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,4
linear,omega=0.5,Reduced Rank,3.0,1.0,4.1160142026629466e-16,1.269529294815493e-16,0.1844305265064869,2.294741408536388e-15,0.5197873305835656,0.011089875543688189,,1.7,0.0005348843176635531,0.001691452728521861,4.8,-0.21303226006471285,-1.135195444633828,2.332333205170384,1.0075344458188573,-0.3919118134660486,-1.1265966052030318,0.0,-1.5799181995515241,0.17849360671551753,-0.3824257774797634,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,3
linear,omega=1.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,5.3203141376450125,0.0,0.5088022003189723,0.01778936521439039,,4.6,0.0,0.0,5.0,-0.6644675353091444,0.9952144209826961,-0.7325877264799636,-0.9990313830662289,-0.4713525847502776,-0.5349878371154357,0.0,0.9479509197309145,0.7428157885285352,0.1664171761892274,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,5
linear,omega=1.0,Reduced Rank,3.0,1.0,4.250723018185933e-16,1.6799516153526734e-16,0.1790974643384484,2.256295565719797e-15,0.5080624231258144,0.021888151988489958,,3.4,0.0,0.0,4.7,-0.19825769704835425,-1.1374076459056977,-0.9389902496594233,0.9739166646730234,-0.36622964462686847,-0.17303814941263831,0.0,-0.09806388824802549,0.7428157885285352,-1.6491702027705983,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,1
linear,omega=2.0,Principal Components (kDMD),3.0,1.0,0.0,0.0,5.325775201402022,0.0,0.5128995532207328,0.016890702308768126,,4.4,0.0,0.0,5.0,-0.6644675353091444,0.9974797184437723,0.41059968873353375,-0.9990313830662289,-0.4713525847502776,-0.6143456510167268,0.0,0.7736151184010918,0.7428157885285352,1.1176946340586555,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,8
linear,omega=2.0,Reduced Rank,3.0,1.0,2.778493975230271e-15,4.927467698789972e-15,1.2523677047578565,2.1966402605772297e-15,0.5093792379855572,0.01848734487441051,,1.8,0.0,0.0,4.3,2.3829228057192418,-0.6922056744857784,-0.5715905621252444,0.9217529235362233,2.612009383095378,-0.473351666733607,0.0,-1.4927502988866124,0.7428157885285352,0.993325055344429,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap",True,,7
