kind,kernel,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.01730570793448405
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.017720089756168123
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.5616077653700127
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.017368391183258725
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.01730570793448405
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.017720089756168123
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.5616077653700127
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,0.017368391183258725
good,hermite,PCR,0,1,8.046545390903794e-08,3.7559002837363282,2.1423746060955537e-08,0.00028266510599934394,0.01730570793448405,1.0000000017435127,0.0,
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.01730570793448405
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.017720089756168123
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.5616077653700127
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.017368391183258725
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.01730570793448405
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.017720089756168123
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.5616077653700127
good,hermite,PCR,0,2,6.567926395034757e-07,30.657226688308757,2.1423746060955537e-08,0.7310908989483909,0.01730570793448405,0.9826942938090286,0.0,0.017368391183258725
