kernel,kind,method,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,system,family,agg_bias_mean_z,agg_dist_mean_z,agg_spurious_mean_z,agg_trunc_mean_z,agg_bias_std_z,agg_spurious_std_z,mean_spurious_ref_count_z,mean_spurious_residual_count_z,mean_spectral_gap_z,agg_horizon_instab_z,agg_horizon_sens_z,score_ssl_only,rank_score_ssl_only
encoder(d=8),omega=3.0,SSL+Ridge (PCR),0.00041793337019780004,0.0002953385027825733,41.295444601784354,1.05944559102808e-05,0.09802915661073516,0.02032022937716951,,2.0,0.009974063740086365,6.828648825840666e-06,0.07369482230649227,duffing,ssl_encoder,-0.6962336792889379,-0.6231155518664139,0.2815055416955327,-0.7104271911243218,-0.6040453907459099,-0.3606731899538596,0.0,0.8164965809277264,-1.1303226674477411,1.8452986041115416,-0.25321075611612914,0.20918616500234594,7
encoder(d=8),omega=3.0,SSL+Ridge (RRR),0.11943473910953771,0.06424400361426885,41.46432714935224,0.0029304093176127,0.09874126273231795,0.01980569872963037,,2.0,0.010483261634466967,6.8158250244865215e-06,0.07516049882098118,duffing,ssl_encoder,-0.6937747229879246,-0.6175768425620969,0.31897699518289685,-0.7042223017527377,-0.6012810954837776,-0.4010446558675422,0.0,0.8164965809277264,-1.3061079402186875,1.8406821681465386,-0.20241089847043356,0.20664672141316423,6
encoder(d=16),A=rev,SSL+CCA,46.58167915517979,12.712938705974649,48.64531389611019,0.9572546314416424,0.2737469064393895,0.01344083786466348,0.0,2.0,0.019356992624375433,2.701454179243612e-07,0.048953090753736175,linear,ssl_encoder,2.170958933698525,2.157535270515951,-2.0935062194182823,1.3147855881321209,1.3428135075572871,-1.2431034157275231,0.0,-2.2936585546278225,-0.19362763002126596,2.8284271247461903,-1.369015677520833,1.9862473794065967,9
encoder(d=16),A=rev,SSL+Ridge (PCR),0.3317128245864835,0.4951830143536021,6.501777731065932,0.0514492360365856,0.383640662152344,0.07623974626434235,0.0,3.0,0.016248127228035866,0.0,0.11992374240672753,linear,ssl_encoder,-0.7362271880769944,-1.1730111336281352,0.3140835834073328,-0.8256777876434716,-0.7957405765406639,1.7900158186089576,0.0,0.5212860351426867,0.8902194564594027,-0.3535533905932738,1.4347259560226877,0.2881435071993428,5
encoder(d=16),A=rev,SSL+Ridge (RRR),9.438557200045636,13.562730171518762,13.654916400306014,0.6371382273031497,0.37897324638753793,0.07358186130004138,0.0,3.0,0.016814272080258,0.0,0.10569954913315882,linear,ssl_encoder,-0.16378803445124387,-0.6077083033226387,0.211828250263141,0.5583345418927506,1.4915580933176054,1.661642854598707,0.0,0.5212860351426867,0.6928437677822831,-0.3535533905932738,0.8727899732495418,1.8947439221048081,8
encoder(d=16),A=rot,SSL+CCA,39.69919840837263,9.712956584487443,41.42633444946852,0.957483420635248,0.2608982938565569,0.01184005347177515,0.0,2.0,0.025075539842044164,0.0,0.023996649090330564,linear,ssl_encoder,1.9581363214926693,1.8841264380562714,-2.24203363521757,1.2110079269019451,1.1708695055631808,-1.9909157827783355,0.0,-2.6736956911078424,-0.23458309857983572,0.0,-1.7103678425018605,-2.500633564421066,1
encoder(d=16),A=rot,SSL+Ridge (PCR),1.2426828570842343,1.7616077265828292,6.33645765611436,0.2007804413322066,0.4051725291866003,0.05707566602354555,0.0,3.0,0.02248709596205657,0.0,0.1367239745850448,linear,ssl_encoder,-0.7319540255336885,-1.2607932398251533,0.24190985216133018,-0.5512813940025045,-0.5855863352095264,0.7574122817332218,0.0,0.46499055497527775,0.22444961564493424,0.0,0.6139119561550413,-0.792394304615054,5
encoder(d=16),A=rot,SSL+Ridge (RRR),11.307433450912587,10.364635772500982,13.841704392716567,0.808979335817095,0.40041946827817376,0.05422895729840185,0.0,3.0,0.023258120325558365,0.0,0.128255673718897,linear,ssl_encoder,-0.027909781546576532,-0.5881377532215075,0.16007725979587412,0.8651560273537707,1.314825674076461,0.5844580750924157,0.0,0.46499055497527775,0.0877167279636485,0.0,0.4393074355052638,1.3995850304592605,8
encoder(d=4),A=rev,SSL+CCA,28.896020316356726,11.510175630320575,31.733415618180643,0.9117165263449566,0.3604925929998051,0.02733195484228255,0.0,3.0,0.021454824882306132,0.0,0.06218433373593381,linear,ssl_encoder,1.0592715961734211,0.8210109272282131,-0.19305219410058966,1.20717677209268,1.1322859808523429,-0.5721775164574348,0.0,0.5212860351426867,-0.9249971461670852,-0.3535533905932738,-0.8463068401537687,1.2897730627582136,7
encoder(d=4),A=rev,SSL+Ridge (PCR),0.00401880980124901,0.00321761883209986,24.570885737271485,0.0001837572070482,0.39418235132295987,0.03703531138250113,0.0,3.0,0.022610998588583068,0.0,0.08315456477944481,linear,ssl_encoder,-0.7568254191148919,0.25496592222402714,0.5450344976524097,-0.9468206737786926,-0.8818525133302413,-0.10351590895866243,0.0,0.5212860351426867,-1.3280752287657251,-0.3535533905932738,-0.01786425899789402,-1.190746670531371,3
