family,system,kind,kernel,method,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,agg_bias_mean_z,agg_dist_mean_z,agg_spurious_mean_z,agg_trunc_mean_z,agg_bias_std_z,agg_spurious_std_z,mean_spurious_ref_count_z,mean_spurious_residual_count_z,mean_spectral_gap_z,agg_horizon_instab_z,agg_horizon_sens_z,score_vs_analytic,rank_score_vs_analytic
graph_diffusion,graph,path_12,diffusion(tau=0.2),Reduced Rank,2.354400811684316,13.099096323229734,0.4101248878673295,0.1797133223361436,0.0965015702182707,0.0377119289764287,0.4,5.0,0.013576870615261,0.0,0.0658515184597417,-0.0962407116709734,-0.310921837861509,-0.27417382128198703,0.39095205909343883,-0.2205375227251447,-0.07137141921191346,-1.48280615163625,0.7729028320499826,0.5944978401991203,-0.23997478171367098,0.3164199211623282,-0.15364376097193982,30
graph_diffusion,graph,path_12,diffusion(tau=0.1),Reduced Rank,2.6305930850873707,12.689732560972772,0.4344634569147751,0.2072470530787188,0.1246096922796005,0.0309153634872298,0.9,5.0,0.0081565204805828,0.0,0.0587051760604224,-0.07562551594111193,-0.33185952380669215,-0.12869166135542542,0.5671349219480143,-0.21454698602922542,-0.22333821835997686,-0.9396188081705285,0.7729028320499826,0.6467695352266345,-0.23997478171367098,0.1947156693512881,0.21913854198912974,34
graph_diffusion,graph,path_12,diffusion(tau=0.002),Reduced Rank,2.8328905730717366,12.141904317337662,0.4717492278990362,0.2332298904092976,0.1421585679183352,0.0384322869319359,1.0,5.0,0.0003870856487552,0.0,0.093559792321088,-0.060525881693302905,-0.3598792382384086,0.09418152756307943,0.7333939265407916,-0.21080688616568471,-0.05526468222641063,-0.8309813394773842,0.7729028320499826,0.7216948662430134,-0.23997478171367098,0.7882997375550832,1.2405400300779492,40
graph_diffusion,graph,path_12,diffusion(tau=0.001),Reduced Rank,2.8340742171595075,12.13467668309169,0.472375354764171,0.2334656443812871,0.1424975597066672,0.0384567928115633,1.0,5.0,0.00020031052127,0.0,0.0935203094291023,-0.06043753362243461,-0.36024890929853,0.09792415879790176,0.7349024692843373,-0.2107346386230283,-0.05471674664141524,-0.8309813394773842,0.7729028320499826,0.72349605108533,-0.23997478171367098,0.787627332629605,1.2451388429728845,41
graph_diffusion,graph,path_12,diffusion(tau=0.05),Reduced Rank,2.7569346058871766,12.470473495095543,0.4508211064825581,0.221005953669281,0.1385092298912269,0.0323301707419051,1.0,5.0,0.0050601063765891,0.0,0.2300846449767861,-0.06619529130808802,-0.34307394453768475,-0.030914910971959073,0.6551753883287077,-0.2115846504474644,-0.19170404515203118,-0.8309813394773842,0.7729028320499826,0.6766301179752175,-0.23997478171367098,3.1133569651036677,3.355690778135644,52
graph_diffusion,graph,path_12,diffusion(tau=0.02),Reduced Rank,2.8114304901018263,12.28234340941122,0.4623592748603448,0.2288291278598838,0.1364046146125946,0.0353808408171585,1.0,5.0,0.0028489867897305,0.0,0.2379611464764112,-0.062127678171360626,-0.3526962145431724,0.03805371466599446,0.7052343228914387,-0.21203319606819035,-0.12349303955960445,-0.8309813394773842,0.7729028320499826,0.6979532734618322,-0.23997478171367098,3.2474960349013475,3.605875476720115,53
graph_diffusion,graph,path_12,diffusion(tau=0.01),Reduced Rank,2.824435529312185,12.206639015932057,0.4667612499679695,0.2313088652577839,0.1386500782719439,0.037437896254509,1.0,5.0,0.0016409248799373,0.0,0.2364985498321924,-0.061156972418108725,-0.35656825931479125,0.0643662248777408,0.7211016689468732,-0.21155463217049078,-0.07749861325987023,-0.8309813394773842,0.7729028320499826,0.7096033407368341,-0.23997478171367098,3.2225875963827924,3.629755163609516,54
graph_diffusion,graph,path_12,diffusion(tau=0.005),Reduced Rank,2.8295984257526694,12.165231754585273,0.4697270261061297,0.2325166508961515,0.1403397690849179,0.0382840484806029,1.0,5.0,0.0008589181577245,0.0,0.2356672397592816,-0.060771610006111525,-0.35868611222182234,0.08209395232125222,0.7288300488555649,-0.21119451722585686,-0.05857919791754058,-0.8309813394773842,0.7729028320499826,0.7171447016964246,-0.23997478171367098,3.2084301484474365,3.6440477056285197,55
graph_resolvent,graph,path_12,resolvent(beta=0.003),Reduced Rank,1.001319566527446,6.935556062915199,0.2513769617345416,0.1445283811159814,0.1065898003988613,0.0226384197102119,1.0,2.5,0.0214317906472373,0.0,0.0333444843850865,-0.1972356973873443,-0.6261677931201268,-1.223078875339965,0.16581062324897874,-0.21838747111508533,-0.40840531651724765,-0.8309813394773842,-1.3289798696126605,0.518748124004568,-0.23997478171367098,-0.23718415202464038,-4.08253066221841,1
graph_resolvent,graph,path_12,resolvent(beta=0.01),Reduced Rank,1.157875784745901,8.009752848372644,0.2559318668965874,0.1443862317201353,0.1130494111243508,0.0225163068858672,1.0,2.8,0.0213698084051545,0.0,0.0333162084033766,-0.18555022537346771,-0.5712259614024595,-1.195852236011117,0.16490103755761834,-0.21701076814617243,-0.41113568012223095,-0.8309813394773842,-1.0767539454131434,0.5193458560282883,-0.23997478171367098,-0.23766570006781185,-3.73742668499451,2
graph_resolvent,graph,path_12,resolvent(beta=0.03),Reduced Rank,1.2867210763198145,8.942068146829806,0.2650728899624698,0.1439686069192862,0.1057622899807117,0.0245057755089315,1.0,2.8,0.0211165137953943,0.0,0.0331038860754676,-0.1759331174365231,-0.5235409274039385,-1.1412123852881486,0.16222873957880174,-0.2185638340722179,-0.3666524511835773,-0.8309813394773842,-1.0767539454131434,0.5217885282292576,-0.23997478171367098,-0.2412816099440871,-3.618482874348123,3
graph_resolvent,graph,path_12,resolvent(beta=0.0003),Reduced Rank,0.6579148275493245,4.563106385499115,0.2481873519941525,0.1445823638420172,0.3549303925805589,0.0213132508347388,1.0,2.5,0.0211581731301997,0.0,0.1240961465016424,-0.22286768129974313,-0.7475112310263582,-1.2421445530899604,0.16615604796844746,-0.1654599426482331,-0.4380352336653015,-0.8309813394773842,-1.3289798696126605,0.5213867822184113,-0.23997478171367098,1.3083425693868316,-2.695728596079208,11
graph_resolvent,graph,path_12,resolvent(beta=0.001),Reduced Rank,0.8008231269944862,5.532677794206835,0.2457313853734991,0.1445684201720436,0.1100343012027516,0.0209504454789121,1.0,2.3,0.0213900820436946,4.5196747566755846e-08,0.0340047182345675,-0.21220090004556819,-0.6979206626159377,-1.256824928422778,0.16606682519956026,-0.217653362716815,-0.4461473262694819,-0.8309813394773842,-1.497130485745672,0.5191503451434681,6.056891589590985,-0.225940181027804,1.9280421749194727,42
graph_resolvent,graph,path_12,resolvent(beta=0.1),Reduced Rank,1.44764938988371,10.160046404056176,0.2838004123273445,0.1424664904918515,0.0636452718827211,0.0235917572673598,1.0,3.8,0.0203838373746979,0.0,0.0325536749368013,-0.1639213089897502,-0.4612451196429685,-1.0292698796131527,0.1526169955329028,-0.22754001333770574,-0.3870893066446677,-0.8309813394773842,-0.23600086474808624,0.5288541674342729,-0.23997478171367098,-0.2506518627570311,-2.6094762357153574,12
graph_resolvent,graph,path_12,resolvent(beta=0.0001),Reduced Rank,0.3501888901900719,2.437926225140423,0.5446313015334319,0.144586340768354,0.2560403794533508,0.3404702993144669,1.8,1.0,0.1274814162723187,0.0,0.1288205201492685,-0.24583657304914538,-0.856207600556481,0.5298292220347225,0.1661814955285304,-0.1865358527074644,6.698109508864698,0.03811841006777029,-2.590109490610246,-0.5039521722347652,-0.23997478171367098,1.3888000017252118,-0.5354319414495332,28
graph_resolvent,graph,path_12,resolvent(beta=0.3),Reduced Rank,1.615591868445941,11.683038923327404,0.3115702340208046,0.1382812018609902,0.0492382673527702,0.0248887198906519,1.0,5.0,0.0189423084750367,0.0,0.0316424977619158,-0.15138595807547597,-0.3833487790153685,-0.863277637716579,0.1258361666015857,-0.23061050268333452,-0.35809006301351315,-0.8309813394773842,0.7729028320499826,0.5427556972513891,-0.23997478171367098,-0.2661694702463252,-1.3596236739538536,21
graph_resolvent,graph,path_12,resolvent(beta=1),Reduced Rank,1.7739203432455166,14.134924983202126,0.3563800078402141,0.1254932872220681,0.0597221042207156,0.0297707258537439,1.0,5.0,0.0159234104538358,0.0,0.0337871465228813,-0.13956820351852467,-0.25794241668375445,-0.5954302277739402,0.04400884606556354,-0.22837613749399796,-0.2489315739484285,-0.8309813394773842,0.7729028320499826,0.5718687458114426,-0.23997478171367098,-0.22964548940884924,-0.9165370887095524,24
graph_resolvent,graph,path_12,resolvent(beta=3),Reduced Rank,1.7463162322432475,17.351679847643048,0.4000596767062056,0.1006318561819515,0.0691170663150885,0.0351276435494786,0.2,5.0,0.0140715948176019,0.0,0.0587090701255106,-0.1416285947968504,-0.09341538883211276,-0.3343379442007465,-0.11507450287328333,-0.2263738384766424,-0.12915436635524818,-1.7000810890225386,0.7729028320499826,0.5897269172910139,-0.23997478171367098,0.19478198639175168,-0.5432682796120231,27
graph_resolvent,graph,path_12,resolvent(beta=10),Reduced Rank,1.5030726106411052,22.500157819957888,0.4378670951810381,0.0667826092176776,0.0725665462234789,0.0311351351607498,0.9,5.0,0.0072787883690425,0.0,0.0483167569563323,-0.15978447876703916,0.16991328072500272,-0.10834664248355354,-0.331669097023787,-0.22563866890793335,-0.21842426618496674,-0.9396188081705285,0.7729028320499826,0.6552340336649839,-0.23997478171367098,0.01779792543193301,0.0334654657047638,32
rbf,langevin,all,rbf(gamma=0.7533),PCR,0.0006904876803715,11.027480611645744,0.3334545242090044,6.261517972131512e-05,,,3.0,4.4,0.0426610995039359,0.0,0.0,-0.3246594748440096,-0.3230468182576821,-0.48448848347602314,-0.3082279075472034,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2928652431403892,-0.1491856128883668,-0.12751534261266764,-0.7622433884393464,41
rbf,langevin,all,rbf(gamma=1.507),PCR,0.0081739149699164,9.450386102715862,0.3567682413765035,0.0008649292082963,,,3.0,4.4,0.0426610995039359,0.0,0.0,-0.3245347657960528,-0.3393088266819214,-0.2777052190895705,-0.30765036246729577,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2928652431403892,-0.1491856128883668,-0.12751534261266764,-0.5713086508892228,64
rbf,langevin,all,rbf(gamma=3.013),PCR,0.0610753605349626,9.261311931809653,0.3979958172913007,0.0065946769728366,,,3.0,4.4,0.0426610995039359,0.0,0.0,-0.3236531792372878,-0.34125844082531803,0.08796674429371744,-0.30352580834925347,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2928652431403892,-0.1491856128883668,-0.12751534261266764,-0.20464243803154505,81
rbf,langevin,all,rbf(gamma=0.3767),PCR,4.92485430825185e-05,16.082571098995647,0.3224301383425572,3.0622307079739297e-06,,,3.0,4.4,0.0426610995039359,0.0,0.0,-0.3246701608999075,-0.27092189890433543,-0.5822703378642126,-0.30827077668755454,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2928652431403892,-0.1491856128883668,-0.12751534261266764,-0.8079324441002631,36
rbf,langevin,all,rbf(gamma=6.027),PCR,0.2386667574237916,9.427098064729536,0.4536814531013444,0.0253170971368949,,,3.0,4.4,0.0426610995039359,0.0,0.0,-0.32069367242651514,-0.33954895830863957,0.581875865241984,-0.2900484899120814,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2928652431403892,-0.1491856128883668,-0.12751534261266764,0.30067433146275846,96
rbf,langevin,all,rbf(gamma=0.3767),Reduced Rank,0.0040722012864525,30.255235592902423,0.3179808817266656,0.0001345949289982,,,3.0,4.0,0.039794940349456,0.0,0.0,-0.3246031196115794,-0.12478228070845727,-0.6217334488094576,-0.30817609298511517,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30623509813805483,-0.1491856128883668,-0.12751534261266764,-1.2656191212058516,20
rbf,langevin,all,rbf(gamma=0.7533),Reduced Rank,0.3983239109885133,43.01809682484384,0.3199314553840896,0.0092594498685137,,,3.0,4.0,0.039794940349456,0.0,0.0,-0.3180330343458363,0.006820331370928202,-0.6044326475082111,-0.30160757381744174,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30623509813805483,-0.1491856128883668,-0.12751534261266764,-1.1068613629756396,21
rbf,langevin,all,rbf(gamma=1.507),Reduced Rank,7.071343110674045,41.27604096907572,0.3271400687608237,0.1713183470278058,,,3.0,4.0,0.039794940349456,0.0,0.0,-0.20682919161549912,-0.011142654893743383,-0.5404951554715939,-0.18494961274969515,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30623509813805483,-0.1491856128883668,-0.12751534261266764,-0.8913540339394836,31
rbf,langevin,all,rbf(gamma=3.013),Reduced Rank,13.476125654271703,38.54601041756668,0.3394289816861288,0.3496114256257814,,,3.0,4.0,0.039794940349456,0.0,0.0,-0.10009543147079472,-0.039293015937860463,-0.43149745629739344,-0.05660548980230081,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30623509813805483,-0.1491856128883668,-0.12751534261266764,-0.6396008741909986,56
rbf,langevin,all,rbf(gamma=6.027),Reduced Rank,71.74761660823398,38.55365968016049,0.3567448516260731,1.8609807007544583,,,3.0,4.0,0.039794940349456,0.0,0.0,0.8709813063290994,-0.03921414154445188,-0.2779126767383198,1.0313524140679597,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30623509813805483,-0.1491856128883668,-0.12751534261266764,1.0291184694965076,110
rbf,langevin,all,rbf(gamma=0.7917),PCR,0.0005980507893312,10.54518404502516,0.351566584364105,5.6713167525358e-05,,,3.0,4.4,0.0458846893877213,0.0,0.0,-0.32466101527678615,-0.3280199576510134,-0.323841817964585,-0.3082321561057278,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2778280707451342,-0.1491856128883668,-0.12751534261266764,-0.6140921132309061,60
rbf,langevin,all,rbf(gamma=1.583),PCR,0.0074863884004516,9.302253781524197,0.3770222611751435,0.0008047929648319,,,3.0,4.4,0.0458846893877213,0.0,0.0,-0.32454622321798066,-0.3408362741757025,-0.09806023580268189,-0.30769365149166783,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2778280707451342,-0.1491856128883668,-0.12751534261266764,-0.4007428032278564,76
rbf,langevin,all,rbf(gamma=0.3959),PCR,4.1878951988657353e-05,15.357069485893746,0.3393812661107215,2.727014553598609e-06,,,3.0,4.4,0.0458846893877213,0.0,0.0,-0.32467028371190976,-0.27840281604484834,-0.4319206741984217,-0.3082710179926218,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2778280707451342,-0.1491856128883668,-0.12751534261266764,-0.6725825272371482,51
rbf,langevin,all,rbf(gamma=3.167),PCR,0.0587665257023137,9.244267161585183,0.4199798990599129,0.0063570778164568,,,3.0,4.4,0.0458846893877213,0.0,0.0,-0.3236916552700906,-0.3414341957946049,0.28295667918877077,-0.30369684390250323,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2778280707451342,-0.1491856128883668,-0.12751534261266764,-0.01747083811283376,92
rbf,langevin,all,rbf(gamma=6.334),PCR,0.2381001897816304,9.429419168481854,0.4718664041896655,0.0252507800880767,,,3.0,4.4,0.0458846893877213,0.0,0.0,-0.3207031141045757,-0.33952502454401096,0.7431690439202084,-0.2900962281839984,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2778280707451342,-0.1491856128883668,-0.12751534261266764,0.45443954689396504,101
rbf,langevin,all,rbf(gamma=1.583),Reduced Rank,2.4206618815240857,39.33348318590618,0.3417233480114202,0.0615420167617254,,,3.0,4.0,0.0404557474309422,0.0,0.0,-0.2843313849284893,-0.031173091152068563,-0.41114735274962017,-0.26397201193184466,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30315261234968127,-0.1491856128883668,-0.12751534261266764,-0.9005913032740867,30
rbf,langevin,all,rbf(gamma=0.3959),Reduced Rank,0.0031570601722386,45.260371034694,0.3332439984967076,6.975329852728488e-05,,,3.0,4.0,0.0404557474309422,0.0,0.0,-0.3246183701609178,0.0299412552493456,-0.4863557615987372,-0.3082227691783736,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30315261234968127,-0.1491856128883668,-0.12751534261266764,-0.9770977295774825,24
rbf,langevin,all,rbf(gamma=0.7917),Reduced Rank,0.2943522151217328,48.97197554653725,0.3354897022294548,0.006010625706574,,,3.0,4.0,0.0404557474309422,0.0,0.0,-0.3197656911492396,0.06821299070798638,-0.46643727561188336,-0.30394623716294744,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30315261234968127,-0.1491856128883668,-0.12751534261266764,-0.9119165631125965,27
rbf,langevin,all,rbf(gamma=3.167),Reduced Rank,13.445095625579624,40.96300953724534,0.3510240640725699,0.3282252885583214,,,3.0,4.0,0.0404557474309422,0.0,0.0,-0.10061253749541914,-0.014370438487341373,-0.32865375404811537,-0.07200028261613178,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30315261234968127,-0.1491856128883668,-0.12751534261266764,-0.5215903398169283,66
rbf,langevin,all,rbf(gamma=6.334),Reduced Rank,126.98464995719492,52.98323436409194,0.3683750262034057,2.3966949447551205,,,3.0,4.0,0.0404557474309422,0.0,0.0,1.7914897277221793,0.10957457323428674,-0.17475772091523942,1.4169858628667515,0.0,0.0,0.16329616172311048,0.0015230999866521042,0.30315261234968127,-0.1491856128883668,-0.12751534261266764,2.3928460429966156,113
rbf,langevin,all,rbf(gamma=0.7952),PCR,0.0006440846837325,10.735519532502453,0.3286079764512796,5.999566968161213e-05,,,3.0,4.4,0.0409308833454721,0.0,0.0,-0.32466024813588634,-0.3260573376030318,-0.5274754065456867,-0.3082297931993063,0.0,0.0,0.16329616172311048,0.5726855949812546,0.3009362321910572,-0.1491856128883668,-0.12751534261266764,-0.804207052446954,38
rbf,langevin,all,rbf(gamma=1.59),PCR,0.0077163551721417,9.33835903254985,0.3540913075657985,0.0008263073999666,,,3.0,4.4,0.0409308833454721,0.0,0.0,-0.32454239089142095,-0.34046397949519114,-0.30144854187019193,-0.30767816434359796,0.0,0.0,0.16329616172311048,0.5726855949812546,0.3009362321910572,-0.1491856128883668,-0.12751534261266764,-0.5921931579912991,61
rbf,langevin,all,rbf(gamma=3.181),PCR,0.0585703577737156,9.221422140766908,0.3987229884303819,0.006351553684413,,,3.0,4.4,0.0409308833454721,0.0,0.0,-0.32369492434917274,-0.34166975930642696,0.09441645888991451,-0.30370082044431734,0.0,0.0,0.16329616172311048,0.5726855949812546,0.3009362321910572,-0.1491856128883668,-0.12751534261266764,-0.19469779855053987,83
rbf,langevin,all,rbf(gamma=0.3976),PCR,4.66225064788591e-05,15.78256278648021,0.3169274126275238,2.95405170311106e-06,,,3.0,4.4,0.0409308833454721,0.0,0.0,-0.3246702046620117,-0.2740153962679007,-0.6310772946529033,-0.3082708545601204,0.0,0.0,0.16329616172311048,0.5726855949812546,0.3009362321910572,-0.1491856128883668,-0.12751534261266764,-0.855797486425572,34
rbf,langevin,all,rbf(gamma=6.361),PCR,0.2330468507212847,9.392855974535056,0.4567379914199581,0.0248110746457837,,,3.0,4.4,0.0409308833454721,0.0,0.0,-0.3207873264686217,-0.3399020412444137,0.6089861268405217,-0.29041274977748965,0.0,0.0,0.16329616172311048,0.5726855949812546,0.3009362321910572,-0.1491856128883668,-0.12751534261266764,0.33119122067604534,97
rbf,langevin,all,rbf(gamma=0.3976),Reduced Rank,0.0068407672711246,37.98075165925881,0.311431080721598,0.0001801114241365,,,3.0,4.2,0.0369348374876083,0.0,0.0,-0.3245569822984479,-0.045121609365476226,-0.6798275409346578,-0.3081433279743021,0.0,0.0,0.16329616172311048,0.28710434748395336,0.3195767021733867,-0.1491856128883668,-0.12751534261266764,-0.9517379726545656,26
rbf,langevin,all,rbf(gamma=3.181),Reduced Rank,10.292173783421124,36.81579107539465,0.3372223015866916,0.2795586753071229,,,3.0,4.2,0.0369348374876083,0.0,0.0,-0.15315502451433283,-0.057133951505682054,-0.4510698184024963,-0.10703290330820629,0.0,0.0,0.16329616172311048,0.28710434748395336,0.3195767021733867,-0.1491856128883668,-0.12751534261266764,-0.4630354221454468,70
rbf,langevin,all,rbf(gamma=1.59),Reduced Rank,2.000155817141814,40.75648715031399,0.3213141940032783,0.0490757657735574,,,3.0,4.2,0.0369348374876083,0.0,0.0,-0.2913389910586984,-0.01649996767982492,-0.5921683138794385,-0.2729458322399577,0.0,0.0,0.16329616172311048,0.28710434748395336,0.3195767021733867,-0.1491856128883668,-0.12751534261266764,-0.7846403648067732,40
rbf,langevin,all,rbf(gamma=0.7952),Reduced Rank,0.1434058824232502,42.45835678846304,0.313568746794376,0.0033775655317451,,,3.0,4.2,0.0369348374876083,0.0,0.0,-0.3222811660399629,0.0010486435389891545,-0.6608673053994409,-0.3058416433192802,0.0,0.0,0.16329616172311048,0.28710434748395336,0.3195767021733867,-0.1491856128883668,-0.12751534261266764,-0.8831808256288873,32
rbf,langevin,all,rbf(gamma=6.361),Reduced Rank,151.48758829275596,41.10936911106603,0.3571681697503854,3.684989372701848,,,3.0,4.2,0.0369348374876083,0.0,0.0,2.199823769564482,-0.012861270451460564,-0.27415801578098115,2.3443635252698236,0.0,0.0,0.16329616172311048,0.28710434748395336,0.3195767021733867,-0.1491856128883668,-0.12751534261266764,3.3368260698981196,117
rbf,langevin,all,rbf(gamma=0.7981),PCR,0.0006590377316019,10.40323696736599,0.3434911524101517,6.334929538462964e-05,,,3.0,4.4,0.046842099857181,0.0,0.0,-0.32465999894787506,-0.3294836267967869,-0.3954676410271137,-0.30822737909465947,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2733620106068074,-0.1491856128883668,-0.12751534261266764,-0.6894112306739264,47
rbf,langevin,all,rbf(gamma=1.596),PCR,0.0080626014622004,9.327257531194538,0.3698501046283815,0.0008644128711183,,,3.0,4.4,0.046842099857181,0.0,0.0,-0.32453662080192575,-0.34057845120727903,-0.16167437046747152,-0.30765073415217986,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2733620106068074,-0.1491856128883668,-0.12751534261266764,-0.46630108390758696,69
rbf,langevin,all,rbf(gamma=0.3991),PCR,4.512741028371033e-05,14.397257559240472,0.3308773357194632,3.1344448828552483e-06,,,3.0,4.4,0.046842099857181,0.0,0.0,-0.32467022957733666,-0.28829979403097533,-0.5073471055043218,-0.30827072470424133,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2733620106068074,-0.1491856128883668,-0.12751534261266764,-0.7601387658195755,42
rbf,langevin,all,rbf(gamma=3.193),PCR,0.0609867796579775,9.27409285880261,0.4135729640591773,0.0065760372023977,,,3.0,4.4,0.046842099857181,0.0,0.0,-0.3236546554107587,-0.3411266519304533,0.22612975087676182,-0.3035392261723554,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2733620106068074,-0.1491856128883668,-0.12751534261266764,-0.07610744390544869,87
rbf,langevin,all,rbf(gamma=6.385),PCR,0.2416274308248822,9.436580567187614,0.4666294584110558,0.0256054011412838,,,3.0,4.4,0.046842099857181,0.0,0.0,-0.3206443337015065,-0.33945118069671903,0.6967194479276215,-0.2898409545165602,0.0,0.0,0.16329616172311048,0.5726855949812546,0.2733620106068074,-0.1491856128883668,-0.12751534261266764,0.406017181916295,99
rbf,langevin,all,rbf(gamma=0.3991),Reduced Rank,0.0039183161957618,36.909810469075765,0.3238327876761521,0.0001061592066164,,,3.0,4.2,0.0419347969653383,0.0,0.0,-0.32460568405998147,-0.056164482546512566,-0.569829404232463,-0.30819656241599924,0.0,0.0,0.16329616172311048,0.28710434748395336,0.29625324747026344,-0.1491856128883668,-0.12751534261266764,-0.8645197554673507,33
rbf,langevin,all,rbf(gamma=1.596),Reduced Rank,2.606017558424061,44.91297213152978,0.3322581374289429,0.0580237164174353,,,3.0,4.2,0.0419347969653383,0.0,0.0,-0.28124248874426566,0.026359095868382778,-0.49509995148314123,-0.2665046574809835,0.0,0.0,0.16329616172311048,0.28710434748395336,0.29625324747026344,-0.1491856128883668,-0.12751534261266764,-0.64305757651991,55
rbf,langevin,all,rbf(gamma=3.193),Reduced Rank,13.2646589527554,41.15096818480611,0.3566359361854604,0.3223413576367085,,,3.0,4.2,0.0419347969653383,0.0,0.0,-0.1036194599674054,-0.012432326920320659,-0.2788787127500881,-0.07623582535035227,0.0,0.0,0.16329616172311048,0.28710434748395336,0.29625324747026344,-0.1491856128883668,-0.12751534261266764,-0.19287031573338437,84
rbf,langevin,all,rbf(gamma=0.7981),Reduced Rank,0.1982580265780395,53.64437271317378,0.3252916405881756,0.0036957842276968,,,3.0,4.2,0.0419347969653383,0.0,0.0,-0.3213670716803515,0.11639181680560053,-0.5568899675377238,-0.3056125738581517,0.0,0.0,0.16329616172311048,0.28710434748395336,0.29625324747026344,-0.1491856128883668,-0.12751534261266764,-0.6744934127619446,50
rbf,langevin,all,rbf(gamma=6.385),Reduced Rank,67.34992338717895,36.92075000798268,0.4089227027618078,1.8241753857280023,,,3.0,4.2,0.0419347969653383,0.0,0.0,0.7976950815039827,-0.05605168088950705,0.18488380951050995,1.004858138945119,0.0,0.0,0.16329616172311048,0.28710434748395336,0.29625324747026344,-0.1491856128883668,-0.12751534261266764,1.6691343761771509,111
rbf,langevin,all,rbf(gamma=0.8164),PCR,0.0007007002355546,10.127861853724578,0.3514516986437512,6.918540612764635e-05,,,3.0,4.4,0.0506999615189049,0.0,0.0,-0.32465930465487236,-0.3323231220790963,-0.32486080794869887,-0.3082231779752407,0.0,0.0,0.16329616172311048,0.5726855949812546,0.25536613241641376,-0.1491856128883668,-0.12751534261266764,-0.6306390371203057,58
rbf,langevin,all,rbf(gamma=1.633),PCR,0.0085120208066292,9.326803878546578,0.3760904048570052,0.000912640698515,,,3.0,4.4,0.0506999615189049,0.0,0.0,-0.3245291313647456,-0.3405831289885668,-0.10632542534836296,-0.3076160173911168,0.0,0.0,0.16329616172311048,0.5726855949812546,0.25536613241641376,-0.1491856128883668,-0.12751534261266764,-0.4199299078472515,73
rbf,langevin,all,rbf(gamma=0.4082),PCR,4.845144963563348e-05,13.811878853568544,0.3397387468453583,3.507955010995132e-06,,,3.0,4.4,0.0506999615189049,0.0,0.0,-0.32467017418322824,-0.294335851723844,-0.4287499643226701,-0.3082704558332892,0.0,0.0,0.16329616172311048,0.5726855949812546,0.25536613241641376,-0.1491856128883668,-0.12751534261266764,-0.6965754315964046,45
rbf,langevin,all,rbf(gamma=3.265),PCR,0.0621761390210361,9.25608122932474,0.4187226984138998,0.0067173285843745,,,3.0,4.4,0.0506999615189049,0.0,0.0,-0.32363483509740404,-0.3413123765453352,0.27180581672854687,-0.30343751768965693,0.0,0.0,0.16329616172311048,0.5726855949812546,0.25536613241641376,-0.1491856128883668,-0.12751534261266764,-0.03954436720903859,91
rbf,langevin,all,rbf(gamma=6.531),PCR,0.240326987667474,9.3948854306118,0.4736154168495974,0.025580619310631,,,3.0,4.4,0.0506999615189049,0.0,0.0,-0.3206660051926305,-0.3398811147675096,0.758682080501871,-0.2898587936965507,0.0,0.0,0.16329616172311048,0.5726855949812546,0.25536613241641376,-0.1491856128883668,-0.12751534261266764,0.458521350243438,102
rbf,langevin,all,rbf(gamma=1.633),Reduced Rank,5.006645304809183,42.83066908901591,0.3465011753239265,0.1168939316451901,,,3.0,4.2,0.0454535754565055,0.0,0.0,-0.24123675485162593,0.004887694232372727,-0.36876995230092163,-0.224126982472256,0.0,0.0,0.16329616172311048,0.28710434748395336,0.2798391002927501,-0.1491856128883668,-0.12751534261266764,-0.48521148116545365,68
rbf,langevin,all,rbf(gamma=0.4082),Reduced Rank,0.0245096634611283,45.94665593431184,0.3351334501833067,0.0005334373734656,,,3.0,4.2,0.0454535754565055,0.0,0.0,-0.32426253549793155,0.037017794261954444,-0.46959708751650536,-0.3078889865863032,0.0,0.0,0.16329616172311048,0.28710434748395336,0.2798391002927501,-0.1491856128883668,-0.12751534261266764,-0.6788152990547849,49
