family,system,kind,kernel,method,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,agg_bias_mean_z,agg_dist_mean_z,agg_spurious_mean_z,agg_trunc_mean_z,agg_bias_std_z,agg_spurious_std_z,mean_spurious_ref_count_z,mean_spurious_residual_count_z,mean_spectral_gap_z,agg_horizon_instab_z,agg_horizon_sens_z,score_vs_analytic,rank_score_vs_analytic
rbf,duffing,omega=1.5,rbf(gamma=0.34486012945996974),PCR,0.056439942882441,14.35539836354286,0.0935190615243573,0.0039316180194467,,,,4.0,0.0,0.000101197103471,0.0,-0.3240002333870247,-0.17821622382393937,-0.31127240126844524,-0.38751470010424854,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13390628571169486,-0.08980268033781097,-0.9669631900155871,38
rbf,duffing,omega=1.5,rbf(gamma=0.6897202589199395),PCR,0.1777538155051233,12.203997546513266,0.0938880325165997,0.0145652123271614,,,,4.0,0.0,0.0001065028313774,0.0,-0.3227191627778718,-0.18851629487914096,-0.3085620221931556,-0.3816945691142524,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13387436360891874,-0.08980268033781097,-0.9703298237885718,37
rbf,duffing,omega=1.5,rbf(gamma=0.30173383683309535),PCR,0.0060147998245719,18.648401526217047,0.1632755158531886,0.0003225370183131,,,,4.0,0.0005313939609491,2.837833365665343e-05,0.0,-0.32453272128257377,-0.15766299298673972,0.20114304101392613,-0.38949007395924556,0.0,0.0,0.0,0.19991575166878783,0.1268262824196108,-0.13434440245930282,-0.08980268033781097,-0.43661590015353074,82
rbf,duffing,omega=1.5,rbf(gamma=0.6422357552191269),PCR,0.0256114088860418,14.590370684599764,0.1765010840690858,0.0017553638245171,,,,4.0,0.0002448080894965,4.2688191885242865e-05,0.0,-0.3243257817185736,-0.17709126766340702,0.2982951318417939,-0.388705838689706,0.0,0.0,0.0,0.19991575166878783,0.12754150586171437,-0.13425830668259822,-0.08980268033781097,-0.3578493193058039,84
rbf,duffing,omega=1.5,rbf(gamma=0.18860606852300818),PCR,0.0172184813903899,17.143669103179594,0.1070041123576976,0.0010043638433966,,,,4.0,0.0,5.643297072293052e-05,0.0,-0.32441441076409816,-0.16486706707357138,-0.21221420868324156,-0.3891168867452477,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13417561072637277,-0.08980268033781097,-0.8560404363922662,59
rbf,duffing,omega=1.5,rbf(gamma=4.695539874725136),PCR,0.3787715794854269,9.643869085811197,0.1070967470160442,0.0392758939503549,,,,4.0,0.0001063928712718,8.648460472782116e-05,0.0,-0.3205964216289371,-0.20077319505643246,-0.21153373502837966,-0.36816956526915207,0.0,0.0,0.0,0.19991575166878783,0.1278869444149703,-0.133994803989537,-0.08980268033781097,-0.8769263947994002,52
rbf,duffing,omega=1.5,rbf(gamma=0.7544242740920327),PCR,0.1676600006198996,11.697588722891847,0.1103290867101836,0.0143328684732943,,,,4.0,0.0,0.000142510944623,0.0,-0.32282575313975,-0.1909407835309038,-0.18778968453275788,-0.38182173887690224,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13365771950049887,-0.08980268033781097,-0.8519355059147202,60
rbf,duffing,omega=1.5,rbf(gamma=0.17243006472998487),PCR,0.0149742719617983,18.014486706169965,0.0942900361263354,0.0008312350058061,,,,4.0,0.0,0.0001048849587278,0.0,-0.324438109543781,-0.16069793079923217,-0.305608992836033,-0.38921164609789594,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.1338840975979039,-0.08980268033781097,-0.9450456495982567,41
rbf,duffing,omega=1.5,rbf(gamma=0.32111787760956345),PCR,0.0091401346779286,18.396988012349052,0.1612036727290092,0.0004968277781011,,,,4.0,0.0002457993649092,2.5064171776945088e-05,0.0,-0.32449971784662834,-0.15886666318923298,0.18592374093580724,-0.38939467864671456,0.0,0.0,0.0,0.19991575166878783,0.12753903196651098,-0.13436434223345015,-0.08980268033781097,-0.45262173434262915,80
rbf,duffing,omega=1.5,rbf(gamma=2.413870694664763),PCR,0.1085789869433036,9.19325257834114,0.1643078237974006,0.011810725966467,,,,5.0,0.0002074760508956,9.029427888240792e-05,0.0,-0.32344964675178106,-0.20293057177993704,0.2087261462175168,-0.38320219400245864,0.0,0.0,0.0,1.2632974094814857,0.12763467426884323,-0.13397188294796614,-0.08980268033781097,0.5940850140146996,92
rbf,duffing,omega=1.5,rbf(gamma=2.5526694076203773),PCR,0.4447645197009895,10.466421077460192,0.0992294545935414,0.0424944225355891,,,,4.0,0.0002372138157622,0.0001006505959616,0.0,-0.3198995382940469,-0.1968351357726771,-0.26932512028483063,-0.36640795415074406,0.0,0.0,0.0,0.19991575166878783,0.12756045865437293,-0.13390957379378102,-0.08980268033781097,-0.9292800445625442,44
rbf,duffing,omega=1.5,rbf(gamma=0.6034676736661907),PCR,0.0167968456601187,14.757116592724408,0.1790841076402601,0.0011382200279152,,,,5.0,0.000485124928173,4.794353272574714e-05,0.0,-0.3244188632239047,-0.1762929530545006,0.3172694501093153,-0.3890436226630216,0.0,0.0,0.0,1.2632974094814857,0.1269417546050231,-0.1342266877354163,-0.08980268033781097,0.7247747412101693,97
rbf,duffing,omega=1.5,rbf(gamma=5.965993307897684),PCR,0.6371479314289408,10.843316443177638,0.1142492999671542,0.0587595072750845,,,,4.0,0.0005062101203934,3.227571756725389e-05,0.0,-0.31786797562833446,-0.1950307072270815,-0.15899266740739704,-0.35750551523800767,0.0,0.0,0.0,0.19991575166878783,0.1268891329468763,-0.13432095370883032,-0.08980268033781097,-0.8114074237862321,64
rbf,duffing,omega=1.5,rbf(gamma=1.2069353473323814),PCR,0.0444704894148817,12.29956978926332,0.1926089638243847,0.0036156134057389,,,,5.0,0.0003896776502975,7.118679549200646e-05,0.0,-0.3241266304322547,-0.18805873212122134,0.4166200439729897,-0.3876876602710558,0.0,0.0,0.0,1.2632974094814857,0.12717995940652121,-0.13408684380900948,-0.08980268033781097,0.8135887163219118,101
rbf,duffing,omega=1.5,rbf(gamma=1.2844715104382538),PCR,0.0673592289525746,12.201181844956398,0.1903206920383283,0.0055207134692791,,,,5.0,0.0002301336644633,6.404727649156339e-05,0.0,-0.32388492607587416,-0.18852977536398433,0.3998109069462282,-0.38664493364466856,0.0,0.0,0.0,1.2632974094814857,0.12757812836766672,-0.13412979898185756,-0.08980268033781097,0.7972277330296862,100
rbf,duffing,omega=1.5,rbf(gamma=1.7726204014207823),PCR,0.5889417955795356,10.297698655449526,0.1030963223580455,0.0571915935088922,,,,4.0,0.0001365329165314,5.905928893723544e-05,0.0,-0.31837703087883806,-0.19764291316197596,-0.24091996731568308,-0.35836368823541426,0.0,0.0,0.0,0.19991575166878783,0.1278117248418404,-0.13415980938837752,-0.08980268033781097,-0.8962626311106845,48
rbf,duffing,omega=1.5,rbf(gamma=1.379440517839879),PCR,0.3454852456354769,11.159904689420834,0.1009690617506672,0.0309577236768862,,,,4.0,0.0,0.0001748543323425,0.0,-0.320947924248215,-0.1935150057335547,-0.25654635193439057,-0.3727223852458891,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13346312434501328,-0.08980268033781097,-0.9166442946564766,46
rbf,duffing,omega=1.5,rbf(gamma=2.5689430208765076),PCR,0.1584131491157145,10.95656022601521,0.2034293005281776,0.0144582921873216,,,,5.0,0.0001899731005974,8.167781015111508e-05,0.0,-0.322923399595453,-0.19448854000256716,0.49610383756693377,-0.3817530901750836,0.0,0.0,0.0,1.2632974094814857,0.1276783558372883,-0.13402372424199024,-0.08980268033781097,0.8911255357017005,102
rbf,duffing,omega=1.5,rbf(gamma=3.017697096368131),PCR,0.4084900996234728,9.685790012120416,0.1122461468201339,0.0421741643285993,,,,4.0,7.766971027134417e-05,0.0002309221827347,0.0,-0.320282595008178,-0.20057249395217194,-0.17370738614798947,-0.36658324245509,0.0,0.0,0.0,0.19991575166878783,0.12795862791414184,-0.13312579010657685,-0.08980268033781097,-0.8368875011544137,61
rbf,duffing,omega=1.5,rbf(gamma=1.5088485481840654),PCR,0.3249600641831136,10.564230252455678,0.1139923161248919,0.0307604109733954,,,,4.0,0.0,0.000298248378559,0.0,-0.32116466950692035,-0.19636686345246152,-0.1608804137164556,-0.3728303812580628,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13272071962792742,-0.08980268033781097,-0.8233585527051548,63
rbf,duffing,omega=1.5,rbf(gamma=5.137886041753015),PCR,0.3404994024984163,9.654673182752688,0.1812861592206103,0.0352678331055981,,,,5.0,0.0001061912732387,0.0001346288951448,0.0,-0.3210005745920434,-0.20072146923886106,0.33344523262765613,-0.37036331448106574,0.0,0.0,0.0,1.2632974094814857,0.12788744753690867,-0.1337051421346724,-0.08980268033781097,0.7302748423336756,98
rbf,duffing,omega=1.5,rbf(gamma=4.827741389329526),PCR,0.3217481146400547,9.581971122105625,0.1779199332780039,0.0335784892836695,,,,5.0,7.32656908566387e-05,0.0001734035830931,0.0,-0.3211985875912147,-0.20106953845246217,0.3087176834452986,-0.37128795031409095,0.0,0.0,0.0,1.2632974094814857,0.12796961888836156,-0.13347185283005036,-0.08980268033781097,0.7048132680023813,96
rbf,duffing,omega=1.5,rbf(gamma=2.758881035679758),PCR,0.5332008588486401,11.201063378559448,0.1149066406732597,0.0476026999248364,,,,4.0,0.0,0.0002812119341947,0.0,-0.31896565338530686,-0.19331795392465376,-0.15416398837131193,-0.36361201867697057,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.1328232200081827,-0.08980268033781097,-0.806887520800299,65
rbf,duffing,omega=1.5,rbf(gamma=1.4299234173900934),PCR,0.3760436305268884,12.321900080176416,0.1731079095063248,0.0305183152013925,,,,5.0,7.046271194233178e-05,0.0001985579331378,0.0,-0.3206252286825617,-0.18795182336611274,0.27336962407268933,-0.3729628885800846,0.0,0.0,0.0,1.2632974094814857,0.12797661419562173,-0.13332051077829812,-0.08980268033781097,0.6824736531971602,95
rbf,duffing,omega=1.5,rbf(gamma=2.859846834780187),PCR,0.4809089042125287,10.037759862419511,0.2025918846010061,0.0479099829846507,,,,5.0,4.863012454592308e-05,0.0002520971436122,0.0,-0.3195178547513273,-0.19888739908808484,0.4899523658956088,-0.363443832115835,0.0,0.0,0.0,1.2632974094814857,0.1280311011046537,-0.13299839019287288,-0.08980268033781097,0.8943370855014079,103
hermite,duffing,omega=1.5,hermite(ugly),Reduced Rank,2.974421795349077e-16,0.2920222894926936,1.3798957154942455,9.281127025835174e-16,7.285815678418289e-16,0.1224080421405657,,2.9,4.075936753818938,1.5443335240268588,5.219640207435691e+29,-0.3245962373760643,-0.24554620329226357,9.138165194547796,-0.38966660953521143,-0.3574792807973857,1.028742630965821,0.0,-0.9698040719251798,-10.044036065646262,9.157023049508418,11.135528725659457,22.841734957073534,125
hermite,duffing,omega=1.5,hermite(good),Reduced Rank,0.0956173143277475,1836.4696923355564,0.7743872149276751,5.910293823963789e-05,0.1054440365022185,0.2846889246255066,,3.3,1.8616817421157137,1.044747600993779,1.6908015412061747e+23,-0.32358652159943263,8.545358923146,4.690234044536421,-0.3896342604693651,-0.3472924200791746,3.547949239399224,0.0,-0.5444514088001008,-4.51798873072956,6.15124637533487,-0.08979904410870561,16.775355077739604,124
hermite,duffing,omega=1.5,hermite(bad),Reduced Rank,0.4694618822331816,1514.6742727275378,0.4340204404317739,0.01680701427986,0.3741988270017529,0.2214706229546749,,3.4,0.3958828413941229,0.1979396777579573,10467078.810701774,-0.3196387349367755,7.004727507110146,2.189975208710592,-0.3804675539921061,-0.32132824316611425,2.566564612298281,0.0,-0.4381132430188309,-0.8598400233565412,1.0563960486593527,-0.08980268033781097,9.34469940979539,122
linear,duffing,omega=1.5,linear,Reduced Rank,1.4909028082691549e-15,1.071944399045361,0.3138011841452541,1.300587580801252e-15,,,,0.5,0.0,7.661221657766504e-05,0.0144835554905212,-0.3245962373760643,-0.24181223931756982,1.306871215343576,-0.3896666095352112,0.0,0.0,0.0,-3.5219200506756545,0.12815246579332926,-0.13405420156791542,-0.08980268033781097,-3.1360712658023804,7
poly,duffing,omega=1.5,poly(p=1),Reduced Rank,2.4920335394776788e-15,1.066159511205085,0.0735566808541314,2.314720592679096e-15,1.412409371094857e-15,0.0140324991437038,,2.0,0.0004316653572667,9.621774639911872e-05,0.0980656405384043,-0.32459623737606424,-0.24183993511248147,-0.45791162223462695,-0.38966660953521065,-0.3574792807973857,-0.6536513758303175,0.0,-1.9268475639566078,0.12707517199270932,-0.13393624419260677,-0.08980268033781097,-3.559012666138375,2
poly,duffing,omega=1.5,poly(p=2),Reduced Rank,0.5251255214361699,12.364014311097876,0.0937026326168277,0.0471624847402517,0.2297356018146828,0.0491443406403939,,3.8,0.0001707373559945,0.0,0.474847476517083,-0.31905092868972557,-0.187750196794489,-0.3099239287372145,-0.3638529635507288,-0.33528471526924075,-0.10858419491369829,0.0,-0.012760579893751912,0.12772636188656272,-0.13451514172441106,-0.08980268033781097,-1.282833984555221,20
poly,duffing,omega=1.5,poly(p=3),Reduced Rank,0.8664288444503556,10.106276324020136,0.1018818107593578,0.0937831014690917,0.3662110721189835,0.0498191154338896,,3.8,0.0001167747621461,0.0,0.4897045153896757,-0.3154467765308081,-0.19855936889615072,-0.24984150015427814,-0.3383359005197082,-0.3220999335256754,-0.09810916487350607,0.0,-0.012760579893751912,0.1278610346529537,-0.13451514172441106,-0.08980268033781097,-1.2112157550703837,22
poly,duffing,omega=1.5,poly(p=4),Reduced Rank,1.3576686978815335,9.441532773594972,0.1155266714316097,0.1621156007013852,0.6002686110730404,0.0614015342044287,,3.8,9.869113737850376e-05,0.0,0.6633496173370748,-0.31025929941322755,-0.20174190268932812,-0.1496093799365011,-0.3009351792868859,-0.2994878292430201,0.0816933199391634,0.0,-0.012760579893751912,0.12790616539260402,-0.13451514172441106,-0.08980268033781097,-1.0396521182681357,32
rbf,duffing,omega=1.5,rbf(gamma=1.131751085935128),Reduced Rank,34.92589584497226,48.492430550524006,0.0868840622179119,0.7202339715387776,,,,2.0,0.0003630462912344,7.927216832914752e-05,0.0,0.04422010405332235,-0.014781379718470983,-0.36001163460344904,0.004542153418974238,0.0,0.0,0.0,-1.9268475639566078,0.12724642246068527,-0.1340381978725341,-0.08980268033781097,-2.415367064495721,13
rbf,duffing,omega=1.5,rbf(gamma=0.293471242170321),Reduced Rank,0.8670841966263682,25.67095256073562,0.1020073671457471,0.0337768610095363,,,,4.0,0.0003131031544713,1.5802497377426228e-05,0.0,-0.3154398560328206,-0.12404174766984455,-0.24891919078689312,-0.37117937466263706,0.0,0.0,0.0,0.19991575166878783,0.12737106399309614,-0.1344200654305828,-0.08980268033781097,-0.8346119439239348,62
rbf,duffing,omega=1.5,rbf(gamma=0.17874042717376168),Reduced Rank,2.283430936298822,34.5760702935419,0.0815296196620972,0.0660407882362883,,,,4.0,0.0001934776662608,1.9196931255738295e-07,0.0,-0.3004832798281581,-0.08140750458654905,-0.3993441820617755,-0.3535202203562548,0.0,0.0,0.0,0.19991575166878783,0.12766960960180868,-0.13451398673413764,-0.08980268033781097,-0.9185611872568664,45
rbf,duffing,omega=1.5,rbf(gamma=0.31908367595254716),Reduced Rank,7.250035638113252,33.2386828416856,0.0853280130087905,0.2181204253082126,,,,4.0,0.0001798138118496,4.467566857124794e-06,0.0,-0.24803609325977463,-0.08781039598336188,-0.37144202697899037,-0.27028181732375206,0.0,0.0,0.0,0.19991575166878783,0.1277037100581042,-0.13448826244773343,-0.08980268033781097,-0.8029527609717073,66
rbf,duffing,omega=1.5,rbf(gamma=0.586942484340642),Reduced Rank,2.4779273832430486,26.19136126254997,0.1187572525972305,0.0946085756446016,,,,4.0,0.000312184437367,2.8559198549493736e-05,0.0,-0.2984294035782433,-0.12155023304179219,-0.12587824720135468,-0.3378840901824603,0.0,0.0,0.0,0.19991575166878783,0.12737335680678694,-0.13434331427917,-0.08980268033781097,-0.6753434934574201,73
rbf,duffing,omega=1.5,rbf(gamma=0.7149617086950467),Reduced Rank,8.526992463590444,25.34842899895009,0.1121949324909506,0.3363913583734765,,,,4.0,9.010028461331476e-05,0.0,0.0,-0.23455147008428695,-0.1255858651476627,-0.17408359525139294,-0.20554807792864382,0.0,0.0,0.0,0.19991575166878783,0.12792760531654088,-0.13451514172441106,-0.08980268033781097,-0.5974332371828284,75
rbf,duffing,omega=1.5,rbf(gamma=0.15954183797627358),Reduced Rank,4.251406725787181,39.514166159517536,0.0806209213505379,0.107591963566291,,,,4.0,0.0001880087678773,1.9699158836372632e-06,0.0,-0.27970151852638775,-0.05776582057567674,-0.4060192783191615,-0.33077783652904186,0.0,0.0,0.0,0.19991575166878783,0.12768325816133652,-0.1345032896546466,-0.08980268033781097,-0.8694241249287484,54
rbf,duffing,omega=1.5,rbf(gamma=0.35748085434752336),Reduced Rank,6.079987990420861,40.16073107913766,0.0925237550028112,0.1513913673145068,,,,4.0,0.0002082396681027,1.426613812971489e-06,0.0,-0.26039175894220806,-0.054670319002388834,-0.3185837022276423,-0.30680492015462235,0.0,0.0,0.0,0.19991575166878783,0.12763276853313985,-0.13450655845109533,-0.08980268033781097,-0.747625343103099,68
rbf,duffing,omega=1.5,rbf(gamma=2.263502171870256),Reduced Rank,138.18493433371094,47.97091915201776,0.0895586818923968,2.8805980118039622,,,,2.0,0.0003062594506837,9.766490431151188e-05,0.0,1.1346322430569131,-0.01727817362976474,-0.34036447167601996,1.1869835120571008,0.0,0.0,0.0,-1.9268475639566078,0.12738814361169315,-0.13392753731497797,-0.08980268033781097,-0.7164023560238713,70
rbf,duffing,omega=1.5,rbf(gamma=0.11078877508879889),Reduced Rank,3.021319784171629,39.45795183329011,0.0813242975711651,0.076570618691429,,,,4.0,3.270982325886962e-05,0.0,0.0,-0.29269119722956183,-0.058034952924181746,-0.4008524326035727,-0.34775688288278095,0.0,0.0,0.0,0.19991575166878783,0.12807083290520666,-0.13451514172441106,-0.08980268033781097,-0.8858236781395377,51
rbf,duffing,omega=1.5,rbf(gamma=0.6381673519050943),Reduced Rank,24.46768556487274,36.59155222333128,0.0912703805797306,0.6686703372280501,,,,4.0,0.0001352402752726,5.642090507795849e-06,0.0,-0.06621826152293994,-0.07175816034396025,-0.32779071275487903,-0.023680392723393447,0.0,0.0,0.0,0.19991575166878783,0.12781495084640873,-0.13448119588394591,-0.08980268033781097,-0.4380679801132406,81
rbf,duffing,omega=1.5,rbf(gamma=1.173884968681284),Reduced Rank,13.719510905854028,27.49024963009475,0.1332904870278628,0.4990682547616699,,,,4.0,0.0002935775791564,4.6543588275049785e-05,0.0,-0.179718641652888,-0.11533166029951832,-0.019120330386080533,-0.11650943129357139,0.0,0.0,0.0,0.19991575166878783,0.12741979336386025,-0.1342351105515547,-0.08980268033781097,-0.33283749052392025,85
rbf,duffing,omega=1.5,rbf(gamma=0.282937771483782),Reduced Rank,2.2429787917434307,51.59043805254824,0.0784231071912935,0.0434766378501925,,,,4.0,0.0003689131861255,3.2276799929231714e-05,0.0,-0.30091045317896103,5.067628328063058e-05,-0.4221639336818726,-0.3658703540104768,0.0,0.0,0.0,0.19991575166878783,0.12723178063365728,-0.13432094719676055,-0.08980268033781097,-0.8665508731317464,57
rbf,duffing,omega=1.5,rbf(gamma=0.30173383683309535),Reduced Rank,0.6040729692026001,30.439038875599167,0.1801405529947401,0.0198453364993348,,,,4.0,0.0005435471775538,2.797485891636864e-05,0.0,-0.3182172461700374,-0.10121400332221693,0.3250298633753217,-0.37880457600033424,0.0,0.0,0.0,0.19991575166878783,0.12679595201508462,-0.13434682997958924,-0.08980268033781097,-0.24463945675816978,86
rbf,duffing,omega=1.5,rbf(gamma=0.32111787760956345),Reduced Rank,0.7843934885908526,31.062242934221707,0.1505574302916983,0.0252523132425403,,,,4.0,0.0002548707921123,2.477301078840366e-05,0.0,-0.31631306726105185,-0.09823034447311188,0.10771880521123917,-0.37584515212213643,0.0,0.0,0.0,0.19991575166878783,0.12751639268790277,-0.1343660940140097,-0.08980268033781097,-0.45524200892307426,79
rbf,duffing,omega=1.5,rbf(gamma=0.565875542967564),Reduced Rank,11.751412563665214,50.02208474534713,0.0825788707209272,0.2349244863241788,,,,4.0,0.0003774013587581,5.418488757147344e-05,0.0,-0.20050169710724974,-0.007457989873189262,-0.39163661649599807,-0.26108437820329805,0.0,0.0,0.0,0.19991575166878783,0.12721059696533238,-0.1341891363995087,-0.08980268033781097,-0.6906092591639519,71
rbf,duffing,omega=1.5,rbf(gamma=0.22157755017759778),Reduced Rank,11.850799690387335,44.81857816027478,0.085776716766833,0.2644171273798097,,,,4.0,1.990071337243382e-05,0.0,0.0,-0.19945217223248243,-0.03237035726573042,-0.3681459486899871,-0.2449420438977492,0.0,0.0,0.0,0.19991575166878783,0.1281028002021876,-0.13451514172441106,-0.08980268033781097,-0.682790170429415,72
rbf,duffing,omega=1.5,rbf(gamma=0.37287458174360527),Reduced Rank,2.648656099940296,49.824719711748,0.091459929558178,0.053159478171952,,,,4.0,0.0001952436613157,5.7460644746765155e-06,0.0,-0.2966265137984447,-0.008402896955956855,-0.32639832799909085,-0.3605706032961797,0.0,0.0,0.0,0.19991575166878783,0.1276652022629001,-0.13448057032083463,-0.08980268033781097,-0.7722479382599898,67
rbf,duffing,omega=1.5,rbf(gamma=2.347769937362568),Reduced Rank,33.54407216512848,26.746083718817104,0.136739902647352,1.254167620118854,,,,4.0,0.0002282660678422,6.380949796280788e-05,0.0,0.02962809025466016,-0.11889443749210182,0.00621831171209917,0.29678235788569,0.0,0.0,0.0,0.19991575166878783,0.12758278927044267,-0.13413122958492782,-0.08980268033781097,0.10511637979877289,89
rbf,duffing,omega=1.5,rbf(gamma=0.7457491634872105),Reduced Rank,11.59134636844527,57.58639881008365,0.0976727109221692,0.2012861822923292,,,,4.0,0.0002481499432461,1.0868378784611998e-05,0.0,-0.20219199100177382,0.02875700629764052,-0.28076061402604235,-0.2794957760882676,0.0,0.0,0.0,0.19991575166878783,0.12753316570129514,-0.13444975173255833,-0.08980268033781097,-0.5545135843252433,78
rbf,duffing,omega=1.5,rbf(gamma=0.37721213704601636),Reduced Rank,10.406845755482395,38.60556482310556,0.1079972913712102,0.2695685402653107,,,,4.0,0.0,7.331514917936488e-05,0.0,-0.21470027953452805,-0.06211585068248678,-0.20491853592620063,-0.24212249888695095,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13407403849250055,-0.08980268033781097,-0.56268064985155,77
rbf,duffing,omega=1.5,rbf(gamma=4.527004343740512),Reduced Rank,321.93478349673376,36.8553143662642,0.0683699844168852,8.735098018629827,,,,2.0,0.0001568393768114,0.0001399840173533,0.0,3.0750247646209234,-0.07049536970430977,-0.49601194391020026,4.391352226400425,0.0,0.0,0.0,-1.9268475639566078,0.12776104664076654,-0.13367292284930118,-0.08980268033781097,2.617750920383289,118
rbf,duffing,omega=1.5,rbf(gamma=0.6034676736661907),Reduced Rank,2.847103431922927,28.67517461610704,0.1664287521325381,0.0992880939711415,,,,5.0,0.0004960723411059,4.7297656702305346e-05,0.0,-0.29453091632907313,-0.10965869994066649,0.2243060153687719,-0.3353228292538963,0.0,0.0,0.0,1.2632974094814857,0.12691443348720138,-0.13423057367174107,-0.08980268033781097,0.7551763566876186,99
rbf,duffing,omega=1.5,rbf(gamma=0.44315510035519556),Reduced Rank,87.08969214483268,46.18275796062727,0.0908401455732994,1.885762046066636,,,,4.0,1.1636731713782211e-05,3.188115517915868e-06,0.0,0.5950681221479482,-0.025839194516103167,-0.3309511236907124,0.6424756564254539,0.0,0.0,0.0,0.19991575166878783,0.12812342436407465,-0.13449596031273287,-0.08980268033781097,0.5991944553541411,93
rbf,duffing,omega=1.5,rbf(gamma=0.18860606852300818),Reduced Rank,4.172350738163343,45.05430586475239,0.1068625170560902,0.0926071472655297,,,,4.0,0.0,5.628776443344918e-05,0.0,-0.2805363472234936,-0.03124178462292959,-0.21325433636456312,-0.3389795406008426,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13417648436523597,-0.08980268033781097,-0.6545094186490021,74
rbf,duffing,omega=1.5,rbf(gamma=1.2069353473323814),Reduced Rank,6.105580172887197,20.73169375316718,0.1800959811829417,0.2945046480804034,,,,5.0,0.0003919244494223,7.033245405474453e-05,0.0,-0.2601215063150937,-0.14768899939313201,0.32470244873139015,-0.22847411155293215,0.0,0.0,0.0,1.2632974094814857,0.1271743521398559,-0.13409198398499425,-0.08980268033781097,0.9056448084753068,104
rbf,duffing,omega=1.5,rbf(gamma=1.491498326974421),Reduced Rank,73.69121561685242,58.85922174808444,0.1051145043387502,1.2519909952640629,,,,4.0,0.0003370652467377,1.93918675667204e-05,0.0,0.4535806391722308,0.034850787892554816,-0.22609485009607566,0.2955910164253735,0.0,0.0,0.0,0.19991575166878783,0.12731126254502087,-0.13439846985574264,-0.08980268033781097,0.44950231792914125,91
rbf,duffing,omega=1.5,rbf(gamma=0.34486012945996974),Reduced Rank,15.126713428860702,46.1114971280537,0.093218932148494,0.3280464606658322,,,,4.0,0.0,9.96048273465444e-05,0.0,-0.16485862808332238,-0.026180363689764643,-0.31347708509813005,-0.21011552674709014,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13391586569826588,-0.08980268033781097,-0.5693004017153867,76
rbf,duffing,omega=1.5,rbf(gamma=1.2763347038101887),Reduced Rank,76.36697485327514,43.25810338312725,0.1154671747755439,1.765379637126253,,,,4.0,0.0,2.231946310997657e-05,0.0,0.4818365710029781,-0.03984130408198253,-0.15004642917625413,0.5765862338417841,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.1343808558718619,-0.08980268033781097,0.6200504030214131,94
rbf,duffing,omega=1.5,rbf(gamma=0.7544242740920327),Reduced Rank,19.21729400859932,35.22812342627724,0.1124426724384286,0.5455100113071825,,,,4.0,0.0,0.0001423142357436,0.0,-0.12166222818457857,-0.0782857275816422,-0.17226375254322526,-0.09109026457735618,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13365890300654668,-0.08980268033781097,-0.3772264393770293,83
rbf,duffing,omega=1.5,rbf(gamma=0.6897202589199395),Reduced Rank,38.96662759494141,44.11904396124397,0.0934901855415106,0.8832155934559991,,,,4.0,0.0,0.0001047745672583,0.0,0.08689010190638294,-0.03571945516442374,-0.3114845178340604,0.09374758679083736,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13388476177215053,-0.08980268033781097,-0.17313553524119152,87
rbf,duffing,omega=1.5,rbf(gamma=1.7726204014207823),Reduced Rank,129.56668204336506,41.39455629191474,0.1144410904284279,3.1300415718835053,,,,4.0,0.0001340976301651,5.9747362022077866e-05,0.0,1.0436237749176953,-0.04876324336092398,-0.15758381721590325,1.3235125305866728,0.0,0.0,0.0,0.19991575166878783,0.12781780251024946,-0.13415566957191513,-0.08980268033781097,1.5388992826483914,111
rbf,duffing,omega=1.5,rbf(gamma=0.17243006472998487),Reduced Rank,2.895038100758613,55.28929665952184,0.0941731168090703,0.052361637345228,,,,4.0,0.0,0.0001011030135115,0.0,-0.2940247277615392,0.01775937387854046,-0.30646785620923894,-0.3610072889535713,0.0,0.0,0.0,0.19991575166878783,0.12815246579332926,-0.13390685180732026,-0.08980268033781097,-0.722954402148702,69
rbf,duffing,omega=1.5,rbf(gamma=2.982996653948842),Reduced Rank,270.8640649081114,48.193020851519904,0.0996037965611346,5.62040021816912,,,,4.0,0.0004545048461537,2.9044257629839976e-05,0.0,2.5357196121451584,-0.016214837003579164,-0.2665752872158376,2.686571258803935,0.0,0.0,0.0,0.19991575166878783,0.1270181721909576,-0.13434039590376734,-0.08980268033781097,3.6354968788503976,119
