system,kind,kernel,trial,final_train_loss,final_val_loss,method,latent_norm_mean,latent_norm_std,latent_cov_rank,operator_rank
graph,path_12,encoder(d=8),2,-0.9997624307870865,-0.9989937543869019,SSL+CCA,1.040702211589185,0.050886628617470515,8,3
graph,path_12,encoder(d=16),0,-1.0000454187393188,-0.9999099373817444,SSL+Ridge (PCR),0.988262960306513,0.011122319425689977,12,3
graph,path_12,encoder(d=16),0,-1.0000454187393188,-0.9999099373817444,SSL+Ridge (RRR),0.988262960306513,0.011122319425689977,12,3
graph,path_12,encoder(d=16),0,-1.0000454187393188,-0.9999099373817444,SSL+CCA,0.988262960306513,0.011122319425689977,12,3
graph,path_12,encoder(d=16),1,-1.0000828802585602,-1.0000633001327515,SSL+Ridge (PCR),0.9564760513984524,0.030371742107193518,12,3
graph,path_12,encoder(d=16),1,-1.0000828802585602,-1.0000633001327515,SSL+Ridge (RRR),0.9564760513984524,0.030371742107193518,12,3
graph,path_12,encoder(d=16),1,-1.0000828802585602,-1.0000633001327515,SSL+CCA,0.9564760513984524,0.030371742107193518,12,3
graph,path_12,encoder(d=16),2,-1.0000662803649902,-0.9997454285621643,SSL+Ridge (PCR),1.0627049211558433,0.03465398084375705,12,3
graph,path_12,encoder(d=16),2,-1.0000662803649902,-0.9997454285621643,SSL+Ridge (RRR),1.0627049211558433,0.03465398084375705,12,3
graph,path_12,encoder(d=16),2,-1.0000662803649902,-0.9997454285621643,SSL+CCA,1.0627049211558433,0.03465398084375705,12,3
