system,kind,kernel,trial,final_train_loss,final_val_loss,method,latent_norm_mean,latent_norm_std,latent_cov_rank,operator_rank
duffing,omega=3.0,encoder(d=4),1,-0.9994879961013794,-0.6341824531555176,SSL+CCA,1.103348501489064,0.14880942807814787,4,3
duffing,omega=3.0,encoder(d=4),2,-0.9987849146127701,-0.9915946125984192,SSL+Ridge (PCR),1.4062132572321095,0.3528866252662682,4,3
duffing,omega=3.0,encoder(d=4),2,-0.9987849146127701,-0.9915946125984192,SSL+Ridge (RRR),1.4062132572321095,0.3528866252662682,4,3
duffing,omega=3.0,encoder(d=4),2,-0.9987849146127701,-0.9915946125984192,SSL+CCA,1.4062132572321095,0.3528866252662682,4,3
duffing,omega=3.0,encoder(d=8),0,-1.007385492324829,-0.5887047052383423,SSL+Ridge (PCR),1.2134783371237037,0.28864458150903904,7,3
duffing,omega=3.0,encoder(d=8),0,-1.007385492324829,-0.5887047052383423,SSL+Ridge (RRR),1.2134783371237037,0.28864458150903904,7,3
duffing,omega=3.0,encoder(d=8),0,-1.007385492324829,-0.5887047052383423,SSL+CCA,1.2134783371237037,0.28864458150903904,7,3
duffing,omega=3.0,encoder(d=8),1,-0.9996578693389893,-0.21128058433532715,SSL+Ridge (PCR),1.0572279968318685,0.13897368498041737,6,3
duffing,omega=3.0,encoder(d=8),1,-0.9996578693389893,-0.21128058433532715,SSL+Ridge (RRR),1.0572279968318685,0.13897368498041737,6,3
duffing,omega=3.0,encoder(d=8),1,-0.9996578693389893,-0.21128058433532715,SSL+CCA,1.0572279968318685,0.13897368498041737,6,3
duffing,omega=3.0,encoder(d=8),2,-1.0000504106283188,-0.9873307943344116,SSL+Ridge (PCR),1.0545509773223911,0.18456695836260456,5,3
duffing,omega=3.0,encoder(d=8),2,-1.0000504106283188,-0.9873307943344116,SSL+Ridge (RRR),1.0545509773223911,0.18456695836260456,5,3
duffing,omega=3.0,encoder(d=8),2,-1.0000504106283188,-0.9873307943344116,SSL+CCA,1.0545509773223911,0.18456695836260456,5,3
duffing,omega=3.0,encoder(d=16),0,-1.0016400218009949,-0.19757261872291565,SSL+Ridge (PCR),1.1483041565803587,0.24927648172241748,7,3
duffing,omega=3.0,encoder(d=16),0,-1.0016400218009949,-0.19757261872291565,SSL+Ridge (RRR),1.1483041565803587,0.24927648172241748,7,3
duffing,omega=3.0,encoder(d=16),0,-1.0016400218009949,-0.19757261872291565,SSL+CCA,1.1483041565803587,0.24927648172241748,7,3
duffing,omega=3.0,encoder(d=16),1,-1.0008045732975006,-0.1464913785457611,SSL+Ridge (PCR),1.0896643576022726,0.10985581453146569,6,3
duffing,omega=3.0,encoder(d=16),1,-1.0008045732975006,-0.1464913785457611,SSL+Ridge (RRR),1.0896643576022726,0.10985581453146569,6,3
duffing,omega=3.0,encoder(d=16),1,-1.0008045732975006,-0.1464913785457611,SSL+CCA,1.0896643576022726,0.10985581453146569,6,3
duffing,omega=3.0,encoder(d=16),2,-1.0043447315692902,-1.0082529783248901,SSL+Ridge (PCR),1.0518918068435272,0.182525220078025,6,3
duffing,omega=3.0,encoder(d=16),2,-1.0043447315692902,-1.0082529783248901,SSL+Ridge (RRR),1.0518918068435272,0.182525220078025,6,3
duffing,omega=3.0,encoder(d=16),2,-1.0043447315692902,-1.0082529783248901,SSL+CCA,1.0518918068435272,0.182525220078025,6,3
