kind,kernel,method,trial,spec_radius,ps_radius,ps_margin,henrici
A=rev,rbf(gamma=0.16077889909457715),PCR,0,0.999348746632468,0.999348746632468,0.0,0.053530835803753674
A=rev,rbf(gamma=0.3215577981891543),PCR,0,0.9980516249960564,0.9980516249960564,0.0,0.04707079630817564
A=rev,rbf(gamma=0.6431155963783086),PCR,0,0.9947479267224669,0.9947479267224669,0.0,0.0399956658470735
A=rev,rbf(gamma=0.1259009699145757),PCR,1,0.9995738227846049,0.9995738227846049,0.0,0.04499040874626048
A=rev,rbf(gamma=0.2518019398291514),PCR,1,0.9986422530322707,0.9986422530322707,0.0,0.036052024565032786
A=rev,rbf(gamma=0.5036038796583028),PCR,1,0.9962903511629881,0.9962903511629881,0.0,0.03058825407087561
A=rev,rbf(gamma=0.10293145029323231),PCR,2,0.9996681159136744,0.9996681159136744,0.0,0.03782306039428693
A=rev,rbf(gamma=0.20586290058646461),PCR,2,0.998962105166409,0.998962105166409,0.0,0.030713838487386194
A=rev,rbf(gamma=0.41172580117292923),PCR,2,0.9971702359672712,0.9689118493770371,-0.028258386590234053,0.02620624621031408
A=rev,rbf(gamma=0.12871592414587454),PCR,3,0.9996088981501475,0.9996088981501475,0.0,0.029540332371094886
A=rev,rbf(gamma=0.2574318482917491),PCR,3,0.9987321334555839,0.9987321334555839,0.0,0.030563720141430252
A=rev,rbf(gamma=0.5148636965834982),PCR,3,0.9964688706100204,0.9964688706100204,0.0,0.030473291418581946
A=rev,rbf(gamma=0.10767982391289586),PCR,4,0.9996528815278006,0.9707662433761461,-0.028886638151654487,0.0391378243130929
A=rev,rbf(gamma=0.21535964782579173),PCR,4,0.9989346798780784,0.9989346798780784,0.0,0.03271102935297051
A=rev,rbf(gamma=0.43071929565158346),PCR,4,0.9970564702343389,0.9970564702343389,0.0,0.027234959747054737
A=rev,rbf(gamma=0.16077889909457715),Reduced Rank,0,0.999348746632468,0.999348746632468,0.0,0.053530835803753674
A=rev,rbf(gamma=0.3215577981891543),Reduced Rank,0,0.9980516249960564,0.9980516249960564,0.0,0.04707079630817564
A=rev,rbf(gamma=0.6431155963783086),Reduced Rank,0,0.9947479267224669,0.9947479267224669,0.0,0.0399956658470735
A=rev,rbf(gamma=0.1259009699145757),Reduced Rank,1,0.9995738227846049,0.9995738227846049,0.0,0.04499040874626048
A=rev,rbf(gamma=0.2518019398291514),Reduced Rank,1,0.9986422530322707,0.9986422530322707,0.0,0.036052024565032786
A=rev,rbf(gamma=0.5036038796583028),Reduced Rank,1,0.9962903511629881,0.9962903511629881,0.0,0.03058825407087561
A=rev,rbf(gamma=0.10293145029323231),Reduced Rank,2,0.9996681159136744,0.9996681159136744,0.0,0.03782306039428693
A=rev,rbf(gamma=0.20586290058646461),Reduced Rank,2,0.998962105166409,0.998962105166409,0.0,0.030713838487386194
A=rev,rbf(gamma=0.41172580117292923),Reduced Rank,2,0.9971702359672712,0.9689118493770371,-0.028258386590234053,0.02620624621031408
A=rev,rbf(gamma=0.12871592414587454),Reduced Rank,3,0.9996088981501475,0.9996088981501475,0.0,0.029540332371094886
A=rev,rbf(gamma=0.2574318482917491),Reduced Rank,3,0.9987321334555839,0.9987321334555839,0.0,0.030563720141430252
A=rev,rbf(gamma=0.5148636965834982),Reduced Rank,3,0.9964688706100204,0.9964688706100204,0.0,0.030473291418581946
A=rev,rbf(gamma=0.10767982391289586),Reduced Rank,4,0.9996528815278006,0.9707662433761461,-0.028886638151654487,0.0391378243130929
A=rev,rbf(gamma=0.21535964782579173),Reduced Rank,4,0.9989346798780784,0.9989346798780784,0.0,0.03271102935297051
A=rev,rbf(gamma=0.43071929565158346),Reduced Rank,4,0.9970564702343389,0.9970564702343389,0.0,0.027234959747054737
A=rot,rbf(gamma=0.13017356146522535),PCR,0,0.9991375122131902,0.9991375122131902,0.0,0.04628692382853325
A=rot,rbf(gamma=0.2603471229304507),PCR,0,0.9977215926043573,0.937626729510031,-0.06009486309432632,0.041718189859911915
A=rot,rbf(gamma=0.5206942458609014),PCR,0,0.9945780433731106,0.9353554597696302,-0.05922258360348043,0.04006745013492036
A=rot,rbf(gamma=0.12081573946638478),PCR,1,0.9993227758837291,0.9993227758837291,0.0,0.04399158947852925
A=rot,rbf(gamma=0.24163147893276957),PCR,1,0.9980740603001732,0.9378813936342699,-0.06019266666590328,0.04009932354607019
A=rot,rbf(gamma=0.48326295786553913),PCR,1,0.9964411871964123,0.9964411871964123,0.0,0.044957509423754816
A=rot,rbf(gamma=0.09990855582769297),PCR,2,0.9994041777484953,0.9994041777484953,0.0,0.04656731959568305
A=rot,rbf(gamma=0.19981711165538593),PCR,2,0.9983739745177838,0.9983739745177838,0.0,0.040803271615358384
A=rot,rbf(gamma=0.39963422331077186),PCR,2,0.9961217266766592,0.9364707981716067,-0.05965092850505249,0.03651784587770766
A=rot,rbf(gamma=0.11434113972946565),PCR,3,0.9995610776318953,0.9718121349496285,-0.027748942682266797,0.04238093052541452
A=rot,rbf(gamma=0.2286822794589313),PCR,3,0.9987575117015057,0.9712112281236036,-0.02754628357790212,0.05146809328416472
A=rot,rbf(gamma=0.4573645589178626),PCR,3,0.9971913618609534,0.937243628449945,-0.05994773341100834,0.05772320566884707
A=rot,rbf(gamma=0.10402199162421656),PCR,4,0.99943158543466,0.9717153006485554,-0.02771628478610466,0.047988462800086576
A=rot,rbf(gamma=0.20804398324843312),PCR,4,0.9985647282083037,0.9710670645738205,-0.027497663634483138,0.04452100604852581
A=rot,rbf(gamma=0.41608796649686625),PCR,4,0.9967985665216887,0.9369598268923376,-0.059838739629351156,0.04387689731508893
A=rot,rbf(gamma=0.13017356146522535),Reduced Rank,0,0.9991375122131902,0.9991375122131902,0.0,0.04628692382853325
A=rot,rbf(gamma=0.2603471229304507),Reduced Rank,0,0.9977215926043573,0.937626729510031,-0.06009486309432632,0.041718189859911915
A=rot,rbf(gamma=0.5206942458609014),Reduced Rank,0,0.9945780433731106,0.9353554597696302,-0.05922258360348043,0.04006745013492036
A=rot,rbf(gamma=0.12081573946638478),Reduced Rank,1,0.9993227758837291,0.9993227758837291,0.0,0.04399158947852925
